rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB	eta_S0	eta_T0
1	AG111	-0.070527	-0.256244	0.000000	0.000000	0.074640	0.000000	0.009922	-0.009983
2	AG111	-0.003312	-0.397452	0.000000	0.000000	-0.019314	0.000000	0.033375	-0.006390
3	AG111	-0.045275	-0.247483	0.000000	0.000000	0.054095	0.000000	0.010375	-0.000163
4	AG111	0.001008	-0.471194	0.000000	0.000000	0.084664	0.000000	0.000749	0.027214
5	AG111	-0.020056	-0.069604	0.000000	0.000000	0.073881	0.000000	0.007766	-0.019493
6	AG111	-0.006552	-0.429857	0.000000	0.000000	0.054074	0.000000	0.006668	-0.017539
7	AG111	-0.027565	-0.151263	0.000000	0.000000	-0.010100	0.000000	0.010743	0.004897
8	AG111	-0.004585	-0.431170	0.000000	0.000000	0.057335	0.000000	0.000159	0.036714
9	AG111	-0.039317	-0.596204	0.000000	0.000000	0.072053	0.000000	-0.006655	-0.024328
10	AG111	0.009127	-0.691218	0.000000	0.000000	0.052766	0.000000	-0.027000	0.057585
1	AG112	0.139779	0.142109	0.000000	0.000000	-0.023487	0.000000	0.002602	0.022986
2	AG112	0.142699	-0.007634	0.000000	0.000000	-0.058987	0.000000	-0.004305	0.038563
3	AG112	0.088414	0.450921	0.000000	0.000000	-0.057182	0.000000	-0.008753	-0.000668
4	AG112	0.109037	0.602103	0.000000	0.000000	-0.080984	0.000000	0.029835	-0.011931
5	AG112	0.084561	0.386602	0.000000	0.000000	-0.048375	0.000000	0.029549	-0.011750
6	AG112	0.148737	-0.056141	0.000000	0.000000	-0.023166	0.000000	-0.004673	0.075456
7	AG112	0.121403	0.203605	0.000000	0.000000	-0.016244	0.000000	0.019674	0.031154
8	AG112	0.167800	-0.073684	0.000000	0.000000	-0.079423	0.000000	-0.007114	-0.016191
9	AG112	0.174420	0.133722	0.000000	0.000000	-0.006846	0.000000	-0.036483	0.017287
10	AG112	0.065445	0.138248	0.000000	0.000000	-0.057824	0.000000	0.020895	-0.002857
1	AG139	-0.082668	0.116138	0.000000	0.000000	0.035910	0.000000	0.030512	0.002385
2	AG139	-0.060965	0.068750	0.000000	0.000000	0.031964	0.000000	0.006128	-0.011249
3	AG139	-0.027272	0.088491	0.000000	0.000000	-0.032654	0.000000	-0.005018	-0.041666
4	AG139	-0.035081	0.143585	0.000000	0.000000	0.026957	0.000000	0.020572	0.044102
5	AG139	-0.018929	0.317166	0.000000	0.000000	0.047900	0.000000	-0.004713	-0.043673
6	AG139	-0.030229	-0.241480	0.000000	0.000000	0.046362	0.000000	-0.005481	0.003928
7	AG139	0.004756	0.137054	0.000000	0.000000	0.020066	0.000000	-0.044133	0.024409
8	AG139	-0.075859	0.044673	0.000000	0.000000	0.015033	0.000000	-0.028404	0.008354
9	AG139	-0.063320	0.205779	0.000000	0.000000	-0.020294	0.000000	0.025120	-0.001405
10	AG139	-0.072756	-0.082765	0.000000	0.000000	-0.004190	0.000000	0.012913	0.028680
1	AG142	0.124477	0.267447	0.000000	0.000000	0.116547	0.000000	-0.007605	0.071803
2	AG142	0.126282	0.505783	0.000000	0.000000	0.068700	0.000000	-0.010832	0.025081
3	AG142	0.136306	0.237167	0.000000	0.000000	0.105626	0.000000	0.012053	0.034847
4	AG142	0.123050	0.385090	0.000000	0.000000	0.033809	0.000000	-0.009329	0.052139
5	AG142	0.123763	0.408038	0.000000	0.000000	0.031141	0.000000	-0.014040	0.009788
6	AG142	0.120217	0.360595	0.000000	0.000000	0.094632	0.000000	0.008109	0.060995
7	AG142	0.097929	0.092145	0.000000	0.000000	0.043353	0.000000	-0.000941	0.015348
8	AG142	0.156592	0.522202	0.000000	0.000000	0.078729	0.000000	0.028215	0.001639
9	AG142	0.122743	-0.158901	0.000000	0.000000	-0.126841	0.000000	0.018573	0.016750
10	AG142	0.158995	0.438760	0.000000	0.000000	0.095479	0.000000	-0.008089	-0.022537
1	GD14	0.080994	0.001701	0.000000	0.000000	-0.149669	0.000000	0.011253	-0.045357
2	GD14	-0.001151	-0.304178	0.000000	0.000000	-0.145966	0.000000	0.018231	0.035100
3	GD14	-0.019077	-0.036936	0.000000	0.000000	-0.191329	0.000000	-0.007277	0.012829
4	GD14	0.033210	-0.038558	0.000000	0.000000	-0.078479	0.000000	0.042270	0.006541
5	GD14	0.033993	0.018067	0.000000	0.000000	-0.107297	0.000000	0.005255	-0.017801
6	GD14	0.036925	-0.260982	0.000000	0.000000	-0.075563	0.000000	-0.017334	0.029058
7	GD14	0.025879	-0.020823	0.000000	0.000000	-0.183667	0.000000	0.011023	-0.021114
8	GD14	0.050966	-0.171561	0.000000	0.000000	-0.151135	0.000000	0.003388	0.000440
9	GD14	0.001035	-0.003097	0.000000	0.000000	-0.091438	0.000000	0.010328	0.002366
10	GD14	0.033609	0.005242	0.000000	0.000000	-0.108669	0.000000	-0.034249	0.004366
1	GD15	-0.040912	-0.329765	0.000000	0.000000	0.029531	0.000000	0.004304	0.000614
2	GD15	0.001745	-0.104311	0.000000	0.000000	0.041458	0.000000	0.025516	-0.013548
3	GD15	-0.053683	-0.076912	0.000000	0.000000	-0.035797	0.000000	0.009216	-0.048440
4	GD15	0.021013	0.240006	0.000000	0.000000	0.121181	0.000000	0.014414	-0.039893
5	GD15	-0.008374	-0.194118	0.000000	0.000000	0.036951	0.000000	0.011091	-0.014804
6	GD15	-0.021266	0.026798	0.000000	0.000000	0.023093	0.000000	-0.035752	0.003049
7	GD15	-0.067724	-0.227587	0.000000	0.000000	-0.070269	0.000000	0.003356	0.050558
8	GD15	-0.021143	0.251607	0.000000	0.000000	0.072197	0.000000	0.027234	-0.007347
9	GD15	-0.047454	0.227308	0.000000	0.000000	0.060752	0.000000	-0.002768	-0.027801
10	GD15	-0.029910	0.150762	0.000000	0.000000	0.034853	0.000000	-0.000802	-0.005949
1	GD16	-0.203287	0.208700	0.000000	0.000000	0.165286	0.000000	0.005903	-0.013483
2	GD16	-0.224059	0.165977	0.000000	0.000000	0.145043	0.000000	0.000344	-0.046129
3	GD16	-0.255173	0.026285	0.000000	0.000000	0.057313	0.000000	0.005590	-0.026434
4	GD16	-0.221203	-0.005135	0.000000	0.000000	0.086096	0.000000	-0.004217	-0.030504
5	GD16	-0.218870	-0.058152	0.000000	0.000000	0.061942	0.000000	0.014297	-0.028955
6	GD16	-0.233398	-0.266213	0.000000	0.000000	0.008117	0.000000	0.010951	0.004949
7	GD16	-0.232978	-0.045459	0.000000	0.000000	0.071469	0.000000	-0.003494	0.028562
8	GD16	-0.240411	0.111177	0.000000	0.000000	0.059584	0.000000	0.015307	-0.024895
9	GD16	-0.229083	0.055919	0.000000	0.000000	0.016755	0.000000	0.020629	-0.015438
10	GD16	-0.216021	0.183416	0.000000	0.000000	0.082356	0.000000	-0.009106	-0.001728
