rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB	eta_S0	eta_T0
1	AG111	0.016394	-0.174551	0.000000	0.000000	0.140908	0.000000	0.000416	0.008107
2	AG111	-0.028985	-0.309341	0.000000	0.000000	0.174294	0.000000	0.009659	-0.018458
3	AG111	-0.049624	-0.323712	0.000000	0.000000	0.038432	0.000000	0.006154	-0.011287
4	AG111	-0.054000	-0.258397	0.000000	0.000000	0.024986	0.000000	-0.026564	0.007277
5	AG111	0.001509	-0.396814	0.000000	0.000000	0.007565	0.000000	0.015946	-0.024039
6	AG111	0.042133	-0.400937	0.000000	0.000000	0.092466	0.000000	-0.018652	0.020269
7	AG111	0.029660	-0.243343	0.000000	0.000000	0.131705	0.000000	-0.003123	0.020147
8	AG111	0.010631	-0.999315	0.000000	0.000000	-0.120235	0.000000	-0.025923	-0.005829
9	AG111	-0.013909	0.013318	0.000000	0.000000	0.112146	0.000000	0.008835	-0.037136
10	AG111	-0.010660	-0.635662	0.000000	0.000000	0.086118	0.000000	0.008518	0.026413
1	AG112	0.122199	0.083834	0.000000	0.000000	-0.106817	0.000000	0.009888	-0.015882
2	AG112	0.163073	0.189231	0.000000	0.000000	-0.018022	0.000000	-0.001922	0.043110
3	AG112	0.083825	0.103225	0.000000	0.000000	-0.056055	0.000000	0.004688	0.058810
4	AG112	0.167414	0.214695	0.000000	0.000000	-0.067304	0.000000	0.003889	-0.025043
5	AG112	0.099049	0.159563	0.000000	0.000000	-0.042934	0.000000	-0.010066	-0.046346
6	AG112	0.108442	0.129449	0.000000	0.000000	-0.148964	0.000000	0.014360	-0.025097
7	AG112	0.136259	0.057433	0.000000	0.000000	-0.101270	0.000000	-0.010357	-0.004621
8	AG112	0.117429	0.281075	0.000000	0.000000	-0.049308	0.000000	-0.008229	0.029780
9	AG112	0.150022	0.048954	0.000000	0.000000	-0.062108	0.000000	-0.021075	0.016139
10	AG112	0.149582	-0.024697	0.000000	0.000000	-0.046086	0.000000	-0.014588	-0.001795
1	AG139	-0.033040	0.216682	0.000000	0.000000	0.066228	0.000000	-0.003671	-0.003420
2	AG139	0.030218	-0.154463	0.000000	0.000000	0.059700	0.000000	-0.010346	0.005441
3	AG139	-0.002139	0.160729	0.000000	0.000000	0.065279	0.000000	-0.021983	0.029558
4	AG139	-0.051048	0.052100	0.000000	0.000000	-0.013080	0.000000	0.013154	-0.010170
5	AG139	-0.079555	-0.104341	0.000000	0.000000	0.009141	0.000000	-0.004300	0.035930
6	AG139	-0.009191	0.201825	0.000000	0.000000	0.010419	0.000000	-0.017817	-0.020682
7	AG139	-0.041884	0.345098	0.000000	0.000000	-0.006126	0.000000	-0.009331	-0.029836
8	AG139	0.012585	-0.149451	0.000000	0.000000	0.079920	0.000000	-0.004959	0.001623
9	AG139	-0.084572	-0.026516	0.000000	0.000000	0.008319	0.000000	-0.002866	0.008200
10	AG139	-0.032362	0.064796	0.000000	0.000000	0.065607	0.000000	-0.023443	-0.003220
1	AG142	0.130357	0.326432	0.000000	0.000000	0.047781	0.000000	-0.001382	0.045047
2	AG142	0.143657	0.386448	0.000000	0.000000	0.024605	0.000000	0.013236	-0.035969
3	AG142	0.111396	0.271462	0.000000	0.000000	0.012313	0.000000	0.010471	-0.021620
4	AG142	0.157245	0.399931	0.000000	0.000000	0.061555	0.000000	0.017196	-0.015771
