rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB	S0	T0
1	AG111	0.650804	-0.174551	3.812825	0.000000	0.140908	0.255491	23362.736770	24705.364344
2	AG111	0.605425	-0.309341	3.812825	0.000000	0.174294	0.255491	23579.665499	24057.697196
3	AG111	0.584787	-0.323712	3.812825	0.000000	0.038432	0.255491	23497.160654	24230.834472
4	AG111	0.580411	-0.258397	3.812825	0.000000	0.024986	0.255491	22740.819971	24684.860272
5	AG111	0.635919	-0.396814	3.812825	0.000000	0.007565	0.255491	23728.379206	23923.808065
6	AG111	0.676543	-0.400937	3.812825	0.000000	0.092466	0.255491	22921.459599	25007.657081
7	AG111	0.664071	-0.243343	3.812825	0.000000	0.131705	0.255491	23280.201212	25004.601962
8	AG111	0.645042	-0.999315	3.812825	0.000000	-0.120235	0.255491	22755.419632	24363.445549
9	AG111	0.620501	0.013318	3.812825	0.000000	0.112146	0.255491	23560.242054	23612.530938
10	AG111	0.623750	-0.635662	3.812825	0.000000	0.086118	0.255491	23552.787913	25161.790423
1	AG112	0.756609	0.083834	3.812825	0.000000	-0.106817	0.255491	23585.075775	24119.763148
2	AG112	0.797484	0.189231	3.812825	0.000000	-0.018022	0.255491	23308.169247	25585.427232
3	AG112	0.718236	0.103225	3.812825	0.000000	-0.056055	0.255491	23462.757075	25990.306070
4	AG112	0.801825	0.214695	3.812825	0.000000	-0.067304	0.255491	23444.010009	23899.816502
5	AG112	0.733460	0.159563	3.812825	0.000000	-0.042934	0.255491	23119.128762	23396.064240
6	AG112	0.742852	0.129449	3.812825	0.000000	-0.148964	0.255491	23690.773811	23898.509364
7	AG112	0.770669	0.057433	3.812825	0.000000	-0.101270	0.255491	23112.392036	24392.902607
8	AG112	0.751840	0.281075	3.812825	0.000000	-0.049308	0.255491	23161.620729	25246.659815
9	AG112	0.784433	0.048954	3.812825	0.000000	-0.062108	0.255491	22866.003476	24904.602120
10	AG112	0.783992	-0.024697	3.812825	0.000000	-0.046086	0.255491	23014.819816	24461.940687
1	AG139	0.601371	0.216682	3.812825	0.000000	0.066228	0.255491	23267.449078	24422.214190
2	AG139	0.664628	-0.154463	3.812825	0.000000	0.059700	0.255491	23112.642768	24639.576672
3	AG139	0.632272	0.160729	3.812825	0.000000	0.065279	0.255491	22845.251316	25241.036001
4	AG139	0.583362	0.052100	3.812825	0.000000	-0.013080	0.255491	23662.220844	24257.929939
5	AG139	0.554856	-0.104341	3.812825	0.000000	0.009141	0.255491	23252.808457	25402.403955
6	AG139	0.625219	0.201825	3.812825	0.000000	0.010419	0.255491	22940.619755	24004.250962
7	AG139	0.592527	0.345098	3.812825	0.000000	-0.006126	0.255491	23136.109514	23785.534827
8	AG139	0.646995	-0.149451	3.812825	0.000000	0.079920	0.255491	23237.501894	24545.686696
9	AG139	0.549838	-0.026516	3.812825	0.000000	0.008319	0.255491	23286.182381	24707.660582
10	AG139	0.602048	0.064796	3.812825	0.000000	0.065607	0.255491	22811.915652	24427.099389
1	AG142	0.764768	0.326432	3.812825	0.000000	0.047781	0.255491	23320.751597	25635.047047
2	AG142	0.778068	0.386448	3.812825	0.000000	0.024605	0.255491	23664.171874	23640.095435
3	AG142	0.745807	0.271462	3.812825	0.000000	0.012313	0.255491	23598.830189	23981.752468
4	AG142	0.791655	0.399931	3.812825	0.000000	0.061555	0.255491	23758.074835	24122.447422
5	AG142	0.762183	0.649671	3.812825	0.000000	0.080574	0.255491	22975.379712	23981.698672
6	AG142	0.781895	0.287608	3.812825	0.000000	0.003302	0.255491	23086.540438	23947.763438
7	AG142	0.763992	0.363052	3.812825	0.000000	0.040048	0.255491	23649.765901	24640.229132
8	AG142	0.816312	0.358693	3.812825	0.000000	0.138631	0.255491	23115.883298	24445.803298
9	AG142	0.840498	0.357880	3.812825	0.000000	0.094844	0.255491	23288.739386	24229.766233
10	AG142	0.772949	0.121465	3.812825	0.000000	0.003153	0.255491	23176.312515	24162.472806
1	GD14	0.636940	-0.069709	3.812825	0.000000	-0.113970	0.255491	23159.639289	24497.707392
2	GD14	0.628365	-0.165324	3.812825	0.000000	-0.127090	0.255491	23294.974268	24498.604313
3	GD14	0.652990	-0.212763	3.812825	0.000000	-0.159770	0.255491	23273.240097	25119.024807
4	GD14	0.633147	-0.230395	3.812825	0.000000	-0.162589	0.255491	22875.339139	24987.919228
5	GD14	0.659262	0.202474	3.812825	0.000000	-0.136611	0.255491	22454.127623	24770.612129
6	GD14	0.643265	-0.151638	3.812825	0.000000	-0.108396	0.255491	23643.395048	24849.699369
7	GD14	0.696278	-0.126175	3.812825	0.000000	-0.113319	0.255491	22978.140470	23726.394873
8	GD14	0.694323	0.110692	3.812825	0.000000	-0.084672	0.255491	23145.059413	24552.166949
9	GD14	0.646412	-0.249754	3.812825	0.000000	-0.149111	0.255491	24300.208961	24898.918455
10	GD14	0.602129	0.033529	3.812825	0.000000	-0.077284	0.255491	23545.338347	25417.510298
1	GD15	0.657388	0.061627	3.812825	0.000000	0.087394	0.255491	23725.318145	23467.353832
2	GD15	0.611610	-0.045434	3.812825	0.000000	0.087441	0.255491	24219.288709	25082.788393
3	GD15	0.652317	-0.412276	3.812825	0.000000	0.024628	0.255491	23279.112319	24092.947617
4	GD15	0.560496	0.082325	3.812825	0.000000	0.012408	0.255491	23867.884931	23761.733503
5	GD15	0.636722	0.138151	3.812825	0.000000	0.189708	0.255491	23871.780351	24648.013633
6	GD15	0.603299	0.388127	3.812825	0.000000	0.067673	0.255491	23759.999996	24035.998683
7	GD15	0.598593	-0.118853	3.812825	0.000000	-0.011736	0.255491	23622.809877	23997.363170
8	GD15	0.633923	0.178594	3.812825	0.000000	0.103385	0.255491	23186.947191	24121.004871
9	GD15	0.604017	-0.147971	3.812825	0.000000	0.044947	0.255491	23315.679391	24067.176007
10	GD15	0.620857	0.019024	3.812825	0.000000	-0.039783	0.255491	23174.000138	24420.626216
1	GD16	0.411991	0.040964	3.812825	0.000000	0.083530	0.255491	23311.848231	25056.532100
2	GD16	0.401803	0.177149	3.812825	0.000000	0.125532	0.255491	23171.284329	24428.635382
3	GD16	0.388772	-0.077217	3.812825	0.000000	0.087141	0.255491	23247.172367	24969.515270
4	GD16	0.371146	-0.164438	3.812825	0.000000	0.139031	0.255491	23275.482621	24364.895404
5	GD16	0.427916	0.404529	3.812825	0.000000	0.158040	0.255491	23652.376048	24354.953554
6	GD16	0.400418	-0.189301	3.812825	0.000000	0.123075	0.255491	22675.180042	25510.688617
7	GD16	0.384944	0.012528	3.812825	0.000000	0.049362	0.255491	22836.830425	23201.145008
8	GD16	0.386486	0.004355	3.812825	0.000000	0.105072	0.255491	23491.623737	25056.206147
9	GD16	0.439870	0.066750	3.812825	0.000000	0.134628	0.255491	23089.436130	23690.697654
10	GD16	0.412586	0.008472	3.812825	0.000000	0.084418	0.255491	23217.029461	24757.722033
