rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB
1	AG111	-0.032397	-0.272262	0.000000	0.000000	-0.011106	0.028279
2	AG111	0.058954	-0.279266	0.000000	0.000000	0.039439	-0.033979
3	AG111	0.000573	-0.367472	0.000000	0.000000	0.038914	-0.037527
4	AG111	-0.063487	-0.484077	0.000000	0.000000	-0.046116	0.041856
5	AG111	-0.006879	-0.375939	0.000000	0.000000	0.014823	-0.001434
6	AG111	-0.035836	0.447590	0.000000	0.000000	0.194217	0.055623
7	AG111	0.013961	-0.222969	0.000000	0.000000	0.095945	-0.092074
8	AG111	-0.015113	-0.214288	0.000000	0.000000	0.091342	0.019004
9	AG111	-0.014764	-0.645521	0.000000	0.000000	-0.036639	0.034089
10	AG111	-0.017905	-0.420023	0.000000	0.000000	0.069420	-0.019680
1	AG112	0.079343	0.379249	0.000000	0.000000	-0.076652	0.017779
2	AG112	0.137608	0.102545	0.000000	0.000000	-0.061591	0.023125
3	AG112	0.164834	-0.018521	0.000000	0.000000	-0.018038	0.036585
4	AG112	0.192733	0.273842	0.000000	0.000000	0.050915	0.009700
5	AG112	0.160890	0.011448	0.000000	0.000000	-0.022301	0.022625
6	AG112	0.162940	-0.153784	0.000000	0.000000	-0.087561	-0.014099
7	AG112	0.148346	-0.122772	0.000000	0.000000	-0.029030	0.047030
8	AG112	0.137724	0.246782	0.000000	0.000000	-0.019416	-0.027463
9	AG112	0.106937	0.154600	0.000000	0.000000	-0.089556	-0.005222
10	AG112	0.139711	0.253825	0.000000	0.000000	-0.058108	0.003017
1	AG139	-0.016812	-0.071263	0.000000	0.000000	0.086448	0.035711
2	AG139	-0.007704	0.024254	0.000000	0.000000	-0.049424	-0.067420
3	AG139	-0.044956	0.125672	0.000000	0.000000	0.058573	0.052680
4	AG139	0.013490	0.155722	0.000000	0.000000	0.036119	0.042812
5	AG139	-0.040620	0.131357	0.000000	0.000000	0.069741	-0.012141
6	AG139	-0.004770	0.316464	0.000000	0.000000	0.125300	0.001644
7	AG139	-0.017957	0.034751	0.000000	0.000000	0.050804	-0.001604
8	AG139	-0.045166	0.269619	0.000000	0.000000	0.065653	0.014150
9	AG139	-0.080331	0.339659	0.000000	0.000000	0.145371	0.105253
10	AG139	0.006953	-0.233516	0.000000	0.000000	-0.064034	-0.027315
1	AG142	0.131573	0.253240	0.000000	0.000000	-0.019818	0.056532
2	AG142	0.101702	0.590447	0.000000	0.000000	-0.027096	-0.025498
3	AG142	0.122995	0.185871	0.000000	0.000000	0.011667	0.016075
4	AG142	0.119029	0.341992	0.000000	0.000000	0.017620	0.057191
5	AG142	0.180246	0.212430	0.000000	0.000000	0.073224	0.057355
6	AG142	0.130379	0.271580	0.000000	0.000000	0.068008	0.002594
7	AG142	0.087096	0.259518	0.000000	0.000000	-0.049252	-0.040178
8	AG142	0.162271	0.233870	0.000000	0.000000	0.045347	-0.007374
9	AG142	0.139608	0.439389	0.000000	0.000000	0.088995	0.030502
10	AG142	0.109466	0.231496	0.000000	0.000000	-0.037528	-0.052061
1	GD14	0.036497	-0.033172	0.000000	0.000000	-0.147932	-0.020047
2	GD14	0.019779	0.018336	0.000000	0.000000	-0.173632	0.079317
3	GD14	0.009430	0.189835	0.000000	0.000000	-0.141771	0.012479
4	GD14	0.006287	0.023175	0.000000	0.000000	-0.122112	0.030084
5	GD14	0.054275	-0.210779	0.000000	0.000000	-0.147386	0.047129
6	GD14	0.015029	-0.034830	0.000000	0.000000	-0.123336	0.036163
7	GD14	0.011367	0.008545	0.000000	0.000000	-0.107929	0.014804
8	GD14	-0.003876	0.266705	0.000000	0.000000	-0.154417	0.007441
9	GD14	0.050557	-0.137312	0.000000	0.000000	-0.078071	0.001227
10	GD14	-0.015163	-0.024087	0.000000	0.000000	-0.169157	0.024625
1	GD15	-0.019810	-0.037505	0.000000	0.000000	0.049815	0.062356
2	GD15	-0.005434	-0.314341	0.000000	0.000000	-0.008297	-0.023907
3	GD15	-0.007708	-0.313437	0.000000	0.000000	-0.021949	0.052774
4	GD15	0.025967	-0.353555	0.000000	0.000000	0.034797	-0.007987
5	GD15	0.008106	0.082391	0.000000	0.000000	0.102126	-0.057437
6	GD15	-0.058605	-0.215949	0.000000	0.000000	0.146327	0.024829
7	GD15	0.019604	-0.107145	0.000000	0.000000	0.060819	0.051102
8	GD15	-0.022171	0.065878	0.000000	0.000000	0.039773	-0.044965
9	GD15	-0.039779	-0.000931	0.000000	0.000000	0.017283	0.041093
10	GD15	-0.037707	0.121007	0.000000	0.000000	0.016992	0.055734
1	GD16	-0.239861	-0.008752	0.000000	0.000000	0.026409	0.024757
2	GD16	-0.231480	0.218487	0.000000	0.000000	0.037995	-0.090130
3	GD16	-0.190587	-0.153964	0.000000	0.000000	0.025030	-0.084481
4	GD16	-0.221374	-0.045111	0.000000	0.000000	0.086615	0.022897
5	GD16	-0.164793	-0.068238	0.000000	0.000000	0.158672	0.019896
6	GD16	-0.236791	0.040613	0.000000	0.000000	0.102038	0.041202
7	GD16	-0.245252	0.130259	0.000000	0.000000	0.150235	0.004180
8	GD16	-0.247455	0.050694	0.000000	0.000000	0.080996	-0.081521
9	GD16	-0.264394	0.108300	0.000000	0.000000	0.090913	-0.017519
10	GD16	-0.266508	-0.017547	0.000000	0.000000	0.095865	0.029468
