parameter	value	se_sa	rse_sa
rhoS_pop	0.61382022376869250	0.04648631158362201	7.57327793766853397
eta_deltaSC_pop	0.00000000000000000		
rhoC_pop	3.23870340750990326	nan	nan
eta_rhoC_pop	0.00000000000000000		
eta_deltaCB_pop	0.00000000000000000		
rhoB_pop	0.26192757440861181	0.07029541830457545	26.83773117942645925
omega_rhoS	0.11954164695098710	0.03384423086269762	28.31166520281755439
omega_deltaSC	0.26943560743315365	0.14976646167048588	55.58525211172862157
omega_deltaCB	0.03497076996505880	0.05491470983136341	157.03031384848455332
omega_rhoB	0.13771033882213657	0.07399283984906603	53.73078047875071661
b1	0.16358736563024651	0.02141664535949202	13.09187007014934778
b2	0.17840501594434391	0.02347831302266598	13.16011934888108037
b3	0.26982603933073818	0.04543516228102797	16.83868702728723932
