parameter	value	se_sa	rse_sa
rhoS_pop	0.61301525451096639	0.04618227890199458	7.53362637587812500
eta_deltaSC_pop	0.00000000000000000		
rhoC_pop	3.67766990322362775	nan	nan
eta_rhoC_pop	0.00000000000000000		
eta_deltaCB_pop	0.00000000000000000		
rhoB_pop	0.25166093223259800	nan	nan
omega_rhoS	0.11882462245022850	0.03328699304165900	28.01354833305004632
omega_deltaSC	0.24765567546614362	0.13682342376402304	55.24744123327302248
omega_deltaCB	0.08506878490690291	0.03410369727391671	40.08955495395746027
b1	0.16416541065570214	0.02165021048378135	13.18804637183134432
b2	0.17796802709062040	0.02323401488929591	13.05516236209398606
b3	0.27996807047401767	0.04927934336613332	17.60177268882762291
