rep	id	rhoS	deltaSC	rhoC	deltaCB	rhoB
1	AG111	0.568700	0.206270	7.456774	9.242372	0.169487
2	AG111	0.608161	0.174847	7.289357	9.243365	0.186616
3	AG111	0.583203	0.192141	7.231371	9.832891	0.278262
4	AG111	0.635634	0.155379	7.439811	9.413429	0.100976
5	AG111	0.634862	0.248674	7.191154	9.436725	0.192824
6	AG111	0.551550	0.170286	7.340615	9.545120	0.399252
7	AG111	0.543184	0.199715	7.223629	9.399157	0.316285
8	AG111	0.602446	0.186257	7.116907	8.927117	0.236099
9	AG111	0.582228	0.194315	7.384568	9.290109	0.223043
10	AG111	0.601145	0.264658	7.299283	9.081673	0.079440
1	AG112	0.740404	0.334076	7.424116	9.138084	0.314650
2	AG112	0.759664	0.228427	7.325343	9.510147	0.501902
3	AG112	0.797457	0.255486	7.141459	8.825121	0.279334
4	AG112	0.738537	0.352949	7.633677	8.933487	0.236959
5	AG112	0.763353	0.222603	7.231626	9.149627	0.438633
6	AG112	0.743169	0.280639	7.290220	9.340522	0.320949
7	AG112	0.747040	0.228263	7.418893	8.638948	0.267311
8	AG112	0.690216	0.290280	7.648842	9.280227	0.286148
9	AG112	0.748324	0.287215	7.512654	9.165134	0.226355
10	AG112	0.760949	0.260019	7.347263	9.381798	0.393010
1	AG139	0.567769	0.217832	7.457967	9.493420	0.449080
2	AG139	0.581027	0.287650	7.393725	9.071211	0.171722
3	AG139	0.517185	0.256638	7.440581	9.268149	0.180562
4	AG139	0.631229	0.227828	7.194653	8.873905	0.144045
5	AG139	0.579342	0.243498	7.227346	9.344146	0.237704
6	AG139	0.543517	0.263693	7.109006	9.304266	0.374990
7	AG139	0.553254	0.206180	7.201662	9.147147	0.431628
8	AG139	0.650810	0.237024	7.228697	9.208869	0.181791
9	AG139	0.613629	0.231933	7.190250	8.945447	0.313204
10	AG139	0.535727	0.233122	7.267699	9.424899	0.433255
1	AG142	0.716124	0.357796	7.526488	9.152417	0.145704
2	AG142	0.751460	0.310559	7.502597	9.105349	0.108048
3	AG142	0.748243	0.250878	7.230742	9.186486	0.397058
4	AG142	0.681045	0.303136	7.291768	8.715452	0.288314
5	AG142	0.727223	0.356823	7.197750	9.196002	0.192817
6	AG142	0.743185	0.257874	7.599475	9.486753	0.131336
7	AG142	0.740260	0.345188	7.359757	9.268464	0.135818
8	AG142	0.723267	0.289860	7.433353	9.242035	0.270721
9	AG142	0.745037	0.260629	7.314245	8.907786	0.201633
10	AG142	0.751912	0.260909	7.199893	9.070605	0.349264
1	GD14	0.633809	0.232133	7.378050	8.978394	0.552207
2	GD14	0.666216	0.187152	7.614473	8.996435	0.362092
3	GD14	0.630891	0.257865	7.603663	9.110976	0.485945
4	GD14	0.648782	0.285473	7.328538	9.225706	0.543577
5	GD14	0.632931	0.233377	7.432434	8.603136	0.473484
6	GD14	0.631050	0.190984	7.376302	9.072913	0.591862
7	GD14	0.638359	0.233729	7.525803	9.305983	0.382705
8	GD14	0.610505	0.216622	7.246172	9.242416	0.625687
9	GD14	0.592285	0.196894	7.584000	9.212296	0.577073
10	GD14	0.621183	0.260387	7.426950	8.977370	0.337837
1	GD15	0.636687	0.220363	7.178458	9.675104	0.209159
2	GD15	0.597719	0.250786	7.393698	9.604311	0.247281
3	GD15	0.584835	0.234719	7.139941	8.911046	0.151589
4	GD15	0.628613	0.196980	7.372456	9.252924	0.313349
5	GD15	0.598355	0.194017	7.284069	9.107271	0.346174
6	GD15	0.626746	0.205703	7.491898	9.156646	0.203191
7	GD15	0.618104	0.220367	7.470166	9.337526	0.231903
8	GD15	0.553630	0.229861	7.144076	9.056028	0.271204
9	GD15	0.570982	0.218115	7.185769	9.129064	0.347216
10	GD15	0.628985	0.201266	7.594948	9.304873	0.160822
1	GD16	0.370113	0.280572	7.339844	9.621999	0.255460
2	GD16	0.375031	0.286286	7.226688	9.180830	0.140891
3	GD16	0.392347	0.271262	7.201250	9.562546	0.298877
4	GD16	0.393119	0.274578	7.253839	9.603673	0.272033
5	GD16	0.404754	0.226063	7.425653	9.453521	0.311672
6	GD16	0.392141	0.258993	7.333572	9.606390	0.213583
7	GD16	0.347886	0.207118	7.156974	8.968689	0.268088
8	GD16	0.412575	0.223403	7.365211	9.130796	0.208422
9	GD16	0.366024	0.290956	7.486409	9.429511	0.250450
10	GD16	0.432407	0.226353	7.187517	9.404085	0.215938
