parameter	value	se_sa	rse_sa
rhoS_pop	0.61253557605776321	0.04611673937600104	7.52882627206817823
eta_deltaSC_pop	0.00000000000000000		
rhoC_pop	3.73200255788945956	nan	nan
eta_rhoC_pop	0.00000000000000000		
eta_deltaCB_pop	0.00000000000000000		
rhoB_pop	0.26610986488972715	nan	nan
omega_rhoS	0.11867124047985948	0.03351336947169883	28.24051500277914428
omega_deltaSC	0.24295984820353395	0.13944791213594157	57.39545573765848729
omega_rhoC	0.19091501068219710	0.20004554571738972	104.78251291114642640
omega_deltaCB	0.05785720278891598	0.07593807760915441	131.25086237957961544
b1	0.16452309284132491	0.02169406227444987	13.18602872082693445
b2	0.17855387860088962	0.02325026497559653	13.02142813014238953
b3	0.28532320269597611	0.05032644442186406	17.63839882152486638
