rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB
1	AG111	-0.010896	-0.256073	0.000000	0.116665	0.048997	-0.045167
2	AG111	-0.003965	0.027671	0.000000	-0.142581	0.032121	-0.049806
3	AG111	-0.014913	-0.161586	0.000000	0.043739	0.117332	0.017401
4	AG111	-0.017651	-0.398669	0.000000	-0.124247	-0.009239	0.105467
5	AG111	0.008281	-0.582334	0.000000	-0.013917	0.065473	-0.041621
6	AG111	-0.018727	-0.798307	0.000000	-0.012424	0.018021	0.082114
7	AG111	-0.038205	-0.242476	0.000000	-0.036939	-0.006230	-0.015323
8	AG111	-0.011619	-0.415092	0.000000	-0.041458	0.016121	-0.098541
9	AG111	-0.012310	-0.586608	0.000000	0.035880	0.092617	0.051153
10	AG111	-0.070924	-0.284484	0.000000	-0.006891	-0.008542	-0.094608
1	AG112	0.156900	-0.167116	0.000000	0.051906	-0.048174	0.110929
2	AG112	0.112649	0.547568	0.000000	0.044080	-0.023223	0.043519
3	AG112	0.118371	0.202810	0.000000	0.103453	-0.035040	-0.005238
4	AG112	0.142007	0.123034	0.000000	0.160613	-0.002568	-0.050788
5	AG112	0.147364	0.356764	0.000000	0.111609	0.026283	-0.017873
6	AG112	0.182433	-0.220879	0.000000	0.133230	0.002042	0.017002
7	AG112	0.121811	0.103403	0.000000	-0.010056	-0.126540	0.007169
8	AG112	0.172556	0.200859	0.000000	-0.086708	-0.031139	0.069126
9	AG112	0.136164	-0.115120	0.000000	0.208854	-0.008992	0.023697
10	AG112	0.137491	0.067084	0.000000	0.004585	-0.118649	-0.051919
1	AG139	-0.023420	0.165156	0.000000	0.042381	-0.003551	-0.150434
2	AG139	0.000177	0.001807	0.000000	0.030341	0.010476	-0.120254
3	AG139	-0.039196	-0.063503	0.000000	-0.054132	-0.002471	0.088304
4	AG139	-0.038271	-0.073040	0.000000	0.092179	0.090013	-0.043337
5	AG139	-0.013341	-0.074307	0.000000	0.003505	-0.054883	-0.022696
6	AG139	-0.024952	0.174343	0.000000	0.009738	0.032740	-0.090799
7	AG139	-0.013001	0.435838	0.000000	-0.067537	0.002148	0.060616
8	AG139	-0.019429	0.171120	0.000000	-0.030989	0.028893	0.009017
9	AG139	-0.071669	0.078545	0.000000	-0.143837	-0.013064	-0.031918
10	AG139	0.028772	-0.247925	0.000000	-0.137291	-0.060745	0.064883
1	AG142	0.131714	0.463623	0.000000	0.246360	0.055856	-0.005335
2	AG142	0.129690	0.473504	0.000000	-0.047243	-0.009186	-0.013116
3	AG142	0.118627	0.683897	0.000000	0.078691	0.072025	0.045511
4	AG142	0.110981	0.161949	0.000000	0.115984	0.047204	-0.025414
5	AG142	0.139107	0.468730	0.000000	0.159938	0.015179	-0.051433
6	AG142	0.142051	0.145973	0.000000	0.113270	0.030589	-0.027720
7	AG142	0.160680	0.447363	0.000000	0.156671	0.045139	-0.029739
8	AG142	0.094220	0.608577	0.000000	-0.100886	-0.102633	-0.087827
9	AG142	0.165125	0.588099	0.000000	-0.055700	0.005728	-0.044240
10	AG142	0.136492	0.226228	0.000000	-0.133417	-0.062381	-0.041259
1	GD14	0.034023	-0.021913	0.000000	0.277229	-0.021164	0.072988
2	GD14	0.021025	-0.025775	0.000000	0.071433	-0.072838	0.109811
3	GD14	0.004256	-0.031492	0.000000	0.129239	-0.124409	0.012626
4	GD14	-0.032135	-0.132990	0.000000	0.113128	0.008006	0.215201
5	GD14	0.015460	-0.191972	0.000000	-0.007254	-0.051133	0.179611
6	GD14	0.040811	-0.285701	0.000000	0.215460	-0.093524	-0.010547
7	GD14	0.012427	-0.140559	0.000000	0.209886	-0.097730	0.089807
8	GD14	0.000530	-0.056962	0.000000	-0.013226	-0.086742	0.091545
9	GD14	0.045316	-0.239262	0.000000	0.142434	-0.059588	0.186548
10	GD14	-0.004581	0.167424	0.000000	0.173007	-0.022417	0.050241
1	GD15	0.020156	-0.024980	0.000000	0.044625	0.007929	-0.051070
2	GD15	-0.020884	0.108300	0.000000	0.038556	0.040959	-0.029769
3	GD15	0.020943	-0.070186	0.000000	-0.403032	0.010119	0.075220
4	GD15	0.069623	-0.154329	0.000000	-0.173071	0.011818	-0.036008
5	GD15	0.017932	0.018752	0.000000	-0.133139	0.060703	0.028826
6	GD15	0.048003	-0.087393	0.000000	-0.211812	0.067284	-0.030570
7	GD15	-0.030816	-0.087275	0.000000	0.016691	-0.007144	-0.035125
8	GD15	-0.008640	0.090332	0.000000	-0.110682	0.044785	0.000663
9	GD15	-0.031916	-0.242571	0.000000	0.011222	-0.037041	0.116375
10	GD15	0.008349	-0.438100	0.000000	-0.096282	-0.050080	0.113871
1	GD16	-0.224654	-0.018096	0.000000	-0.006363	0.002706	-0.098076
2	GD16	-0.222654	-0.183830	0.000000	-0.074103	-0.007421	-0.082893
3	GD16	-0.206010	-0.311627	0.000000	-0.084603	-0.048435	-0.027008
4	GD16	-0.258462	-0.092552	0.000000	-0.082864	0.015042	0.020730
5	GD16	-0.242311	0.219329	0.000000	-0.084434	-0.004271	-0.025348
6	GD16	-0.257178	-0.194929	0.000000	0.127547	0.069469	-0.029314
7	GD16	-0.243228	0.120022	0.000000	-0.068363	-0.031900	-0.150750
8	GD16	-0.266204	-0.302244	0.000000	0.336039	0.084698	-0.042830
9	GD16	-0.211919	-0.017846	0.000000	-0.138740	-0.012780	-0.056695
10	GD16	-0.209441	0.166916	0.000000	-0.193080	0.027878	-0.021301
