rep	id	rhoS	deltaSC	rhoC	deltaCB	rhoB
1	AG111	0.546417	0.211417	4.497469	5.305233	0.265151
2	AG111	0.610327	0.212236	4.336401	4.979894	0.203334
3	AG111	0.601367	0.231100	4.331563	5.514518	0.284186
4	AG111	0.595418	0.185482	4.452862	5.562274	0.347281
5	AG111	0.600953	0.344430	4.432865	5.944078	0.185962
6	AG111	0.615367	0.178359	4.408734	5.427444	0.202783
7	AG111	0.626453	0.194400	4.504066	5.601423	0.252609
8	AG111	0.612240	0.156573	4.547550	5.223008	0.268267
9	AG111	0.581679	0.181332	4.556549	5.330114	0.180959
10	AG111	0.566169	0.217481	4.596339	5.123589	0.262575
1	AG112	0.769350	0.311018	4.580764	5.112860	0.167737
2	AG112	0.784671	0.423783	4.451952	5.582506	0.250204
3	AG112	0.745113	0.339937	4.382053	5.010642	0.260688
4	AG112	0.818009	0.319872	4.501866	5.198393	0.269604
5	AG112	0.781169	0.355983	4.445421	5.383659	0.269517
6	AG112	0.728551	0.296886	4.557060	5.005106	0.310993
7	AG112	0.752199	0.297388	4.517681	4.871392	0.093723
8	AG112	0.731419	0.474707	4.365384	5.085883	0.239001
9	AG112	0.738580	0.394033	4.584081	5.583231	0.250165
10	AG112	0.780497	0.393685	4.583784	5.325146	0.269871
1	AG139	0.578875	0.267037	4.438601	5.369201	0.241213
2	AG139	0.531403	0.321285	4.507310	5.141871	0.251743
3	AG139	0.605742	0.398466	4.354751	5.308195	0.174603
4	AG139	0.581880	0.335624	4.549609	5.439400	0.212534
5	AG139	0.607950	0.284066	4.567129	5.460097	0.271250
6	AG139	0.596831	0.321263	4.412961	5.302082	0.112051
7	AG139	0.610461	0.344313	4.488721	5.387461	0.253983
8	AG139	0.570214	0.336685	4.531113	5.251917	0.195398
9	AG139	0.529553	0.287937	4.498981	4.972754	0.192161
10	AG139	0.581126	0.302863	4.502162	5.083056	0.198451
1	AG142	0.730602	0.582012	4.456780	5.311040	0.175730
2	AG142	0.736869	0.402100	4.569093	5.171477	0.195653
3	AG142	0.780163	0.359732	4.606084	5.556920	0.159882
4	AG142	0.777948	0.374963	4.519479	5.294621	0.136887
5	AG142	0.735519	0.498693	4.563414	5.522045	0.226958
6	AG142	0.742576	0.539139	4.444047	5.300846	0.157258
7	AG142	0.820079	0.453159	4.313298	5.054549	0.059360
8	AG142	0.760916	0.400561	4.728186	5.657430	0.357382
9	AG142	0.763921	0.530557	4.375443	5.174981	0.232341
10	AG142	0.776669	0.408232	4.400817	5.394431	0.225206
1	GD14	0.671758	0.325509	4.492484	4.804788	0.243122
2	GD14	0.632090	0.235175	4.653273	4.476243	0.000097
3	GD14	0.615240	0.210285	4.696305	4.665136	0.303137
4	GD14	0.601888	0.208795	4.610611	4.624701	0.248066
5	GD14	0.611148	0.391809	4.417586	4.985531	0.400475
6	GD14	0.610137	0.402944	4.765172	5.203560	0.211597
7	GD14	0.649807	0.331092	4.345423	5.237956	0.381525
8	GD14	0.637331	0.244394	4.740871	5.168032	0.339044
9	GD14	0.622949	0.320711	4.651479	5.059933	0.271267
10	GD14	0.630081	0.213480	4.643327	4.811068	0.304421
1	GD15	0.619422	0.296434	4.412057	5.486284	0.246580
2	GD15	0.564366	0.281772	4.461179	5.220346	0.185966
3	GD15	0.595360	0.277204	4.503078	5.122568	0.104104
4	GD15	0.576634	0.291819	4.583641	5.556283	0.308464
5	GD15	0.573379	0.255936	4.351546	5.389242	0.411544
6	GD15	0.626860	0.357113	4.556714	5.482903	0.150341
7	GD15	0.580814	0.284216	4.476770	4.929781	0.189479
8	GD15	0.591428	0.326311	4.510780	5.678795	0.253535
9	GD15	0.674017	0.247266	4.319113	5.440756	0.188900
10	GD15	0.601145	0.270552	4.358647	5.473405	0.333422
1	GD16	0.377548	0.374396	4.605420	5.442309	0.080038
2	GD16	0.386122	0.289741	4.378053	5.204802	0.236273
3	GD16	0.362855	0.299766	4.346086	5.367923	0.235423
4	GD16	0.370880	0.240948	4.274445	5.145038	0.373952
5	GD16	0.394756	0.257002	4.254966	5.235391	0.273930
6	GD16	0.431254	0.350396	4.436849	5.302532	0.254880
7	GD16	0.407278	0.265256	4.375804	6.021014	0.362100
8	GD16	0.353616	0.293654	4.365145	5.444611	0.176389
9	GD16	0.419205	0.401939	4.348406	5.738743	0.171382
10	GD16	0.396675	0.270884	4.618382	5.460308	0.179459
