rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB
1	AG111	0.613802	-0.806271	3.372811	0.000000	0.103592	0.326587
2	AG111	0.666162	-0.622615	3.372811	0.000000	0.061827	0.233946
3	AG111	0.608084	-0.684987	3.372811	0.000000	-0.003358	0.254970
4	AG111	0.633350	-0.424947	3.372811	0.000000	0.063131	0.209292
5	AG111	0.599454	-0.351002	3.372811	0.000000	0.043586	0.198028
6	AG111	0.617106	-0.008223	3.372811	0.000000	0.103322	0.203736
7	AG111	0.573712	-0.387546	3.372811	0.000000	0.044252	0.359286
8	AG111	0.589562	0.092960	3.372811	0.000000	0.008495	0.210482
9	AG111	0.598925	-0.330476	3.372811	0.000000	0.038725	0.232931
10	AG111	0.607758	-0.392927	3.372811	0.000000	0.095344	0.131848
1	AG112	0.732430	-0.190966	3.372811	0.000000	-0.094515	0.283196
2	AG112	0.743236	0.350844	3.372811	0.000000	-0.132216	0.265546
3	AG112	0.732777	0.399320	3.372811	0.000000	-0.034024	0.251234
4	AG112	0.762394	0.127857	3.372811	0.000000	-0.008650	0.264386
5	AG112	0.753050	0.146277	3.372811	0.000000	-0.065432	0.211447
6	AG112	0.732946	-0.086874	3.372811	0.000000	-0.036968	0.347731
7	AG112	0.721019	-0.243784	3.372811	0.000000	-0.138113	0.241789
8	AG112	0.730052	-0.213396	3.372811	0.000000	-0.179824	0.247751
9	AG112	0.804739	-0.257517	3.372811	0.000000	-0.007564	0.358511
10	AG112	0.812962	-0.091901	3.372811	0.000000	-0.082188	0.191600
1	AG139	0.567243	0.259785	3.372811	0.000000	-0.047510	0.172032
2	AG139	0.606165	0.244546	3.372811	0.000000	0.012563	0.130970
3	AG139	0.518653	-0.018826	3.372811	0.000000	-0.033878	0.292042
4	AG139	0.573650	0.106611	3.372811	0.000000	-0.008808	0.246056
5	AG139	0.627294	0.089600	3.372811	0.000000	0.072888	0.176020
6	AG139	0.651931	0.231254	3.372811	0.000000	0.047268	0.063551
7	AG139	0.599431	-0.001574	3.372811	0.000000	-0.069573	0.218578
8	AG139	0.536223	0.021736	3.372811	0.000000	0.054642	0.317490
9	AG139	0.563801	0.443626	3.372811	0.000000	0.021030	0.216734
10	AG139	0.599069	0.011269	3.372811	0.000000	0.116661	0.214855
1	AG142	0.772109	0.364488	3.372811	0.000000	-0.004878	0.232358
2	AG142	0.837516	0.116758	3.372811	0.000000	0.125777	0.296741
3	AG142	0.734784	0.359810	3.372811	0.000000	0.024364	0.264351
4	AG142	0.772946	0.449455	3.372811	0.000000	-0.048343	0.157434
5	AG142	0.756484	0.269047	3.372811	0.000000	0.018128	0.299259
6	AG142	0.754200	0.143545	3.372811	0.000000	0.005271	0.236517
7	AG142	0.751454	0.137181	3.372811	0.000000	-0.002775	0.210267
8	AG142	0.711750	0.615150	3.372811	0.000000	0.061930	0.273978
9	AG142	0.744291	0.266878	3.372811	0.000000	-0.077253	0.301262
10	AG142	0.710610	0.160855	3.372811	0.000000	0.020310	0.247381
1	GD14	0.610493	0.007127	3.372811	0.000000	-0.100442	0.368483
2	GD14	0.647802	-0.001445	3.372811	0.000000	-0.094781	0.293376
3	GD14	0.650184	-0.061279	3.372811	0.000000	-0.020624	0.470705
4	GD14	0.636211	0.150326	3.372811	0.000000	-0.111292	0.275867
5	GD14	0.600963	0.165400	3.372811	0.000000	-0.149137	0.217464
6	GD14	0.646818	-0.225506	3.372811	0.000000	-0.084224	0.363311
7	GD14	0.659161	-0.089104	3.372811	0.000000	-0.048420	0.353860
8	GD14	0.648814	-0.051830	3.372811	0.000000	-0.030420	0.482977
9	GD14	0.632488	0.154401	3.372811	0.000000	-0.169844	0.227310
10	GD14	0.592871	-0.083098	3.372811	0.000000	-0.084640	0.404426
1	GD15	0.597277	0.212621	3.372811	0.000000	0.214762	0.261668
2	GD15	0.643574	-0.227756	3.372811	0.000000	0.091068	0.234641
3	GD15	0.632680	0.105144	3.372811	0.000000	0.036333	0.136840
4	GD15	0.655644	0.156677	3.372811	0.000000	0.065011	0.247928
5	GD15	0.623380	-0.130768	3.372811	0.000000	0.076170	0.175914
6	GD15	0.604216	-0.308900	3.372811	0.000000	0.085266	0.309717
7	GD15	0.622594	-0.224662	3.372811	0.000000	0.068371	0.399145
8	GD15	0.556304	-0.233922	3.372811	0.000000	0.041087	0.271006
9	GD15	0.645189	-0.387748	3.372811	0.000000	0.042890	0.368787
10	GD15	0.602896	-0.188610	3.372811	0.000000	0.055026	0.253758
1	GD16	0.359485	0.105752	3.372811	0.000000	0.013804	0.179443
2	GD16	0.358765	-0.063864	3.372811	0.000000	-0.037438	0.150912
3	GD16	0.352756	0.009162	3.372811	0.000000	0.140145	0.303947
4	GD16	0.397515	-0.119135	3.372811	0.000000	0.140715	0.233609
5	GD16	0.358467	0.053006	3.372811	0.000000	0.165921	0.255554
6	GD16	0.375792	-0.151378	3.372811	0.000000	0.082112	0.234250
7	GD16	0.344441	0.071383	3.372811	0.000000	0.116278	0.195180
8	GD16	0.344079	-0.166833	3.372811	0.000000	0.027481	0.227302
9	GD16	0.383689	-0.063095	3.372811	0.000000	0.159463	0.339406
10	GD16	0.391286	-0.106060	3.372811	0.000000	0.100081	0.249738
