rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB	S0	T0
1	AG111	0.594086	-0.056374	3.052276	0.000000	-0.136911	-0.190043	22996.593497	25324.087208
2	AG111	0.581642	-0.343308	3.052276	0.000000	-0.141125	-0.190043	23564.920421	25120.525385
3	AG111	0.661025	-0.509275	3.052276	0.000000	0.042621	-0.190043	23545.374357	25561.650206
4	AG111	0.618115	-0.126066	3.052276	0.000000	-0.101092	-0.190043	23050.019266	24936.763558
5	AG111	0.643687	-0.000948	3.052276	0.000000	-0.006493	-0.190043	23393.129374	25280.010157
6	AG111	0.587909	0.139483	3.052276	0.000000	-0.011999	-0.190043	23574.794623	25449.299129
7	AG111	0.586383	-0.331281	3.052276	0.000000	-0.156165	-0.190043	24137.348947	25720.946861
8	AG111	0.621597	-0.257131	3.052276	0.000000	0.029220	-0.190043	23077.250304	25391.298439
9	AG111	0.597713	-0.283062	3.052276	0.000000	-0.171310	-0.190043	24129.098000	26046.616715
10	AG111	0.629127	-0.313794	3.052276	0.000000	-0.202519	-0.190043	23107.744903	24740.826214
1	AG112	0.760815	0.084856	3.052276	0.000000	-0.197856	-0.190043	23934.917804	25033.349825
2	AG112	0.766652	-0.018660	3.052276	0.000000	-0.198177	-0.190043	23884.064290	25195.561955
3	AG112	0.808851	0.087975	3.052276	0.000000	-0.249421	-0.190043	23565.159257	24821.950999
4	AG112	0.810366	0.155504	3.052276	0.000000	-0.177048	-0.190043	23195.431415	24938.381385
5	AG112	0.748075	0.057794	3.052276	0.000000	-0.225955	-0.190043	24362.525865	26176.361736
6	AG112	0.837814	0.236872	3.052276	0.000000	-0.123539	-0.190043	24090.299362	25160.081751
7	AG112	0.806318	-0.016845	3.052276	0.000000	-0.150499	-0.190043	22387.105058	24901.641159
8	AG112	0.760064	0.250380	3.052276	0.000000	-0.200676	-0.190043	23081.485098	25387.267129
9	AG112	0.741403	-0.008682	3.052276	0.000000	-0.299798	-0.190043	23467.530263	24584.261493
10	AG112	0.789956	0.368212	3.052276	0.000000	-0.172445	-0.190043	23431.712291	24736.106086
1	AG139	0.560885	0.154620	3.052276	0.000000	-0.141613	-0.190043	22938.399961	25069.215902
2	AG139	0.622609	0.166092	3.052276	0.000000	-0.170540	-0.190043	23652.350805	25390.313416
3	AG139	0.613683	0.365237	3.052276	0.000000	-0.135657	-0.190043	23754.429166	24429.750026
4	AG139	0.587716	0.156885	3.052276	0.000000	-0.189764	-0.190043	23070.618333	25417.405773
5	AG139	0.597367	-0.181590	3.052276	0.000000	-0.183751	-0.190043	23463.569145	24986.468331
6	AG139	0.555228	0.479326	3.052276	0.000000	-0.165574	-0.190043	23428.460677	24339.026445
7	AG139	0.566395	0.049757	3.052276	0.000000	-0.161484	-0.190043	23003.271286	24947.234835
8	AG139	0.562607	-0.115641	3.052276	0.000000	-0.179903	-0.190043	22888.742514	25177.607798
9	AG139	0.647946	0.112440	3.052276	0.000000	-0.132071	-0.190043	23034.542246	24933.689161
10	AG139	0.572895	0.365145	3.052276	0.000000	-0.091885	-0.190043	24005.960508	25107.042371
1	AG142	0.788775	0.597951	3.052276	0.000000	-0.225483	-0.190043	23406.477098	25527.150648
2	AG142	0.742217	0.812110	3.052276	0.000000	-0.115218	-0.190043	23455.904736	25779.194202
3	AG142	0.770953	0.719634	3.052276	0.000000	-0.124299	-0.190043	22857.913267	25667.562418
4	AG142	0.798341	0.485239	3.052276	0.000000	-0.173572	-0.190043	22572.033058	25277.298644
5	AG142	0.774611	0.505889	3.052276	0.000000	-0.149267	-0.190043	23051.825174	25399.238740
6	AG142	0.786530	0.962916	3.052276	0.000000	-0.190590	-0.190043	22889.834364	25108.787210
7	AG142	0.774174	0.550251	3.052276	0.000000	-0.146336	-0.190043	23871.244845	25077.924764
8	AG142	0.710395	0.497457	3.052276	0.000000	-0.196161	-0.190043	24505.580184	24548.418954
9	AG142	0.744435	0.262314	3.052276	0.000000	-0.163403	-0.190043	23594.377480	25426.058248
10	AG142	0.781344	0.228342	3.052276	0.000000	-0.101696	-0.190043	23839.374607	25552.705410
1	GD14	0.607563	0.132625	3.052276	0.000000	-0.340243	-0.190043	23944.718850	24266.602887
2	GD14	0.604852	0.037025	3.052276	0.000000	-0.267546	-0.190043	23699.668328	25536.737416
3	GD14	0.592650	0.087978	3.052276	0.000000	-0.289632	-0.190043	23508.152805	24853.978889
4	GD14	0.671452	-0.214318	3.052276	0.000000	-0.280130	-0.190043	23554.051332	25571.166353
5	GD14	0.607661	0.047908	3.052276	0.000000	-0.319029	-0.190043	23372.815270	24432.941822
6	GD14	0.625560	-0.015069	3.052276	0.000000	-0.270356	-0.190043	23251.152763	25354.825802
7	GD14	0.632450	0.091451	3.052276	0.000000	-0.283763	-0.190043	23289.416425	24705.474878
8	GD14	0.632555	-0.121744	3.052276	0.000000	-0.334205	-0.190043	22918.739558	25308.303935
9	GD14	0.595624	0.056517	3.052276	0.000000	-0.397385	-0.190043	23300.911495	25382.413100
10	GD14	0.627230	0.017796	3.052276	0.000000	-0.282401	-0.190043	22905.074968	24774.266841
1	GD15	0.609830	0.347905	3.052276	0.000000	-0.110913	-0.190043	23669.366803	25205.606949
2	GD15	0.646501	0.231036	3.052276	0.000000	-0.123447	-0.190043	24225.078039	25270.707651
3	GD15	0.566880	-0.198813	3.052276	0.000000	-0.159996	-0.190043	23210.113633	25009.475212
4	GD15	0.594951	0.035570	3.052276	0.000000	-0.144190	-0.190043	23555.032785	24814.941581
5	GD15	0.630065	-0.087041	3.052276	0.000000	-0.185743	-0.190043	23799.515687	25168.254019
6	GD15	0.596727	0.067412	3.052276	0.000000	-0.106124	-0.190043	23593.874366	25214.300165
7	GD15	0.617175	0.177888	3.052276	0.000000	-0.132602	-0.190043	23754.256867	25208.248884
8	GD15	0.624457	0.072316	3.052276	0.000000	-0.141284	-0.190043	22668.010101	24891.192055
9	GD15	0.634592	0.095164	3.052276	0.000000	-0.163493	-0.190043	23281.613965	25592.360473
10	GD15	0.605609	0.349586	3.052276	0.000000	-0.151909	-0.190043	22721.223378	24536.719774
1	GD16	0.395104	0.088744	3.052276	0.000000	-0.128857	-0.190043	23788.619117	25084.146106
2	GD16	0.376657	-0.087635	3.052276	0.000000	-0.161961	-0.190043	22524.920819	25389.445224
3	GD16	0.401205	0.093555	3.052276	0.000000	-0.055876	-0.190043	22681.099146	25146.419415
4	GD16	0.418290	-0.094862	3.052276	0.000000	-0.130748	-0.190043	22368.339245	24844.562641
