rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB	eta_S0	eta_T0
1	AG111	-0.038519	-0.056374	0.000000	0.000000	-0.136911	0.000000	-0.019661	0.004019
2	AG111	-0.050962	-0.343308	0.000000	0.000000	-0.141125	0.000000	0.004752	-0.004051
3	AG111	0.028420	-0.509275	0.000000	0.000000	0.042621	0.000000	0.003922	0.013357
4	AG111	-0.014490	-0.126066	0.000000	0.000000	-0.101092	0.000000	-0.017341	-0.011393
5	AG111	0.011083	-0.000948	0.000000	0.000000	-0.006493	0.000000	-0.002565	0.002277
6	AG111	-0.044695	0.139483	0.000000	0.000000	-0.011999	0.000000	0.005171	0.008952
7	AG111	-0.046222	-0.331281	0.000000	0.000000	-0.156165	0.000000	0.028753	0.019569
8	AG111	-0.011008	-0.257131	0.000000	0.000000	0.029220	0.000000	-0.016160	0.006670
9	AG111	-0.034891	-0.283062	0.000000	0.000000	-0.171310	0.000000	0.028411	0.032151
10	AG111	-0.003478	-0.313794	0.000000	0.000000	-0.202519	0.000000	-0.014839	-0.019282
1	AG112	0.128210	0.084856	0.000000	0.000000	-0.197856	0.000000	0.020331	-0.007528
2	AG112	0.134048	-0.018660	0.000000	0.000000	-0.198177	0.000000	0.018204	-0.001069
3	AG112	0.176246	0.087975	0.000000	0.000000	-0.249421	0.000000	0.004762	-0.016008
4	AG112	0.177761	0.155504	0.000000	0.000000	-0.177048	0.000000	-0.011052	-0.011329
5	AG112	0.115470	0.057794	0.000000	0.000000	-0.225955	0.000000	0.038039	0.037120
6	AG112	0.205210	0.236872	0.000000	0.000000	-0.123539	0.000000	0.026802	-0.002478
7	AG112	0.173714	-0.016845	0.000000	0.000000	-0.150499	0.000000	-0.046522	-0.012803
8	AG112	0.127460	0.250380	0.000000	0.000000	-0.200676	0.000000	-0.015976	0.006511
9	AG112	0.108799	-0.008682	0.000000	0.000000	-0.299798	0.000000	0.000611	-0.025630
10	AG112	0.157352	0.368212	0.000000	0.000000	-0.172445	0.000000	-0.000917	-0.019473
1	AG139	-0.071719	0.154620	0.000000	0.000000	-0.141613	0.000000	-0.022195	-0.006096
2	AG139	-0.009995	0.166092	0.000000	0.000000	-0.170540	0.000000	0.008455	0.006631
3	AG139	-0.018921	0.365237	0.000000	0.000000	-0.135657	0.000000	0.012762	-0.031935
4	AG139	-0.044888	0.156885	0.000000	0.000000	-0.189764	0.000000	-0.016447	0.007698
5	AG139	-0.035237	-0.181590	0.000000	0.000000	-0.183751	0.000000	0.000442	-0.009402
6	AG139	-0.077376	0.479326	0.000000	0.000000	-0.165574	0.000000	-0.001056	-0.035655
7	AG139	-0.066209	0.049757	0.000000	0.000000	-0.161484	0.000000	-0.019371	-0.010974
8	AG139	-0.069998	-0.115641	0.000000	0.000000	-0.179903	0.000000	-0.024362	-0.001782
9	AG139	0.015342	0.112440	0.000000	0.000000	-0.132071	0.000000	-0.018012	-0.011517
