parameter	value	se_sa	rse_sa
rhoS_pop	0.61339356883933260	0.04628761029460918	7.54615187475716453
eta_deltaSC_pop	0.00000000000000000		
rhoC_pop	3.35906244513568808	nan	nan
eta_rhoC_pop	0.00000000000000000		
eta_deltaCB_pop	0.00000000000000000		
rhoB_pop	0.26157614665927165	0.06958391614017805	26.60178193955042403
omega_rhoS	0.11902824601771786	0.03352752134684773	28.16770175867080894
omega_deltaSC	0.26134119340380763	0.14807238743609785	56.65864822439450421
omega_deltaCB	0.04884265435113719	0.15151814367064606	310.21684976692569080
omega_rhoB	0.12399542834660211	0.18276665111828366	147.39789487028460258
b1	0.16372261352275577	0.02158185297417595	13.18196216747803895
b2	0.17834416449777338	0.02342190870372495	13.13298294322232707
b3	0.27209228949404024	0.04733107048899277	17.39522666261716211
