rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB
1	AG111	-0.044926	-0.025135	0.000000	0.000000	0.000000	0.000000
2	AG111	-0.004119	0.002486	0.000000	0.000000	0.000000	0.000000
3	AG111	-0.076058	0.048601	0.000000	0.000000	0.000000	0.000000
4	AG111	-0.027469	-0.048329	0.000000	0.000000	0.000000	0.000000
5	AG111	-0.005664	-0.014923	0.000000	0.000000	0.000000	0.000000
6	AG111	-0.005823	-0.044063	0.000000	0.000000	0.000000	0.000000
7	AG111	-0.027800	0.015122	0.000000	0.000000	0.000000	0.000000
8	AG111	0.019823	-0.026246	0.000000	0.000000	0.000000	0.000000
9	AG111	0.002053	0.016429	0.000000	0.000000	0.000000	0.000000
10	AG111	-0.040253	0.029820	0.000000	0.000000	0.000000	0.000000
1	AG112	0.154600	-0.031221	0.000000	0.000000	0.000000	0.000000
2	AG112	0.127079	-0.044558	0.000000	0.000000	0.000000	0.000000
3	AG112	0.211911	0.043304	0.000000	0.000000	0.000000	0.000000
4	AG112	0.164100	-0.069983	0.000000	0.000000	0.000000	0.000000
5	AG112	0.088249	-0.033050	0.000000	0.000000	0.000000	0.000000
6	AG112	0.112704	-0.015191	0.000000	0.000000	0.000000	0.000000
7	AG112	0.092896	-0.017319	0.000000	0.000000	0.000000	0.000000
8	AG112	0.119511	-0.067729	0.000000	0.000000	0.000000	0.000000
9	AG112	0.168086	-0.011473	0.000000	0.000000	0.000000	0.000000
10	AG112	0.111658	0.004984	0.000000	0.000000	0.000000	0.000000
1	AG139	-0.021644	-0.046981	0.000000	0.000000	0.000000	0.000000
2	AG139	-0.009585	-0.024492	0.000000	0.000000	0.000000	0.000000
3	AG139	-0.030696	0.064349	0.000000	0.000000	0.000000	0.000000
4	AG139	-0.028085	0.050637	0.000000	0.000000	0.000000	0.000000
5	AG139	-0.043770	0.020226	0.000000	0.000000	0.000000	0.000000
6	AG139	-0.050822	0.033512	0.000000	0.000000	0.000000	0.000000
7	AG139	-0.076407	0.021820	0.000000	0.000000	0.000000	0.000000
8	AG139	-0.016399	0.069587	0.000000	0.000000	0.000000	0.000000
9	AG139	-0.048571	-0.000650	0.000000	0.000000	0.000000	0.000000
10	AG139	-0.037318	-0.036242	0.000000	0.000000	0.000000	0.000000
1	AG142	0.106046	0.032435	0.000000	0.000000	0.000000	0.000000
2	AG142	0.094680	0.017839	0.000000	0.000000	0.000000	0.000000
3	AG142	0.165604	0.012809	0.000000	0.000000	0.000000	0.000000
4	AG142	0.153574	-0.068548	0.000000	0.000000	0.000000	0.000000
5	AG142	0.167022	0.132557	0.000000	0.000000	0.000000	0.000000
6	AG142	0.134341	0.014630	0.000000	0.000000	0.000000	0.000000
7	AG142	0.094574	0.053743	0.000000	0.000000	0.000000	0.000000
8	AG142	0.183186	0.033459	0.000000	0.000000	0.000000	0.000000
9	AG142	0.118095	0.045244	0.000000	0.000000	0.000000	0.000000
10	AG142	0.170184	0.011376	0.000000	0.000000	0.000000	0.000000
1	GD14	0.051262	0.003831	0.000000	0.000000	0.000000	0.000000
2	GD14	0.073590	-0.008035	0.000000	0.000000	0.000000	0.000000
3	GD14	0.077785	-0.051536	0.000000	0.000000	0.000000	0.000000
4	GD14	0.067728	0.025553	0.000000	0.000000	0.000000	0.000000
5	GD14	0.023171	0.059593	0.000000	0.000000	0.000000	0.000000
6	GD14	0.086558	0.041456	0.000000	0.000000	0.000000	0.000000
7	GD14	0.013699	0.035262	0.000000	0.000000	0.000000	0.000000
8	GD14	0.069046	0.024236	0.000000	0.000000	0.000000	0.000000
9	GD14	0.095928	-0.066409	0.000000	0.000000	0.000000	0.000000
10	GD14	0.035105	-0.019573	0.000000	0.000000	0.000000	0.000000
1	GD15	-0.014468	-0.049098	0.000000	0.000000	0.000000	0.000000
2	GD15	-0.027519	-0.069973	0.000000	0.000000	0.000000	0.000000
3	GD15	-0.019982	-0.026836	0.000000	0.000000	0.000000	0.000000
4	GD15	-0.019651	0.079940	0.000000	0.000000	0.000000	0.000000
5	GD15	0.002147	0.040001	0.000000	0.000000	0.000000	0.000000
6	GD15	0.008180	-0.015819	0.000000	0.000000	0.000000	0.000000
7	GD15	0.000175	0.000880	0.000000	0.000000	0.000000	0.000000
8	GD15	-0.024849	-0.084158	0.000000	0.000000	0.000000	0.000000
9	GD15	-0.077225	-0.041137	0.000000	0.000000	0.000000	0.000000
10	GD15	0.045659	0.026304	0.000000	0.000000	0.000000	0.000000
1	GD16	-0.208858	0.015607	0.000000	0.000000	0.000000	0.000000
2	GD16	-0.267058	-0.017430	0.000000	0.000000	0.000000	0.000000
3	GD16	-0.275875	-0.065085	0.000000	0.000000	0.000000	0.000000
4	GD16	-0.277093	0.052214	0.000000	0.000000	0.000000	0.000000
5	GD16	-0.201688	-0.035935	0.000000	0.000000	0.000000	0.000000
6	GD16	-0.192798	0.086248	0.000000	0.000000	0.000000	0.000000
7	GD16	-0.242286	-0.064894	0.000000	0.000000	0.000000	0.000000
8	GD16	-0.232259	0.023941	0.000000	0.000000	0.000000	0.000000
9	GD16	-0.176972	0.071940	0.000000	0.000000	0.000000	0.000000
10	GD16	-0.275325	0.006235	0.000000	0.000000	0.000000	0.000000
