rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB
1	AG111	0.571408	-0.420014	3.252029	0.000000	0.007250	0.238770
2	AG111	0.599263	-0.689674	3.252029	0.000000	0.180159	0.297621
3	AG111	0.600260	-0.443700	3.252029	0.000000	0.022981	0.242430
4	AG111	0.588869	-0.223653	3.252029	0.000000	0.095347	0.201131
5	AG111	0.588619	-0.306717	3.252029	0.000000	0.074188	0.219612
6	AG111	0.622803	-0.410634	3.252029	0.000000	0.210196	0.293349
7	AG111	0.639671	-0.495272	3.252029	0.000000	0.023361	0.234036
8	AG111	0.624397	-0.427951	3.252029	0.000000	0.032613	0.229456
9	AG111	0.581995	-0.341921	3.252029	0.000000	-0.008589	0.273579
10	AG111	0.570698	-0.430101	3.252029	0.000000	0.032030	0.284151
1	AG112	0.754995	-0.213363	3.252029	0.000000	-0.135849	0.233577
2	AG112	0.759738	0.039455	3.252029	0.000000	-0.095808	0.246917
3	AG112	0.727391	0.056632	3.252029	0.000000	0.008827	0.285448
4	AG112	0.751475	0.152757	3.252029	0.000000	-0.011369	0.253846
5	AG112	0.732297	0.099568	3.252029	0.000000	-0.021728	0.302006
6	AG112	0.802862	-0.093139	3.252029	0.000000	0.049976	0.279136
7	AG112	0.784706	0.203954	3.252029	0.000000	0.004094	0.267441
8	AG112	0.760039	0.204803	3.252029	0.000000	-0.018754	0.316070
9	AG112	0.686801	0.007341	3.252029	0.000000	-0.061320	0.282887
10	AG112	0.730731	0.094782	3.252029	0.000000	-0.066458	0.299238
1	AG139	0.593926	0.039188	3.252029	0.000000	0.011393	0.211681
2	AG139	0.547283	-0.088801	3.252029	0.000000	-0.050639	0.283042
3	AG139	0.535357	-0.056611	3.252029	0.000000	-0.092554	0.237374
4	AG139	0.601038	-0.138499	3.252029	0.000000	-0.010069	0.261771
5	AG139	0.558543	0.115157	3.252029	0.000000	-0.055295	0.158767
6	AG139	0.613549	0.065899	3.252029	0.000000	-0.012455	0.244304
7	AG139	0.566609	0.036522	3.252029	0.000000	0.031568	0.202489
8	AG139	0.563810	0.214384	3.252029	0.000000	0.008901	0.198863
9	AG139	0.604694	-0.118615	3.252029	0.000000	-0.008649	0.286204
10	AG139	0.557687	-0.007525	3.252029	0.000000	0.029664	0.245171
1	AG142	0.781300	0.570397	3.252029	0.000000	0.021905	0.232101
2	AG142	0.787578	0.321134	3.252029	0.000000	0.005043	0.226793
3	AG142	0.725137	0.342311	3.252029	0.000000	-0.103721	0.220465
4	AG142	0.783589	0.386158	3.252029	0.000000	0.017323	0.215027
5	AG142	0.732104	0.436511	3.252029	0.000000	-0.117894	0.165695
6	AG142	0.791126	0.228814	3.252029	0.000000	0.100823	0.283286
7	AG142	0.714749	0.430819	3.252029	0.000000	0.000749	0.251497
8	AG142	0.748292	0.479386	3.252029	0.000000	0.108091	0.257790
9	AG142	0.749536	0.368639	3.252029	0.000000	0.017592	0.264732
10	AG142	0.726941	0.387897	3.252029	0.000000	0.017424	0.239480
1	GD14	0.631841	-0.508477	3.252029	0.000000	-0.288462	0.168248
2	GD14	0.676392	0.262689	3.252029	0.000000	-0.013535	0.372811
3	GD14	0.626641	-0.145685	3.252029	0.000000	-0.138783	0.281269
4	GD14	0.644384	0.238444	3.252029	0.000000	-0.120238	0.319370
5	GD14	0.633157	0.017829	3.252029	0.000000	-0.079171	0.318104
6	GD14	0.605716	-0.167867	3.252029	0.000000	-0.160147	0.244879
7	GD14	0.674233	0.120263	3.252029	0.000000	-0.172797	0.232141
8	GD14	0.590641	0.028147	3.252029	0.000000	-0.198155	0.256983
9	GD14	0.596415	0.005756	3.252029	0.000000	-0.163958	0.246583
10	GD14	0.655764	-0.375854	3.252029	0.000000	-0.232724	0.258267
1	GD15	0.635685	0.034522	3.252029	0.000000	0.147363	0.290598
2	GD15	0.614017	-0.056171	3.252029	0.000000	0.087501	0.229363
3	GD15	0.583509	0.059899	3.252029	0.000000	0.064499	0.298278
4	GD15	0.616732	0.063715	3.252029	0.000000	0.085542	0.250249
5	GD15	0.582594	-0.154577	3.252029	0.000000	-0.009325	0.284377
6	GD15	0.604817	0.023219	3.252029	0.000000	0.045690	0.259285
7	GD15	0.593947	-0.074901	3.252029	0.000000	0.066003	0.253538
8	GD15	0.632709	-0.049954	3.252029	0.000000	0.118494	0.308921
9	GD15	0.573459	-0.027721	3.252029	0.000000	0.047707	0.279430
10	GD15	0.592520	-0.155307	3.252029	0.000000	0.023877	0.293894
1	GD16	0.384853	0.074804	3.252029	0.000000	0.055409	0.278146
2	GD16	0.414648	0.038123	3.252029	0.000000	0.083971	0.203976
3	GD16	0.391183	0.045850	3.252029	0.000000	0.076632	0.324907
4	GD16	0.404102	-0.045066	3.252029	0.000000	0.010862	0.274672
5	GD16	0.398266	-0.149765	3.252029	0.000000	0.095290	0.277823
6	GD16	0.381480	0.269891	3.252029	0.000000	0.123363	0.260080
7	GD16	0.343113	0.326722	3.252029	0.000000	0.132111	0.260618
8	GD16	0.369289	-0.042135	3.252029	0.000000	-0.005854	0.231751
9	GD16	0.412625	0.101802	3.252029	0.000000	0.089619	0.235071
10	GD16	0.387912	0.133062	3.252029	0.000000	0.151431	0.255264
