rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB
1	AG111	0.624335	-0.454959	3.609172	0.000000	0.024883	0.232702
2	AG111	0.625025	-0.240035	3.609172	0.000000	0.067252	0.232702
3	AG111	0.606961	0.049721	3.609172	0.000000	0.065478	0.232702
4	AG111	0.588677	-0.414519	3.609172	0.000000	0.027412	0.232702
5	AG111	0.610879	-0.273866	3.609172	0.000000	0.031437	0.232702
6	AG111	0.639433	-0.097465	3.609172	0.000000	0.037749	0.232702
7	AG111	0.603052	-0.472578	3.609172	0.000000	0.150891	0.232702
8	AG111	0.625536	-0.624198	3.609172	0.000000	0.073844	0.232702
9	AG111	0.601149	-0.388276	3.609172	0.000000	0.022888	0.232702
10	AG111	0.613595	-0.357178	3.609172	0.000000	0.065817	0.232702
1	AG112	0.721028	0.310429	3.609172	0.000000	-0.061618	0.232702
2	AG112	0.708521	0.458303	3.609172	0.000000	-0.078077	0.232702
3	AG112	0.789854	-0.191954	3.609172	0.000000	-0.060858	0.232702
4	AG112	0.691813	0.254661	3.609172	0.000000	-0.071621	0.232702
5	AG112	0.768980	0.048761	3.609172	0.000000	0.013692	0.232702
6	AG112	0.710432	0.058856	3.609172	0.000000	-0.116276	0.232702
7	AG112	0.832370	0.013443	3.609172	0.000000	0.002302	0.232702
8	AG112	0.749509	0.038194	3.609172	0.000000	-0.059102	0.232702
9	AG112	0.739518	0.074489	3.609172	0.000000	-0.080684	0.232702
10	AG112	0.775343	0.268785	3.609172	0.000000	-0.011661	0.232702
1	AG139	0.575007	-0.004802	3.609172	0.000000	0.061354	0.232702
2	AG139	0.550628	0.201343	3.609172	0.000000	0.038843	0.232702
3	AG139	0.572542	0.017092	3.609172	0.000000	-0.044640	0.232702
4	AG139	0.596331	0.491241	3.609172	0.000000	0.014637	0.232702
5	AG139	0.516815	0.191561	3.609172	0.000000	0.020068	0.232702
6	AG139	0.654627	0.365050	3.609172	0.000000	0.068121	0.232702
7	AG139	0.600161	0.217197	3.609172	0.000000	0.075610	0.232702
8	AG139	0.555118	0.226118	3.609172	0.000000	0.034142	0.232702
9	AG139	0.579564	0.146720	3.609172	0.000000	-0.003400	0.232702
10	AG139	0.596609	0.061835	3.609172	0.000000	-0.052817	0.232702
1	AG142	0.810103	0.411607	3.609172	0.000000	-0.019986	0.232702
2	AG142	0.760838	0.525840	3.609172	0.000000	0.000773	0.232702
3	AG142	0.768476	0.262014	3.609172	0.000000	-0.047912	0.232702
4	AG142	0.731629	0.224924	3.609172	0.000000	0.074958	0.232702
5	AG142	0.789250	0.438007	3.609172	0.000000	0.037836	0.232702
6	AG142	0.737104	0.270511	3.609172	0.000000	-0.000227	0.232702
7	AG142	0.763646	0.358866	3.609172	0.000000	0.033398	0.232702
8	AG142	0.773263	0.305680	3.609172	0.000000	-0.015598	0.232702
9	AG142	0.749272	0.205278	3.609172	0.000000	-0.002475	0.232702
10	AG142	0.752657	0.364820	3.609172	0.000000	-0.022896	0.232702
1	GD14	0.639833	-0.286223	3.609172	0.000000	-0.149264	0.232702
2	GD14	0.660837	0.017447	3.609172	0.000000	-0.100376	0.232702
3	GD14	0.609390	-0.036489	3.609172	0.000000	-0.147442	0.232702
4	GD14	0.678802	0.127875	3.609172	0.000000	-0.086837	0.232702
5	GD14	0.674660	0.080627	3.609172	0.000000	-0.169595	0.232702
6	GD14	0.627049	0.067340	3.609172	0.000000	-0.163033	0.232702
7	GD14	0.602834	0.002854	3.609172	0.000000	-0.154218	0.232702
8	GD14	0.624193	0.050811	3.609172	0.000000	-0.223831	0.232702
9	GD14	0.638243	-0.142946	3.609172	0.000000	-0.141406	0.232702
10	GD14	0.579906	0.078270	3.609172	0.000000	-0.133274	0.232702
1	GD15	0.633239	-0.184274	3.609172	0.000000	0.059372	0.232702
2	GD15	0.640945	-0.170082	3.609172	0.000000	-0.007166	0.232702
3	GD15	0.587457	-0.070988	3.609172	0.000000	-0.010131	0.232702
4	GD15	0.647025	-0.296554	3.609172	0.000000	0.053736	0.232702
5	GD15	0.603651	-0.029715	3.609172	0.000000	0.087604	0.232702
6	GD15	0.599340	-0.154982	3.609172	0.000000	-0.027096	0.232702
7	GD15	0.617552	-0.082950	3.609172	0.000000	0.029676	0.232702
8	GD15	0.603926	-0.152361	3.609172	0.000000	0.008558	0.232702
9	GD15	0.592793	-0.028778	3.609172	0.000000	0.035070	0.232702
10	GD15	0.596364	-0.040149	3.609172	0.000000	0.082736	0.232702
1	GD16	0.376403	-0.235272	3.609172	0.000000	-0.065182	0.232702
2	GD16	0.443005	0.167581	3.609172	0.000000	0.072104	0.232702
3	GD16	0.399628	-0.063935	3.609172	0.000000	0.119699	0.232702
4	GD16	0.362053	-0.013961	3.609172	0.000000	0.014417	0.232702
5	GD16	0.417285	-0.039004	3.609172	0.000000	0.115505	0.232702
6	GD16	0.360538	0.130652	3.609172	0.000000	0.166543	0.232702
7	GD16	0.416128	0.373596	3.609172	0.000000	0.136734	0.232702
8	GD16	0.370446	-0.097702	3.609172	0.000000	0.052468	0.232702
9	GD16	0.394683	-0.164934	3.609172	0.000000	0.025253	0.232702
10	GD16	0.359683	-0.231254	3.609172	0.000000	-0.060500	0.232702
