parameter	value	se_sa	rse_sa
rhoS_pop	0.61909168087722499	0.04658837792761720	7.52527927068953151
eta_deltaSC_pop	0.00000000000000000		
rhoC_pop	2.66340304762274416	0.58821784974440294	22.08519849331195317
eta_rhoC_pop	0.00000000000000000		
eta_deltaCB_pop	0.00000000000000000		
rhoB_pop	0.83470591473797251	0.04726558186943199	5.66254306275874608
omega_rhoS	0.11949358027103342	0.03385810950172522	28.33466820973043099
omega_deltaSC	0.31793728923445075	0.20466262760604534	64.37201125380566680
omega_rhoC	198231271573935423488.00000000000000000	nan	nan
omega_deltaCB	297.09380701138621816	130.43763628605415761	43.90452887530405235
omega_rhoB	0.06978658788110702	0.05006863568459617	71.74535566905258577
b1	0.16365593704215362	0.02144626431893491	13.10448292102650569
b2	0.31226163771929710	0.04201913036507086	13.45638570013628410
b3	0.32380380348576543	0.05523814222463610	17.05913940169772758
