parameter	value	se_sa	rse_sa
rhoS_pop	0.61275509889292945	0.04605515793063739	7.51607910139722701
eta_deltaSC_pop	0.00000000000000000		
rhoC_pop	3.76122240677259478	nan	nan
eta_rhoC_pop	0.00000000000000000		
eta_deltaCB_pop	0.00000000000000000		
rhoB_pop	0.26195112219310029	nan	nan
omega_rhoS	0.11847246649629667	0.03325891551928350	28.07311817072968196
omega_deltaSC	0.25481824535549447	0.16286109472470348	63.91265056295224412
omega_deltaCB	0.08510478815931587	0.03372281327668230	39.62504813895230882
b1	0.16437036657262721	0.02173491333824773	13.22313370192803816
b2	0.17802789848857573	0.02318810229844017	13.02498231754849201
b3	0.27949225337954642	0.05050063781546215	18.06870752402679869
