rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB
1	AG111	-0.005344	-0.065135	0.000000	0.000000	-0.454274	-0.299481
2	AG111	-0.009388	-0.043246	0.000000	0.000000	-0.217328	-0.414808
3	AG111	-0.028482	0.187625	0.000000	0.000000	0.570892	-0.097564
4	AG111	-0.029641	0.141337	0.000000	0.000000	-0.243739	0.016345
5	AG111	-0.019566	-0.060234	0.000000	0.000000	-0.433711	-0.038163
6	AG111	0.005853	-0.020107	0.000000	0.000000	-0.523206	-0.418816
7	AG111	-0.036962	-0.107568	0.000000	0.000000	-0.242515	-0.174694
8	AG111	-0.036518	0.063914	0.000000	0.000000	-0.559043	-0.404268
9	AG111	-0.024703	0.084084	0.000000	0.000000	-0.333776	-0.133275
10	AG111	0.013155	-0.112222	0.000000	0.000000	-0.164376	-0.220876
1	AG112	0.183469	0.029264	0.000000	0.000000	-0.140630	0.222710
2	AG112	0.079552	0.008907	0.000000	0.000000	-0.030509	0.148884
3	AG112	0.165425	0.005537	0.000000	0.000000	0.596264	0.090390
4	AG112	0.147905	-0.088771	0.000000	0.000000	0.115851	0.170455
5	AG112	0.101609	-0.126546	0.000000	0.000000	0.234786	0.156151
6	AG112	0.135535	-0.090828	0.000000	0.000000	0.104023	0.178398
7	AG112	0.087334	0.034786	0.000000	0.000000	0.151838	0.227921
8	AG112	0.108564	0.109855	0.000000	0.000000	-0.581201	0.392889
9	AG112	0.111861	-0.161050	0.000000	0.000000	0.361923	0.191490
10	AG112	0.175522	0.117661	0.000000	0.000000	0.468663	0.196352
1	AG139	-0.049711	-0.040570	0.000000	0.000000	0.428283	-0.026497
2	AG139	-0.021811	0.080218	0.000000	0.000000	0.465427	0.101378
3	AG139	-0.072520	0.046159	0.000000	0.000000	0.132626	0.023457
4	AG139	-0.003135	0.027523	0.000000	0.000000	0.308732	-0.052792
5	AG139	-0.029978	0.068066	0.000000	0.000000	-0.001586	0.020621
6	AG139	0.004831	0.139987	0.000000	0.000000	0.408153	-0.029219
7	AG139	-0.082457	-0.021655	0.000000	0.000000	0.597067	0.017305
8	AG139	-0.050508	0.003740	0.000000	0.000000	0.193614	-0.009297
9	AG139	0.010946	0.008087	0.000000	0.000000	0.492787	-0.071404
10	AG139	-0.011748	0.065527	0.000000	0.000000	0.111234	0.076595
1	AG142	0.143535	-0.039029	0.000000	0.000000	1.045554	0.031542
2	AG142	0.156636	0.163866	0.000000	0.000000	0.764862	0.134349
3	AG142	0.187136	0.007649	0.000000	0.000000	0.512204	0.005653
4	AG142	0.104606	0.174677	0.000000	0.000000	0.577355	0.045918
5	AG142	0.155419	-0.012177	0.000000	0.000000	1.045397	0.067618
6	AG142	0.159969	-0.025985	0.000000	0.000000	0.960049	0.110137
7	AG142	0.151425	0.077041	0.000000	0.000000	0.396983	0.103905
8	AG142	0.162768	-0.068925	0.000000	0.000000	0.858182	0.103733
9	AG142	0.177356	-0.062433	0.000000	0.000000	0.530570	0.058300
10	AG142	0.158012	0.147036	0.000000	0.000000	1.075704	0.063919
1	GD14	0.025377	-0.021076	0.000000	0.000000	0.397947	0.199712
2	GD14	-0.007720	0.218142	0.000000	0.000000	-0.449985	0.325931
3	GD14	0.015782	0.105266	0.000000	0.000000	-0.246378	0.069966
4	GD14	-0.009572	-0.129752	0.000000	0.000000	0.338374	0.255827
5	GD14	0.017369	0.165595	0.000000	0.000000	-0.219021	0.271301
6	GD14	-0.015217	0.050834	0.000000	0.000000	0.180911	0.227726
7	GD14	0.004505	0.318753	0.000000	0.000000	0.076287	0.154368
8	GD14	0.002407	0.117116	0.000000	0.000000	-0.264094	0.279765
9	GD14	0.016465	0.142776	0.000000	0.000000	-0.091265	0.183902
10	GD14	0.028591	0.015873	0.000000	0.000000	0.260081	0.109590
1	GD15	0.022491	-0.033741	0.000000	0.000000	0.007934	0.049351
2	GD15	0.015004	0.173917	0.000000	0.000000	0.696847	-0.062116
3	GD15	0.017248	-0.102803	0.000000	0.000000	0.771148	-0.041192
4	GD15	-0.023575	-0.106797	0.000000	0.000000	0.229214	-0.053167
5	GD15	0.023285	0.061824	0.000000	0.000000	0.480106	-0.146683
6	GD15	-0.036430	0.099510	0.000000	0.000000	0.220763	-0.005963
7	GD15	0.012931	-0.035483	0.000000	0.000000	0.177912	-0.027793
8	GD15	0.000057	-0.008424	0.000000	0.000000	0.566509	-0.017691
9	GD15	-0.009615	0.035175	0.000000	0.000000	0.534004	-0.024289
10	GD15	-0.007277	-0.098722	0.000000	0.000000	-0.006221	-0.011729
1	GD16	-0.294039	0.050091	0.000000	0.000000	1.335320	-0.132593
2	GD16	-0.208272	-0.097500	0.000000	0.000000	0.966682	-0.094190
3	GD16	-0.219299	-0.167977	0.000000	0.000000	0.858522	-0.041765
4	GD16	-0.142408	-0.061416	0.000000	0.000000	0.503351	-0.302352
5	GD16	-0.234650	0.029482	0.000000	0.000000	0.549061	-0.168091
6	GD16	-0.203995	-0.171132	0.000000	0.000000	0.649966	-0.177332
7	GD16	-0.192337	-0.072286	0.000000	0.000000	0.398881	-0.177760
8	GD16	-0.216048	-0.142897	0.000000	0.000000	0.741957	-0.149082
9	GD16	-0.273723	0.000560	0.000000	0.000000	0.876036	0.013066
10	GD16	-0.248436	-0.053720	0.000000	0.000000	0.580319	-0.055414
