rep	id	rhoS	deltaSC	rhoC	deltaCB	rhoB
1	AG111	0.627848	0.346119	4.950594	6.151642	0.122046
2	AG111	0.628806	0.210637	4.977401	6.377646	0.240018
3	AG111	0.623455	0.245444	4.802631	6.010348	0.138784
4	AG111	0.605985	0.232933	4.867546	5.765070	0.223086
5	AG111	0.624969	0.192397	5.098630	6.380820	0.252788
6	AG111	0.622478	0.237675	4.945801	6.097047	0.151113
7	AG111	0.643740	0.263843	4.797605	6.255787	0.262218
8	AG111	0.616226	0.239773	5.076101	6.096443	0.109790
9	AG111	0.588108	0.298162	4.906508	5.961573	0.172933
10	AG111	0.557119	0.218155	5.024158	5.927823	0.158716
1	AG112	0.773316	0.219978	5.109313	5.935015	0.486339
2	AG112	0.737854	0.267098	5.222583	6.037014	0.330333
3	AG112	0.798793	0.302719	5.114782	6.116922	0.250832
4	AG112	0.741248	0.281224	4.829006	6.013725	0.382923
5	AG112	0.751244	0.325532	5.191782	6.295439	0.427530
6	AG112	0.788621	0.416539	5.095070	5.948300	0.152578
7	AG112	0.746504	0.373236	5.035960	6.017819	0.242016
8	AG112	0.767210	0.263994	5.059231	6.087184	0.371964
9	AG112	0.732859	0.268500	5.086913	6.004919	0.332308
10	AG112	0.738978	0.326257	4.944224	6.136580	0.324795
1	AG139	0.579113	0.277752	4.922897	6.075525	0.311501
2	AG139	0.531805	0.323257	5.262033	6.161816	0.229175
3	AG139	0.592569	0.255690	4.991882	6.109934	0.189629
4	AG139	0.577452	0.293338	5.106758	6.175245	0.298629
5	AG139	0.572199	0.305166	4.961329	6.430023	0.275589
6	AG139	0.622339	0.346038	4.856008	6.241378	0.170974
7	AG139	0.580675	0.209102	5.081514	6.130513	0.392548
8	AG139	0.564335	0.285293	4.892736	6.206561	0.294213
9	AG139	0.574841	0.236922	5.110820	6.158633	0.373392
10	AG139	0.582960	0.306474	4.864481	6.104999	0.283091
1	AG142	0.745759	0.368274	4.947921	5.896546	0.168869
2	AG142	0.750589	0.346638	4.981091	6.153444	0.344395
3	AG142	0.742193	0.444443	5.045704	6.300306	0.226350
4	AG142	0.718789	0.388871	5.121237	5.820394	0.093575
5	AG142	0.724304	0.372160	5.008995	6.250694	0.241924
6	AG142	0.763977	0.433699	5.003066	6.024398	0.156313
7	AG142	0.782860	0.471933	4.948855	6.123295	0.245691
8	AG142	0.798011	0.584061	4.993911	6.159143	0.122130
9	AG142	0.780585	0.400155	5.150107	6.351578	0.265138
10	AG142	0.761577	0.336055	4.903994	5.909108	0.226978
1	GD14	0.644921	0.288932	5.027795	6.100744	0.400424
2	GD14	0.634808	0.237823	5.127292	5.804982	0.577216
3	GD14	0.600730	0.387713	4.950876	6.020827	0.415501
4	GD14	0.654855	0.232791	5.171812	6.140004	0.569764
5	GD14	0.604349	0.208216	5.050119	6.157375	0.607478
6	GD14	0.612492	0.298498	5.206434	5.913380	0.520151
7	GD14	0.623093	0.264327	5.139872	5.859847	0.417392
8	GD14	0.605223	0.222453	4.946862	6.136519	0.614810
9	GD14	0.612962	0.258057	5.222670	6.072078	0.328623
10	GD14	0.606214	0.276556	4.988767	6.210430	0.595258
1	GD15	0.574422	0.272805	4.859568	6.133069	0.326207
2	GD15	0.585017	0.380179	5.068511	6.136762	0.252293
3	GD15	0.583265	0.357684	4.962499	6.244598	0.310497
4	GD15	0.601825	0.260767	4.820421	5.978697	0.314819
5	GD15	0.582064	0.259667	4.983611	6.129581	0.355852
6	GD15	0.655427	0.266332	5.097055	6.286296	0.230413
7	GD15	0.564010	0.331867	4.924507	5.953197	0.166067
8	GD15	0.592462	0.288211	4.956844	6.020943	0.112988
9	GD15	0.567411	0.386344	4.787247	6.078639	0.168990
10	GD15	0.593910	0.226381	5.212992	6.244695	0.336054
1	GD16	0.370664	0.347513	4.839531	6.072709	0.129416
2	GD16	0.398216	0.249342	5.128601	6.175667	0.267715
3	GD16	0.402402	0.283763	4.912735	6.192515	0.185894
4	GD16	0.361169	0.257823	4.897883	5.951059	0.301904
5	GD16	0.387840	0.298744	5.022755	6.268298	0.176396
6	GD16	0.380593	0.245087	5.048732	6.268820	0.245317
7	GD16	0.403729	0.257093	5.126684	6.089186	0.006352
8	GD16	0.360917	0.275263	5.002270	6.355229	0.337178
9	GD16	0.394116	0.238084	5.164493	6.272317	0.258668
10	GD16	0.391822	0.311187	4.942550	6.470227	0.311131
