rep	id	eta_rhoS	eta_deltaSC	eta_rhoC	eta_deltaCB	eta_rhoB
1	AG111	0.015042	0.171470	-0.080883	0.005500	-0.154180
2	AG111	0.016000	-0.325177	-0.054076	0.041580	-0.036208
3	AG111	0.010649	-0.172244	-0.228846	-0.017736	-0.137442
4	AG111	-0.006821	-0.224565	-0.163932	-0.059401	-0.053140
5	AG111	0.012163	-0.415753	0.067153	0.042078	-0.023438
6	AG111	0.009672	-0.204410	-0.085676	-0.003414	-0.125113
7	AG111	0.030935	-0.099959	-0.233873	0.022288	-0.014008
8	AG111	0.003420	-0.195622	0.044623	-0.003513	-0.166436
9	AG111	-0.024698	0.022324	-0.124970	-0.025884	-0.103293
10	AG111	-0.055687	-0.290108	-0.007320	-0.031562	-0.117510
1	AG112	0.160511	-0.281789	0.077836	-0.030349	0.210113
2	AG112	0.125048	-0.087697	0.191105	-0.013309	0.054107
3	AG112	0.185987	0.037491	0.083304	-0.000160	-0.025394
4	AG112	0.128442	-0.036161	-0.202471	-0.017174	0.106697
5	AG112	0.138438	0.110146	0.160305	0.028607	0.151304
6	AG112	0.175815	0.356667	0.063593	-0.028113	-0.123648
7	AG112	0.133699	0.246896	0.004483	-0.016494	-0.034210
8	AG112	0.154404	-0.099389	0.027753	-0.005033	0.095738
9	AG112	0.120053	-0.082463	0.055436	-0.018640	0.056082
10	AG112	0.126172	0.112372	-0.087253	0.003049	0.048569
1	AG139	-0.033692	-0.048584	-0.108581	-0.006950	0.035275
2	AG139	-0.081001	0.103135	0.230556	0.007153	-0.047051
3	AG139	-0.020237	-0.131347	-0.039596	-0.001303	-0.086597
4	AG139	-0.035354	0.006013	0.075280	0.009330	0.022403
5	AG139	-0.040607	0.045542	-0.070149	0.049759	-0.000637
6	AG139	0.009533	0.171236	-0.175469	0.019982	-0.105252
7	AG139	-0.032131	-0.332493	0.050036	0.002060	0.116322
8	AG139	-0.048471	-0.021797	-0.138742	0.014388	0.017987
9	AG139	-0.037965	-0.207582	0.079343	0.006636	0.097166
10	AG139	-0.029846	0.049817	-0.166996	-0.002111	0.006865
1	AG142	0.132953	0.233514	-0.083556	-0.036852	-0.107357
2	AG142	0.137784	0.172968	-0.050386	0.005793	0.068169
3	AG142	0.129387	0.421507	0.014227	0.029379	-0.049876
4	AG142	0.105983	0.287934	0.089759	-0.049851	-0.182651
5	AG142	0.111498	0.244011	-0.022482	0.021474	-0.034302
6	AG142	0.151171	0.397037	-0.028411	-0.015401	-0.119913
7	AG142	0.170054	0.481523	-0.082623	0.000882	-0.030535
8	AG142	0.185205	0.694691	-0.037566	0.006719	-0.154096
9	AG142	0.167779	0.316537	0.118629	0.037485	-0.011088
10	AG142	0.148771	0.141960	-0.127483	-0.034724	-0.049248
1	GD14	0.032115	-0.009123	-0.003682	-0.002808	0.124198
2	GD14	0.022002	-0.203787	0.095814	-0.052502	0.300990
3	GD14	-0.012076	0.284951	-0.080602	-0.015994	0.139275
4	GD14	0.042049	-0.225175	0.140334	0.003607	0.293538
5	GD14	-0.008457	-0.336738	0.018642	0.006432	0.331252
6	GD14	-0.000314	0.023450	0.174957	-0.034001	0.243925
7	GD14	0.010287	-0.098128	0.108394	-0.043095	0.141166
8	GD14	-0.007583	-0.270597	-0.084615	0.003039	0.338584
9	GD14	0.000156	-0.122135	0.191192	-0.007518	0.052397
10	GD14	-0.006592	-0.052901	-0.042710	0.015011	0.319032
1	GD15	-0.038384	-0.066556	-0.171909	0.002476	0.049981
2	GD15	-0.027788	0.265327	0.037033	0.003079	-0.023933
3	GD15	-0.029541	0.204335	-0.068978	0.020498	0.034271
4	GD15	-0.010981	-0.111688	-0.211056	-0.023016	0.038593
5	GD15	-0.030742	-0.115914	-0.047866	0.001908	0.079626
6	GD15	0.042621	-0.090570	0.065578	0.027153	-0.045813
7	GD15	-0.048796	0.129420	-0.106970	-0.027290	-0.110159
8	GD15	-0.020344	-0.011622	-0.074633	-0.015975	-0.163238
9	GD15	-0.045395	0.281414	-0.244230	-0.006438	-0.107236
10	GD15	-0.018896	-0.253097	0.181515	0.020514	0.059828
1	GD16	-0.242142	0.175487	-0.191947	-0.007414	-0.146810
2	GD16	-0.214590	-0.156490	0.097123	0.009398	-0.008511
3	GD16	-0.210404	-0.027176	-0.118742	0.012123	-0.090332
4	GD16	-0.251637	-0.123042	-0.133594	-0.027649	0.025678
5	GD16	-0.224966	0.024274	-0.008722	0.024286	-0.099830
6	GD16	-0.232213	-0.173699	0.017254	0.024369	-0.030909
7	GD16	-0.209077	-0.125875	0.095207	-0.004704	-0.269874
8	GD16	-0.251889	-0.057585	-0.029207	0.038059	0.060952
9	GD16	-0.218690	-0.202689	0.133016	0.024927	-0.017558
10	GD16	-0.220984	0.065081	-0.088927	0.055992	0.034905
