rep	id	rhoS	deltaSC	rhoC	deltaCB	rhoB
1	AG111	0.604443	0.260373	4.792611	5.850889	-0.036202
2	AG111	0.571215	0.247765	4.812151	5.702277	0.219106
3	AG111	0.591530	0.181830	4.813640	5.748614	0.326443
4	AG111	0.558089	0.238303	4.736177	5.674559	0.248330
5	AG111	0.615893	0.251313	4.742125	5.684564	-0.051734
6	AG111	0.587509	0.224659	4.676691	5.549407	0.195841
7	AG111	0.668487	0.164880	4.631057	5.828159	0.194300
8	AG111	0.603569	0.266923	4.749902	5.961179	0.174447
9	AG111	0.590591	0.229253	4.738008	5.701294	0.095798
10	AG111	0.573968	0.272062	4.671466	5.452942	-0.047377
1	AG112	0.763686	0.273687	4.748587	5.518004	0.377307
2	AG112	0.800495	0.422585	4.679934	5.718424	0.262544
3	AG112	0.763880	0.374518	4.778005	5.640963	0.309403
4	AG112	0.716420	0.326449	4.816063	5.809759	0.477439
5	AG112	0.723050	0.302191	4.864385	5.674880	0.401455
6	AG112	0.729087	0.362714	4.783092	5.927053	0.383324
7	AG112	0.741162	0.269713	4.935888	5.829900	0.295814
8	AG112	0.738833	0.312816	4.863836	5.610916	0.201371
9	AG112	0.692369	0.297124	4.681038	5.476113	0.444897
10	AG112	0.778945	0.328657	4.719248	5.704591	0.376718
1	AG139	0.588264	0.283051	4.738128	5.832219	0.258551
2	AG139	0.574010	0.190972	4.741817	5.596635	0.457447
3	AG139	0.567240	0.414638	4.748849	5.640087	0.176317
4	AG139	0.562115	0.352932	4.711248	5.456320	0.123437
5	AG139	0.592091	0.411010	4.628060	5.466818	0.117803
6	AG139	0.554659	0.345297	4.774858	5.550483	0.198730
7	AG139	0.554668	0.296169	4.748320	5.398027	0.203890
8	AG139	0.567361	0.290109	4.751895	5.707943	0.333758
9	AG139	0.591848	0.383923	4.807468	5.510870	0.020904
10	AG139	0.575448	0.355004	4.750816	5.739267	0.313644
1	AG142	0.719111	0.381210	4.738210	5.770957	0.277752
2	AG142	0.757929	0.352620	4.693546	5.575623	0.242922
3	AG142	0.750072	0.407653	4.732202	5.597510	0.170741
4	AG142	0.736415	0.416480	4.777530	5.458196	0.106478
5	AG142	0.757475	0.585023	4.677523	5.639273	0.197885
6	AG142	0.710801	0.351010	4.782646	5.635393	0.294368
7	AG142	0.752575	0.354690	4.766677	5.831031	0.170486
8	AG142	0.771865	0.499217	4.830507	5.682068	0.210073
9	AG142	0.752491	0.534654	4.668377	5.731086	0.234165
10	AG142	0.722877	0.386383	4.817534	5.820904	0.220336
1	GD14	0.623997	0.334465	4.814882	5.586110	0.346386
2	GD14	0.625146	0.259360	4.820868	5.598464	0.509461
3	GD14	0.630956	0.322336	4.890338	5.699071	0.256214
4	GD14	0.637954	0.265663	4.756469	5.813943	0.480283
5	GD14	0.664340	0.236391	4.718022	5.774118	0.568413
6	GD14	0.606147	0.339718	4.689260	5.635781	0.469633
7	GD14	0.624841	0.274262	4.805326	5.740005	0.514197
8	GD14	0.616422	0.327323	4.824621	5.681422	0.451998
9	GD14	0.655549	0.264859	4.738124	5.770648	0.448719
10	GD14	0.585712	0.392941	4.803710	5.524402	0.435003
1	GD15	0.581218	0.336503	4.713082	6.061369	0.126667
2	GD15	0.650356	0.262193	4.619230	5.828930	0.336751
3	GD15	0.610475	0.316840	4.674337	5.851996	0.265003
4	GD15	0.611979	0.221124	4.721773	5.649591	0.353684
5	GD15	0.585789	0.267987	4.732090	5.696078	0.400047
6	GD15	0.607043	0.317888	4.795165	5.522880	0.207677
7	GD15	0.588193	0.262797	4.610985	5.685191	0.430391
8	GD15	0.540675	0.237658	4.711922	5.501918	0.255932
9	GD15	0.576928	0.337775	4.857330	5.785078	0.251703
10	GD15	0.610233	0.289019	4.673087	5.649286	0.289287
1	GD16	0.380030	0.276542	4.637001	5.669230	0.252131
2	GD16	0.345409	0.257104	4.810375	5.445749	0.098484
3	GD16	0.340549	0.291362	4.718587	6.013684	0.243856
4	GD16	0.361416	0.326675	4.806191	5.640674	0.089624
5	GD16	0.381613	0.361406	4.585706	5.691372	0.107841
6	GD16	0.384135	0.241697	4.812466	5.508169	0.080000
7	GD16	0.344443	0.250834	4.585887	5.630401	0.387119
8	GD16	0.401718	0.253441	4.813735	5.838654	0.152467
9	GD16	0.399074	0.320548	4.714853	5.509579	0.146688
10	GD16	0.401826	0.262822	4.603604	5.625041	0.197698
