rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB	S0	T0
1	AG111	0.650892	-0.568851	4.238790	0.000000	0.215511	0.250712	23603.179722	24665.044847
2	AG111	0.557714	-0.339689	4.238790	0.000000	0.141863	0.250712	24707.838902	24721.187509
3	AG111	0.600637	-0.168904	4.238790	0.000000	0.046012	0.250712	23120.681261	24873.114121
4	AG111	0.594118	-0.433574	4.238790	0.000000	0.071257	0.250712	24617.933083	24506.056898
5	AG111	0.619261	-0.381109	4.238790	0.000000	0.044509	0.250712	23850.453314	24756.131784
6	AG111	0.601467	-0.050416	4.238790	0.000000	0.045001	0.250712	23511.827412	24448.025834
7	AG111	0.617254	-0.384522	4.238790	0.000000	0.081859	0.250712	23541.535534	24160.589077
8	AG111	0.644895	-0.259752	4.238790	0.000000	0.091173	0.250712	23194.357421	25141.274971
9	AG111	0.570432	-0.321155	4.238790	0.000000	-0.013711	0.250712	23412.353692	24369.423553
10	AG111	0.625587	-0.406834	4.238790	0.000000	0.097272	0.250712	23337.074601	24257.300515
1	AG112	0.744904	0.030322	4.238790	0.000000	-0.055017	0.250712	24015.678531	24582.949851
2	AG112	0.749782	0.107802	4.238790	0.000000	-0.073168	0.250712	24029.847946	24823.642160
3	AG112	0.818028	-0.012877	4.238790	0.000000	-0.086211	0.250712	23378.282458	24203.973009
4	AG112	0.812113	-0.060735	4.238790	0.000000	0.059565	0.250712	23706.885602	25073.761852
5	AG112	0.709613	-0.142269	4.238790	0.000000	-0.161436	0.250712	24692.635885	25095.438515
6	AG112	0.800613	-0.236903	4.238790	0.000000	0.030994	0.250712	22990.254266	25304.763521
7	AG112	0.832628	-0.168029	4.238790	0.000000	-0.025637	0.250712	24343.424826	23778.483607
8	AG112	0.773309	-0.068701	4.238790	0.000000	-0.031518	0.250712	24031.957093	25078.131537
9	AG112	0.778001	-0.180768	4.238790	0.000000	-0.128180	0.250712	23114.757073	24365.723559
10	AG112	0.779386	0.155322	4.238790	0.000000	-0.039808	0.250712	23199.557556	23950.670490
1	AG139	0.561987	-0.093501	4.238790	0.000000	0.034209	0.250712	24087.643138	24576.235618
2	AG139	0.601673	0.085890	4.238790	0.000000	0.062499	0.250712	24047.902497	24890.285383
3	AG139	0.622726	0.021329	4.238790	0.000000	0.095676	0.250712	24079.160005	23775.089461
4	AG139	0.590870	-0.231053	4.238790	0.000000	-0.028385	0.250712	23755.553271	24535.263894
5	AG139	0.581679	0.062536	4.238790	0.000000	-0.074913	0.250712	23886.446704	24546.762601
6	AG139	0.600421	0.400089	4.238790	0.000000	0.074119	0.250712	23620.474565	23835.200377
7	AG139	0.579674	0.238774	4.238790	0.000000	0.060655	0.250712	24808.802256	24894.856464
8	AG139	0.612631	-0.087051	4.238790	0.000000	0.008148	0.250712	24624.604996	24416.718269
9	AG139	0.583709	-0.081517	4.238790	0.000000	-0.018985	0.250712	23750.631830	24595.455542
10	AG139	0.591971	0.083344	4.238790	0.000000	0.041153	0.250712	24277.093893	24317.663197
1	AG142	0.745250	0.516252	4.238790	0.000000	-0.007634	0.250712	24072.701915	24924.309310
2	AG142	0.790677	0.427658	4.238790	0.000000	0.143139	0.250712	24451.990525	24782.756511
3	AG142	0.760603	0.655505	4.238790	0.000000	-0.006206	0.250712	24232.657165	24900.989278
4	AG142	0.760183	0.682545	4.238790	0.000000	0.024273	0.250712	24505.219743	25216.563848
5	AG142	0.766639	0.270632	4.238790	0.000000	0.038821	0.250712	23275.936101	24654.062969
6	AG142	0.769120	0.406730	4.238790	0.000000	0.077804	0.250712	23556.910168	24411.683847
7	AG142	0.778917	0.407424	4.238790	0.000000	0.058362	0.250712	23849.516901	24786.835796
8	AG142	0.778911	0.400762	4.238790	0.000000	0.015979	0.250712	24076.221244	24652.607295
9	AG142	0.735504	0.648403	4.238790	0.000000	0.013256	0.250712	24045.406976	24629.038617
10	AG142	0.717349	0.262634	4.238790	0.000000	-0.084433	0.250712	24326.778050	24314.105518
1	GD14	0.640511	0.050583	4.238790	0.000000	-0.161170	0.250712	23532.476356	24223.416303
2	GD14	0.620574	-0.117948	4.238790	0.000000	-0.127464	0.250712	24261.920656	24798.372777
3	GD14	0.700878	0.094875	4.238790	0.000000	-0.059089	0.250712	24595.272691	25212.464302
4	GD14	0.671831	-0.024655	4.238790	0.000000	-0.085566	0.250712	23883.521269	24343.166386
5	GD14	0.643194	-0.087913	4.238790	0.000000	-0.096063	0.250712	23279.080460	24705.432123
6	GD14	0.657948	0.046368	4.238790	0.000000	-0.081241	0.250712	24054.675512	24806.034084
7	GD14	0.578854	0.237093	4.238790	0.000000	-0.134020	0.250712	23121.886694	24431.742453
8	GD14	0.629980	-0.164104	4.238790	0.000000	-0.125916	0.250712	22699.977759	24690.098573
9	GD14	0.662428	0.140364	4.238790	0.000000	-0.056073	0.250712	24156.959780	24911.109489
10	GD14	0.634960	-0.076399	4.238790	0.000000	-0.145336	0.250712	23015.063470	24566.649628
