rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB
1	AG111	-0.020820	-0.444485	0.000000	0.000000	0.007715	0.000000
2	AG111	-0.017688	-0.454293	0.000000	0.000000	-0.036866	0.000000
3	AG111	-0.035965	-0.324041	0.000000	0.000000	0.014267	0.000000
4	AG111	-0.033309	-0.093160	0.000000	0.000000	-0.049831	0.000000
5	AG111	-0.023206	-0.477833	0.000000	0.000000	-0.075012	0.000000
6	AG111	-0.051292	-0.196072	0.000000	0.000000	-0.055385	0.000000
7	AG111	0.011772	-0.548427	0.000000	0.000000	0.063707	0.000000
8	AG111	-0.009944	-0.471301	0.000000	0.000000	-0.030781	0.000000
9	AG111	-0.049759	-0.379349	0.000000	0.000000	-0.056935	0.000000
10	AG111	-0.011848	-0.035851	0.000000	0.000000	-0.061665	0.000000
1	AG112	0.173916	0.175680	0.000000	0.000000	-0.055448	0.000000
2	AG112	0.110558	0.098455	0.000000	0.000000	-0.206701	0.000000
3	AG112	0.134200	0.117037	0.000000	0.000000	-0.102032	0.000000
4	AG112	0.134272	-0.221943	0.000000	0.000000	-0.233415	0.000000
5	AG112	0.097290	-0.096140	0.000000	0.000000	-0.194036	0.000000
6	AG112	0.088550	-0.060332	0.000000	0.000000	-0.205866	0.000000
7	AG112	0.127393	0.039594	0.000000	0.000000	-0.041921	0.000000
8	AG112	0.143514	-0.331412	0.000000	0.000000	-0.207156	0.000000
9	AG112	0.114395	-0.204372	0.000000	0.000000	-0.241581	0.000000
10	AG112	0.111563	-0.033525	0.000000	0.000000	-0.196185	0.000000
1	AG139	-0.077757	0.163405	0.000000	0.000000	-0.079686	0.000000
2	AG139	-0.011617	0.032318	0.000000	0.000000	-0.070028	0.000000
3	AG139	-0.033514	0.094919	0.000000	0.000000	-0.078105	0.000000
4	AG139	-0.053133	0.093471	0.000000	0.000000	-0.034538	0.000000
5	AG139	-0.018231	0.198516	0.000000	0.000000	-0.041814	0.000000
6	AG139	-0.052129	0.228997	0.000000	0.000000	-0.102708	0.000000
7	AG139	-0.083601	0.419033	0.000000	0.000000	-0.086402	0.000000
8	AG139	-0.117550	0.116423	0.000000	0.000000	-0.108688	0.000000
9	AG139	-0.004886	0.166248	0.000000	0.000000	-0.055571	0.000000
10	AG139	-0.006207	-0.051094	0.000000	0.000000	-0.071577	0.000000
1	AG142	0.119262	0.551403	0.000000	0.000000	-0.071330	0.000000
2	AG142	0.119657	0.221377	0.000000	0.000000	-0.078849	0.000000
3	AG142	0.192349	0.527655	0.000000	0.000000	-0.081746	0.000000
4	AG142	0.102689	0.361159	0.000000	0.000000	-0.089715	0.000000
5	AG142	0.122085	0.372786	0.000000	0.000000	-0.048754	0.000000
6	AG142	0.127290	0.163855	0.000000	0.000000	-0.081205	0.000000
7	AG142	0.100162	0.388031	0.000000	0.000000	-0.113284	0.000000
8	AG142	0.146501	0.496787	0.000000	0.000000	-0.079833	0.000000
9	AG142	0.145555	0.170894	0.000000	0.000000	-0.058717	0.000000
10	AG142	0.155015	0.523184	0.000000	0.000000	-0.003126	0.000000
1	GD14	-0.003512	-0.251661	0.000000	0.000000	-0.246502	0.000000
2	GD14	0.004819	0.194603	0.000000	0.000000	-0.215084	0.000000
3	GD14	-0.014979	-0.140211	0.000000	0.000000	-0.230969	0.000000
4	GD14	0.001353	-0.041639	0.000000	0.000000	-0.207856	0.000000
5	GD14	-0.035727	-0.350791	0.000000	0.000000	-0.328570	0.000000
6	GD14	0.028153	-0.037951	0.000000	0.000000	-0.212263	0.000000
7	GD14	-0.005136	-0.186968	0.000000	0.000000	-0.239388	0.000000
8	GD14	-0.003538	-0.094232	0.000000	0.000000	-0.210097	0.000000
9	GD14	0.000134	-0.198599	0.000000	0.000000	-0.232754	0.000000
10	GD14	-0.002840	0.107313	0.000000	0.000000	-0.234249	0.000000
1	GD15	-0.007813	-0.314927	0.000000	0.000000	-0.089822	0.000000
2	GD15	0.020200	0.045779	0.000000	0.000000	0.019697	0.000000
3	GD15	-0.037302	0.128727	0.000000	0.000000	-0.026186	0.000000
4	GD15	-0.022784	0.118969	0.000000	0.000000	0.020988	0.000000
5	GD15	0.040765	0.040537	0.000000	0.000000	0.026623	0.000000
6	GD15	0.001091	-0.192007	0.000000	0.000000	-0.022769	0.000000
7	GD15	0.119342	-0.003511	0.000000	0.000000	0.015055	0.000000
8	GD15	-0.018940	-0.191177	0.000000	0.000000	-0.052569	0.000000
9	GD15	-0.002384	-0.194666	0.000000	0.000000	-0.020743	0.000000
10	GD15	-0.013240	0.256983	0.000000	0.000000	-0.083154	0.000000
1	GD16	-0.201777	-0.098197	0.000000	0.000000	-0.043749	0.000000
2	GD16	-0.178162	0.082364	0.000000	0.000000	0.011766	0.000000
3	GD16	-0.275445	0.136927	0.000000	0.000000	-0.101773	0.000000
4	GD16	-0.193687	-0.060419	0.000000	0.000000	-0.049599	0.000000
5	GD16	-0.259561	-0.018362	0.000000	0.000000	-0.076673	0.000000
6	GD16	-0.240314	0.257773	0.000000	0.000000	-0.005995	0.000000
7	GD16	-0.248742	0.273072	0.000000	0.000000	-0.033485	0.000000
8	GD16	-0.256575	-0.345618	0.000000	0.000000	-0.087099	0.000000
9	GD16	-0.246598	0.424451	0.000000	0.000000	-0.007523	0.000000
10	GD16	-0.148178	-0.133245	0.000000	0.000000	-0.011080	0.000000
