rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB
1	AG111	0.652021	-0.062520	3.991294	0.000000	0.095210	0.262612
2	AG111	0.598919	-0.344312	3.991294	0.000000	0.051128	0.262612
3	AG111	0.606085	-0.004650	3.991294	0.000000	-0.010663	0.262612
4	AG111	0.598892	-0.166707	3.991294	0.000000	0.021310	0.262612
5	AG111	0.569881	-0.118324	3.991294	0.000000	0.083693	0.262612
6	AG111	0.622018	-0.475503	3.991294	0.000000	0.012786	0.262612
7	AG111	0.570487	-0.272251	3.991294	0.000000	0.096023	0.262612
8	AG111	0.612928	-0.358016	3.991294	0.000000	-0.000908	0.262612
9	AG111	0.577050	-0.270887	3.991294	0.000000	0.015216	0.262612
10	AG111	0.590901	-0.541660	3.991294	0.000000	0.001159	0.262612
1	AG112	0.728761	0.189260	3.991294	0.000000	-0.023798	0.262612
2	AG112	0.736547	-0.101061	3.991294	0.000000	-0.085930	0.262612
3	AG112	0.756464	0.143503	3.991294	0.000000	-0.072381	0.262612
4	AG112	0.758133	-0.228738	3.991294	0.000000	-0.067089	0.262612
5	AG112	0.703736	0.020959	3.991294	0.000000	-0.031627	0.262612
6	AG112	0.771444	-0.118568	3.991294	0.000000	-0.060665	0.262612
7	AG112	0.708500	0.172699	3.991294	0.000000	-0.042528	0.262612
8	AG112	0.742345	0.147632	3.991294	0.000000	-0.044184	0.262612
9	AG112	0.743011	-0.100461	3.991294	0.000000	-0.087280	0.262612
10	AG112	0.731748	0.256525	3.991294	0.000000	-0.023356	0.262612
1	AG139	0.575342	0.060495	3.991294	0.000000	-0.030533	0.262612
2	AG139	0.592064	0.226968	3.991294	0.000000	0.054407	0.262612
3	AG139	0.576491	0.053618	3.991294	0.000000	0.062272	0.262612
4	AG139	0.593189	0.253580	3.991294	0.000000	0.053813	0.262612
5	AG139	0.568686	-0.054758	3.991294	0.000000	-0.026010	0.262612
6	AG139	0.609404	0.020520	3.991294	0.000000	0.116658	0.262612
7	AG139	0.548475	-0.161635	3.991294	0.000000	-0.041674	0.262612
8	AG139	0.597921	-0.134199	3.991294	0.000000	0.078256	0.262612
9	AG139	0.554421	-0.074994	3.991294	0.000000	-0.039725	0.262612
10	AG139	0.622810	-0.389812	3.991294	0.000000	0.013817	0.262612
1	AG142	0.797218	0.394737	3.991294	0.000000	0.030869	0.262612
2	AG142	0.740096	0.189939	3.991294	0.000000	0.053000	0.262612
3	AG142	0.749294	0.256086	3.991294	0.000000	0.064248	0.262612
4	AG142	0.748303	0.183406	3.991294	0.000000	-0.053662	0.262612
5	AG142	0.770227	0.382755	3.991294	0.000000	-0.063169	0.262612
6	AG142	0.747230	0.182369	3.991294	0.000000	0.001780	0.262612
7	AG142	0.768134	0.336075	3.991294	0.000000	0.068949	0.262612
8	AG142	0.751337	0.209093	3.991294	0.000000	0.019868	0.262612
9	AG142	0.758672	0.184622	3.991294	0.000000	0.027334	0.262612
10	AG142	0.765795	0.202181	3.991294	0.000000	0.008501	0.262612
1	GD14	0.674344	0.113748	3.991294	0.000000	-0.083978	0.262612
2	GD14	0.643835	0.197640	3.991294	0.000000	-0.097430	0.262612
3	GD14	0.605048	-0.035171	3.991294	0.000000	-0.153341	0.262612
4	GD14	0.606174	-0.144197	3.991294	0.000000	-0.149929	0.262612
5	GD14	0.627898	-0.299706	3.991294	0.000000	-0.149287	0.262612
6	GD14	0.626048	-0.223574	3.991294	0.000000	-0.141719	0.262612
7	GD14	0.609388	-0.219178	3.991294	0.000000	-0.174703	0.262612
8	GD14	0.622266	-0.152316	3.991294	0.000000	-0.130926	0.262612
9	GD14	0.637638	-0.337642	3.991294	0.000000	-0.205470	0.262612
10	GD14	0.640212	-0.091372	3.991294	0.000000	-0.122350	0.262612
1	GD15	0.645252	0.152176	3.991294	0.000000	0.146985	0.262612
2	GD15	0.629933	-0.119558	3.991294	0.000000	0.100974	0.262612
3	GD15	0.573802	-0.142463	3.991294	0.000000	-0.041835	0.262612
4	GD15	0.613702	-0.107967	3.991294	0.000000	0.103381	0.262612
5	GD15	0.610925	-0.112605	3.991294	0.000000	0.130003	0.262612
6	GD15	0.676368	-0.338616	3.991294	0.000000	0.002155	0.262612
7	GD15	0.579736	0.035444	3.991294	0.000000	0.052122	0.262612
8	GD15	0.649418	-0.163839	3.991294	0.000000	0.111060	0.262612
9	GD15	0.598752	-0.183216	3.991294	0.000000	0.012328	0.262612
10	GD15	0.636942	0.027011	3.991294	0.000000	-0.043094	0.262612
1	GD16	0.386352	0.066377	3.991294	0.000000	0.101327	0.262612
2	GD16	0.349502	0.102342	3.991294	0.000000	0.018553	0.262612
3	GD16	0.360418	0.022452	3.991294	0.000000	0.026784	0.262612
4	GD16	0.363291	0.063844	3.991294	0.000000	0.066724	0.262612
5	GD16	0.430444	-0.016231	3.991294	0.000000	0.060087	0.262612
6	GD16	0.358541	-0.157185	3.991294	0.000000	0.060018	0.262612
7	GD16	0.410703	0.253541	3.991294	0.000000	0.147869	0.262612
8	GD16	0.450768	0.147112	3.991294	0.000000	0.151388	0.262612
9	GD16	0.420681	-0.101462	3.991294	0.000000	0.020599	0.262612
10	GD16	0.346808	-0.116875	3.991294	0.000000	-0.010460	0.262612
