rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB
1	AG111	0.610619	-0.163940	3.720978	-0.226981	-0.018117	0.396081
2	AG111	0.554653	-0.617212	3.720978	-0.000005	0.005846	0.296502
3	AG111	0.586903	-0.429556	3.720978	-0.180076	-0.045464	0.299121
4	AG111	0.629919	-0.434520	3.720978	0.007308	0.006253	0.068796
5	AG111	0.676336	-0.657940	3.720978	-0.046391	0.036846	0.115094
6	AG111	0.610426	-0.533019	3.720978	0.008462	0.029953	0.155960
7	AG111	0.586142	-0.419588	3.720978	-0.136134	-0.009423	0.127274
8	AG111	0.609535	-0.363700	3.720978	-0.120629	0.044846	0.285291
9	AG111	0.552997	-0.600797	3.720978	0.089508	0.008424	0.346341
10	AG111	0.555450	-0.511044	3.720978	-0.020564	0.021768	0.364647
1	AG112	0.743684	0.143010	3.720978	-0.130799	-0.107081	0.218473
2	AG112	0.770782	0.011115	3.720978	-0.036951	-0.049527	0.247336
3	AG112	0.768743	-0.478354	3.720978	0.138892	-0.083803	0.235740
4	AG112	0.744116	0.019077	3.720978	-0.047481	-0.019270	0.465808
5	AG112	0.704004	0.243535	3.720978	0.141924	0.011492	0.216510
6	AG112	0.769610	0.336679	3.720978	-0.030264	-0.009759	0.270783
7	AG112	0.748285	0.042164	3.720978	0.108446	0.043494	0.462946
8	AG112	0.743429	-0.194251	3.720978	0.121330	-0.003998	0.460324
9	AG112	0.813399	0.046475	3.720978	-0.050933	0.049715	0.227383
10	AG112	0.742292	-0.225463	3.720978	0.035374	-0.017241	0.449429
1	AG139	0.544997	0.205264	3.720978	-0.118857	0.025798	0.288255
2	AG139	0.579833	0.121823	3.720978	-0.075639	0.092753	0.406857
3	AG139	0.536650	0.175976	3.720978	0.068856	-0.077290	0.050808
4	AG139	0.564249	0.035079	3.720978	0.035422	-0.006618	0.219041
5	AG139	0.538315	-0.336644	3.720978	-0.016672	-0.072076	0.311757
6	AG139	0.554401	0.162904	3.720978	0.050922	-0.010981	0.185246
7	AG139	0.518768	-0.035500	3.720978	-0.148958	-0.040007	0.277718
8	AG139	0.579808	-0.141337	3.720978	0.051416	0.020223	0.195115
9	AG139	0.642622	0.024134	3.720978	-0.103789	-0.061072	0.185772
10	AG139	0.565333	0.186077	3.720978	-0.154969	0.014987	0.268815
1	AG142	0.752422	0.467722	3.720978	-0.011117	-0.022078	0.186431
2	AG142	0.765962	0.081959	3.720978	-0.071810	0.013859	0.316999
3	AG142	0.744970	0.343496	3.720978	-0.032371	0.019909	0.251124
4	AG142	0.746264	0.259003	3.720978	0.002616	-0.010402	0.266392
5	AG142	0.799921	0.410074	3.720978	0.026166	-0.016831	0.093147
6	AG142	0.742904	0.069298	3.720978	0.024726	0.004549	0.322586
7	AG142	0.755304	0.244342	3.720978	0.014517	-0.036800	0.268919
8	AG142	0.736707	0.442749	3.720978	-0.035463	0.016747	0.194392
9	AG142	0.753140	0.273532	3.720978	-0.034038	0.054579	0.342821
10	AG142	0.752756	0.427701	3.720978	0.001829	0.069173	0.208801
1	GD14	0.603727	0.036999	3.720978	0.014083	-0.005268	0.432237
2	GD14	0.642986	-0.252896	3.720978	0.081920	-0.005961	0.449219
3	GD14	0.636994	0.071975	3.720978	0.156304	-0.026541	0.304291
4	GD14	0.597107	-0.135329	3.720978	0.047669	-0.021172	0.556548
5	GD14	0.599303	0.010893	3.720978	0.076451	-0.014356	0.388168
6	GD14	0.596742	-0.024477	3.720978	0.165591	-0.043177	0.412591
7	GD14	0.609936	-0.069400	3.720978	0.083246	-0.012413	0.460365
8	GD14	0.628215	-0.090723	3.720978	0.063321	-0.044918	0.359725
9	GD14	0.632845	0.192257	3.720978	0.021505	-0.060217	0.372363
10	GD14	0.626005	-0.080433	3.720978	-0.115830	-0.067669	0.384860
1	GD15	0.612244	-0.250002	3.720978	-0.152541	-0.027622	0.162038
2	GD15	0.627204	-0.170172	3.720978	-0.049300	-0.023059	0.178292
3	GD15	0.613264	-0.181125	3.720978	0.073214	0.005471	0.228574
4	GD15	0.651218	-0.124251	3.720978	-0.110254	0.035220	0.203233
5	GD15	0.640712	-0.115024	3.720978	0.004544	0.024658	0.238782
6	GD15	0.535211	-0.083058	3.720978	-0.001487	-0.025753	0.261906
7	GD15	0.604198	0.185059	3.720978	-0.098602	-0.002507	0.215446
8	GD15	0.612045	-0.117960	3.720978	-0.046594	0.036364	0.320973
9	GD15	0.590049	-0.314272	3.720978	-0.029297	0.081433	0.374717
10	GD15	0.619796	-0.244305	3.720978	-0.110090	0.012421	0.364302
1	GD16	0.393860	0.149545	3.720978	-0.259444	-0.040372	0.158063
2	GD16	0.383627	0.224053	3.720978	0.070407	0.021656	0.141686
3	GD16	0.345343	0.155344	3.720978	0.188475	0.051925	0.035867
4	GD16	0.401996	0.081296	3.720978	-0.020891	0.040739	0.114515
5	GD16	0.385300	-0.078659	3.720978	-0.170268	-0.003443	0.264271
6	GD16	0.423321	-0.113475	3.720978	-0.003441	0.022022	0.152523
7	GD16	0.365280	0.069955	3.720978	-0.192918	0.017930	0.298942
8	GD16	0.342059	0.007963	3.720978	0.032574	0.045458	0.248224
9	GD16	0.348699	-0.058275	3.720978	-0.163482	0.025912	0.255033
10	GD16	0.373540	-0.128165	3.720978	0.004936	0.016388	0.263092
