rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB
1	AG111	0.007105	-0.129426	0.000000	0.036896	0.014636	-0.065951
2	AG111	-0.011506	-0.396901	0.000000	0.051039	0.033361	0.015081
3	AG111	0.004802	-0.480015	0.000000	-0.107215	-0.024057	-0.006358
4	AG111	-0.005361	-0.494327	0.000000	-0.076122	-0.094318	0.025887
5	AG111	-0.016192	-0.562821	0.000000	-0.038212	0.051104	-0.033746
6	AG111	-0.030986	-0.203954	0.000000	0.037710	0.084713	0.061422
7	AG111	-0.029356	-0.147154	0.000000	-0.051331	0.053069	-0.006933
8	AG111	0.010810	-0.380608	0.000000	-0.081253	0.059671	-0.021688
9	AG111	-0.039701	-0.578429	0.000000	-0.056870	0.062694	0.042061
10	AG111	-0.014357	-0.157477	0.000000	0.044366	0.022487	-0.010793
1	AG112	0.148798	0.255572	0.000000	0.092249	-0.026107	-0.024071
2	AG112	0.137428	-0.069472	0.000000	0.100173	-0.067280	0.004233
3	AG112	0.137659	-0.063080	0.000000	0.066972	-0.064166	0.002365
4	AG112	0.111848	-0.225120	0.000000	0.048328	-0.055965	-0.011747
5	AG112	0.161615	0.228714	0.000000	-0.131976	0.017886	0.047018
6	AG112	0.141650	0.259116	0.000000	0.071168	-0.031638	-0.019394
7	AG112	0.153570	0.256288	0.000000	0.054415	-0.059136	0.027709
8	AG112	0.121258	-0.110852	0.000000	0.098438	-0.066170	-0.024493
9	AG112	0.141817	-0.184141	0.000000	-0.084521	-0.074010	0.046240
10	AG112	0.170856	0.094297	0.000000	-0.054490	0.010878	0.050015
1	AG139	0.010397	0.155163	0.000000	0.047098	0.071338	0.038687
2	AG139	-0.052071	0.088993	0.000000	0.058197	0.018109	-0.025728
3	AG139	-0.066410	0.202435	0.000000	-0.113963	0.035149	-0.037619
4	AG139	-0.038832	-0.146525	0.000000	0.097655	-0.023889	-0.003062
5	AG139	-0.070967	-0.007907	0.000000	-0.086698	0.016740	-0.010975
6	AG139	-0.064236	-0.077174	0.000000	-0.153390	-0.019013	-0.000065
7	AG139	-0.056570	0.011971	0.000000	0.054258	-0.041963	-0.065161
8	AG139	-0.031600	0.088566	0.000000	0.074999	0.062339	-0.014749
9	AG139	-0.025629	-0.267390	0.000000	0.065895	-0.057894	-0.013881
10	AG139	-0.063461	0.059417	0.000000	-0.080878	0.014830	0.031230
1	AG142	0.170191	0.400704	0.000000	-0.047910	0.017960	0.017643
2	AG142	0.099571	0.149121	0.000000	-0.091932	-0.062819	-0.039668
3	AG142	0.129360	0.569140	0.000000	-0.002646	0.097339	0.035953
4	AG142	0.107981	0.466819	0.000000	0.115979	0.006629	-0.019753
5	AG142	0.164434	0.436923	0.000000	-0.025484	-0.005677	-0.004732
6	AG142	0.185559	0.397664	0.000000	-0.114811	0.022578	0.027753
7	AG142	0.176111	0.379813	0.000000	0.030041	0.035691	-0.022537
8	AG142	0.129389	0.453082	0.000000	-0.144905	-0.017152	0.025712
9	AG142	0.132948	0.364284	0.000000	-0.177880	-0.053878	-0.011641
10	AG142	0.157422	0.315959	0.000000	0.122457	-0.015414	0.011486
1	GD14	0.029924	-0.271901	0.000000	0.104440	-0.112844	0.027629
2	GD14	-0.027052	0.073232	0.000000	0.120859	-0.059789	0.056871
3	GD14	-0.003977	-0.091563	0.000000	0.008880	-0.138564	0.004002
4	GD14	0.015793	0.001882	0.000000	-0.147407	-0.152312	0.048455
5	GD14	0.006262	-0.106574	0.000000	-0.160699	-0.169167	0.036420
6	GD14	-0.038448	-0.015272	0.000000	-0.000171	-0.206306	0.024281
7	GD14	-0.014553	-0.045356	0.000000	0.010617	-0.045845	0.031259
8	GD14	0.017142	-0.346258	0.000000	0.026232	-0.167064	-0.010101
9	GD14	0.018232	-0.026134	0.000000	0.119453	-0.033444	0.035292
10	GD14	0.072970	0.017959	0.000000	-0.019005	-0.140477	0.008424
1	GD15	-0.032527	-0.115033	0.000000	0.071493	0.029202	0.045818
2	GD15	-0.030126	-0.184126	0.000000	-0.006458	-0.066631	0.003372
3	GD15	0.021314	0.000078	0.000000	-0.034146	0.054338	-0.068927
4	GD15	-0.011144	0.150585	0.000000	0.015435	0.157316	0.004276
5	GD15	0.020627	-0.008856	0.000000	-0.037765	-0.016378	-0.057488
6	GD15	0.021882	-0.106427	0.000000	-0.090974	0.061667	0.009446
7	GD15	0.015151	0.314255	0.000000	0.004851	0.086053	0.009104
8	GD15	-0.033853	0.031458	0.000000	-0.078449	-0.022360	0.012635
9	GD15	-0.006120	0.001918	0.000000	-0.030009	-0.010725	0.019153
10	GD15	0.001613	-0.159730	0.000000	0.082197	0.062328	0.026105
1	GD16	-0.276053	0.197688	0.000000	-0.038517	0.076134	-0.039884
2	GD16	-0.205588	0.142222	0.000000	-0.119629	0.088117	0.010800
3	GD16	-0.202543	0.243841	0.000000	0.030106	0.132595	0.023966
4	GD16	-0.257978	-0.086510	0.000000	0.038915	-0.013210	0.019709
5	GD16	-0.252278	0.248010	0.000000	0.027388	0.129614	0.028513
6	GD16	-0.185700	-0.065754	0.000000	0.027797	-0.041359	0.004733
7	GD16	-0.231469	-0.163521	0.000000	-0.056432	0.032202	0.012619
8	GD16	-0.227027	0.127001	0.000000	0.051305	0.122406	-0.024723
9	GD16	-0.237871	-0.068184	0.000000	-0.047694	0.042910	-0.009723
10	GD16	-0.234553	0.244808	0.000000	-0.006614	0.116415	0.006463
