parameter	value	se_sa	rse_sa
rhoS_pop	0.61271129296177185	0.04694812430798291	7.66235661840691495
eta_deltaSC_pop	0.00000000000000000		
rhoC_pop	5.63860126829305930	nan	nan
eta_rhoC_pop	0.00000000000000000		
eta_deltaCB_pop	0.00000000000000000		
rhoB_pop	0.28756104240143548	nan	nan
omega_rhoS	0.12092127545334613	0.03401482968620519	28.12973114836917077
omega_deltaSC	0.25810090125794599	0.14102401133236475	54.63910069474161446
b1	0.16956923924616707	0.02341797893024301	13.81027539803175230
b2	0.18867526802060333	0.02433710677849513	12.89893849565779682
b3	0.31962764139384858	0.05491147364383827	17.17982631426290396
