rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB
1	AG111	-0.013954	-0.345739	0.000000	0.000000	0.000000	0.000000
2	AG111	-0.021727	-0.089994	0.000000	0.000000	0.000000	0.000000
3	AG111	-0.027226	-0.051893	0.000000	0.000000	0.000000	0.000000
4	AG111	-0.028236	-0.196144	0.000000	0.000000	0.000000	0.000000
5	AG111	-0.014510	-0.423424	0.000000	0.000000	0.000000	0.000000
6	AG111	-0.041155	-0.198675	0.000000	0.000000	0.000000	0.000000
7	AG111	-0.003147	-0.384061	0.000000	0.000000	0.000000	0.000000
8	AG111	0.010442	-0.516099	0.000000	0.000000	0.000000	0.000000
9	AG111	-0.073580	-0.211518	0.000000	0.000000	0.000000	0.000000
10	AG111	0.006142	-0.414990	0.000000	0.000000	0.000000	0.000000
1	AG112	0.119593	0.448031	0.000000	0.000000	0.000000	0.000000
2	AG112	0.115942	0.196407	0.000000	0.000000	0.000000	0.000000
3	AG112	0.121610	0.398429	0.000000	0.000000	0.000000	0.000000
4	AG112	0.152818	0.066093	0.000000	0.000000	0.000000	0.000000
5	AG112	0.111926	-0.167604	0.000000	0.000000	0.000000	0.000000
6	AG112	0.100791	-0.062804	0.000000	0.000000	0.000000	0.000000
7	AG112	0.138566	0.107383	0.000000	0.000000	0.000000	0.000000
8	AG112	0.132032	0.355760	0.000000	0.000000	0.000000	0.000000
9	AG112	0.108919	0.011104	0.000000	0.000000	0.000000	0.000000
10	AG112	0.152581	0.434448	0.000000	0.000000	0.000000	0.000000
1	AG139	-0.035946	-0.041451	0.000000	0.000000	0.000000	0.000000
2	AG139	-0.038244	-0.203655	0.000000	0.000000	0.000000	0.000000
3	AG139	-0.081805	0.164227	0.000000	0.000000	0.000000	0.000000
4	AG139	-0.078960	-0.035916	0.000000	0.000000	0.000000	0.000000
5	AG139	-0.063196	0.205631	0.000000	0.000000	0.000000	0.000000
6	AG139	-0.028049	-0.103065	0.000000	0.000000	0.000000	0.000000
7	AG139	-0.064795	-0.237144	0.000000	0.000000	0.000000	0.000000
8	AG139	-0.071596	0.008360	0.000000	0.000000	0.000000	0.000000
9	AG139	-0.076043	-0.001406	0.000000	0.000000	0.000000	0.000000
10	AG139	-0.057007	-0.091042	0.000000	0.000000	0.000000	0.000000
1	AG142	0.150958	0.255214	0.000000	0.000000	0.000000	0.000000
2	AG142	0.151856	0.240854	0.000000	0.000000	0.000000	0.000000
3	AG142	0.121175	0.501570	0.000000	0.000000	0.000000	0.000000
4	AG142	0.143085	0.086725	0.000000	0.000000	0.000000	0.000000
5	AG142	0.143374	0.260945	0.000000	0.000000	0.000000	0.000000
6	AG142	0.151771	-0.115266	0.000000	0.000000	0.000000	0.000000
7	AG142	0.106280	0.295460	0.000000	0.000000	0.000000	0.000000
8	AG142	0.101154	0.206304	0.000000	0.000000	0.000000	0.000000
9	AG142	0.133768	0.002312	0.000000	0.000000	0.000000	0.000000
10	AG142	0.142058	0.006855	0.000000	0.000000	0.000000	0.000000
1	GD14	0.028929	-0.001450	0.000000	0.000000	0.000000	0.000000
2	GD14	0.024378	0.208415	0.000000	0.000000	0.000000	0.000000
3	GD14	0.051084	0.185611	0.000000	0.000000	0.000000	0.000000
4	GD14	-0.003702	0.130189	0.000000	0.000000	0.000000	0.000000
5	GD14	0.049905	0.027428	0.000000	0.000000	0.000000	0.000000
6	GD14	0.018358	0.490497	0.000000	0.000000	0.000000	0.000000
7	GD14	0.111651	-0.059177	0.000000	0.000000	0.000000	0.000000
8	GD14	0.081538	0.184302	0.000000	0.000000	0.000000	0.000000
9	GD14	0.043512	0.095310	0.000000	0.000000	0.000000	0.000000
10	GD14	0.047056	0.259687	0.000000	0.000000	0.000000	0.000000
1	GD15	-0.042749	-0.226217	0.000000	0.000000	0.000000	0.000000
2	GD15	-0.043340	-0.249017	0.000000	0.000000	0.000000	0.000000
3	GD15	0.006011	0.041658	0.000000	0.000000	0.000000	0.000000
4	GD15	0.011288	-0.363429	0.000000	0.000000	0.000000	0.000000
5	GD15	-0.023499	-0.189264	0.000000	0.000000	0.000000	0.000000
6	GD15	-0.042127	0.010295	0.000000	0.000000	0.000000	0.000000
7	GD15	0.033005	0.020308	0.000000	0.000000	0.000000	0.000000
8	GD15	0.006443	-0.563466	0.000000	0.000000	0.000000	0.000000
9	GD15	0.012942	-0.426265	0.000000	0.000000	0.000000	0.000000
10	GD15	-0.004627	-0.254838	0.000000	0.000000	0.000000	0.000000
1	GD16	-0.164175	-0.485395	0.000000	0.000000	0.000000	0.000000
2	GD16	-0.230715	-0.038151	0.000000	0.000000	0.000000	0.000000
3	GD16	-0.295776	-0.167231	0.000000	0.000000	0.000000	0.000000
4	GD16	-0.254761	-0.076348	0.000000	0.000000	0.000000	0.000000
5	GD16	-0.223430	-0.007141	0.000000	0.000000	0.000000	0.000000
6	GD16	-0.232282	-0.253736	0.000000	0.000000	0.000000	0.000000
7	GD16	-0.284908	0.031158	0.000000	0.000000	0.000000	0.000000
8	GD16	-0.272781	0.007592	0.000000	0.000000	0.000000	0.000000
9	GD16	-0.251478	0.006901	0.000000	0.000000	0.000000	0.000000
10	GD16	-0.204973	-0.327023	0.000000	0.000000	0.000000	0.000000
