rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB	eta_S0	eta_T0
1	AG111	-0.026357	-0.181551	0.000000	0.000000	-0.009927	0.000000	0.003541	0.009979
2	AG111	0.033150	-0.395624	0.000000	0.000000	-0.000083	0.000000	-0.022406	-0.021069
3	AG111	-0.011634	-0.569577	0.000000	0.000000	0.090103	0.000000	-0.029256	0.042354
4	AG111	-0.003110	-0.630993	0.000000	0.000000	0.101488	0.000000	-0.016946	0.027465
5	AG111	0.009139	-0.219196	0.000000	0.000000	0.057210	0.000000	0.001421	0.018546
6	AG111	-0.047814	-0.153601	0.000000	0.000000	0.069940	0.000000	0.004067	-0.005925
7	AG111	0.021899	-0.419621	0.000000	0.000000	0.066759	0.000000	-0.005229	-0.032488
8	AG111	0.013599	-0.224383	0.000000	0.000000	0.123124	0.000000	-0.002349	-0.012764
9	AG111	-0.063576	-0.308507	0.000000	0.000000	0.045394	0.000000	0.010919	0.051770
10	AG111	-0.020785	-0.357597	0.000000	0.000000	0.114588	0.000000	-0.011318	-0.003702
1	AG112	0.123490	0.101401	0.000000	0.000000	0.012134	0.000000	0.022944	0.030003
2	AG112	0.136062	0.183381	0.000000	0.000000	0.027072	0.000000	-0.005468	0.057423
3	AG112	0.114625	-0.035088	0.000000	0.000000	-0.053204	0.000000	0.060403	0.006950
4	AG112	0.115472	0.312358	0.000000	0.000000	-0.081717	0.000000	0.034284	0.040565
5	AG112	0.135774	0.067716	0.000000	0.000000	-0.100840	0.000000	0.027965	0.033962
6	AG112	0.146796	0.265532	0.000000	0.000000	-0.000144	0.000000	-0.014478	-0.008443
7	AG112	0.136148	0.164770	0.000000	0.000000	-0.074431	0.000000	0.029434	0.038235
8	AG112	0.153067	-0.159789	0.000000	0.000000	-0.116957	0.000000	-0.013227	0.020861
9	AG112	0.150342	0.118243	0.000000	0.000000	-0.009952	0.000000	0.018448	-0.060601
10	AG112	0.095262	0.485054	0.000000	0.000000	-0.035955	0.000000	-0.004804	-0.027741
1	AG139	-0.056975	-0.062922	0.000000	0.000000	0.067359	0.000000	0.005466	-0.007491
2	AG139	-0.036160	0.249359	0.000000	0.000000	0.086357	0.000000	-0.016719	0.005550
3	AG139	-0.040352	-0.170284	0.000000	0.000000	-0.073747	0.000000	0.011543	-0.001682
4	AG139	-0.018551	-0.140912	0.000000	0.000000	0.074256	0.000000	-0.020290	0.025201
5	AG139	-0.058777	-0.237502	0.000000	0.000000	-0.072429	0.000000	0.018183	-0.007475
