rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB
1	AG111	0.057014	-0.353042	0.000000	0.000000	-0.045352	-0.286897
2	AG111	-0.017787	-0.789941	0.000000	0.000000	-0.006013	-0.152085
3	AG111	-0.002511	-0.120458	0.000000	0.000000	-0.166061	0.026265
4	AG111	-0.016768	-0.450398	0.000000	0.000000	0.066822	-0.157703
5	AG111	0.014124	-0.709988	0.000000	0.000000	0.082272	-0.168094
6	AG111	0.025539	-0.356191	0.000000	0.000000	-0.151411	-0.128541
7	AG111	0.020633	-0.160088	0.000000	0.000000	0.097808	-0.089249
8	AG111	0.002389	-0.685016	0.000000	0.000000	0.090265	-0.122047
9	AG111	0.008354	-0.629284	0.000000	0.000000	0.221859	0.023136
10	AG111	-0.022668	-0.306820	0.000000	0.000000	-0.060337	-0.087457
1	AG112	0.139227	-0.102211	0.000000	0.000000	-0.092426	0.110403
2	AG112	0.131420	-0.038414	0.000000	0.000000	0.067536	0.153502
3	AG112	0.135686	-0.237165	0.000000	0.000000	-0.077411	0.240125
4	AG112	0.120064	-0.233104	0.000000	0.000000	0.096437	0.246172
5	AG112	0.122215	0.436502	0.000000	0.000000	-0.460098	-0.117207
6	AG112	0.152096	-0.270070	0.000000	0.000000	-0.034998	0.079620
7	AG112	0.139857	-0.015341	0.000000	0.000000	0.004188	0.144367
8	AG112	0.133436	0.112991	0.000000	0.000000	-0.011018	0.083817
9	AG112	0.127199	-0.026529	0.000000	0.000000	-0.065318	0.045964
10	AG112	0.121891	0.059696	0.000000	0.000000	-0.124353	0.160631
1	AG139	-0.061162	0.007982	0.000000	0.000000	0.033873	0.019731
2	AG139	-0.053640	0.311553	0.000000	0.000000	0.116166	-0.016124
3	AG139	-0.027616	-0.191275	0.000000	0.000000	0.167254	0.148161
4	AG139	-0.086196	0.498113	0.000000	0.000000	0.092692	-0.031671
5	AG139	-0.005888	0.206994	0.000000	0.000000	0.167729	-0.149953
6	AG139	-0.026921	0.080657	0.000000	0.000000	0.187620	-0.067052
7	AG139	-0.053468	0.116459	0.000000	0.000000	0.147878	-0.035800
8	AG139	-0.012309	-0.080707	0.000000	0.000000	0.176794	-0.015920
9	AG139	-0.043236	0.012861	0.000000	0.000000	-0.260228	-0.010603
10	AG139	-0.019284	-0.018999	0.000000	0.000000	0.154724	-0.109974
1	AG142	0.102353	0.854493	0.000000	0.000000	0.068245	0.112664
2	AG142	0.146011	0.762012	0.000000	0.000000	0.079100	0.006800
3	AG142	0.182302	0.473861	0.000000	0.000000	0.188331	0.050222
4	AG142	0.159299	0.502315	0.000000	0.000000	0.102920	0.022767
5	AG142	0.124670	0.175559	0.000000	0.000000	0.150851	0.018634
6	AG142	0.110879	0.826024	0.000000	0.000000	0.028543	0.003701
7	AG142	0.220852	-0.054565	0.000000	0.000000	0.320850	0.140818
8	AG142	0.101671	0.418586	0.000000	0.000000	0.365227	0.209243
9	AG142	0.153243	0.497359	0.000000	0.000000	0.141357	0.034698
10	AG142	0.142196	0.387737	0.000000	0.000000	0.048180	0.101249
1	GD14	0.050210	-0.107466	0.000000	0.000000	-0.021678	0.150373
2	GD14	0.011775	-0.021140	0.000000	0.000000	0.223873	0.216531
3	GD14	0.024033	0.309476	0.000000	0.000000	0.158524	0.137995
4	GD14	-0.023610	0.103926	0.000000	0.000000	-0.071102	0.157312
5	GD14	-0.000322	0.105311	0.000000	0.000000	0.021432	0.121376
6	GD14	-0.018409	-0.010972	0.000000	0.000000	-0.010892	0.205964
7	GD14	0.012712	0.022038	0.000000	0.000000	-0.016533	0.180240
8	GD14	-0.003803	0.253331	0.000000	0.000000	0.008136	0.098328
9	GD14	-0.005114	-0.064925	0.000000	0.000000	-0.143268	0.230361
10	GD14	0.077086	-0.108578	0.000000	0.000000	-0.204455	0.110894
1	GD15	0.030563	-0.080058	0.000000	0.000000	0.037029	-0.133356
2	GD15	0.014482	0.317876	0.000000	0.000000	0.038748	-0.131747
3	GD15	0.011736	-0.200549	0.000000	0.000000	0.135540	0.026101
4	GD15	-0.053518	0.057754	0.000000	0.000000	0.070100	-0.134111
5	GD15	-0.010551	0.056650	0.000000	0.000000	0.144400	-0.054809
6	GD15	-0.008099	0.294391	0.000000	0.000000	0.102687	-0.079605
7	GD15	-0.028764	0.292697	0.000000	0.000000	0.103598	-0.081304
8	GD15	0.034995	-0.188477	0.000000	0.000000	0.104478	-0.150815
9	GD15	-0.028406	0.092757	0.000000	0.000000	0.431340	0.062542
10	GD15	-0.022310	0.012207	0.000000	0.000000	0.074408	-0.115120
1	GD16	-0.200643	0.076920	0.000000	0.000000	0.160995	-0.130850
2	GD16	-0.253970	0.068493	0.000000	0.000000	0.111310	-0.121757
3	GD16	-0.253186	0.084053	0.000000	0.000000	0.286379	-0.150987
4	GD16	-0.208282	-0.145080	0.000000	0.000000	0.189182	-0.080344
5	GD16	-0.210646	0.232375	0.000000	0.000000	0.239065	-0.101145
6	GD16	-0.221127	0.031839	0.000000	0.000000	0.487563	-0.042477
7	GD16	-0.208037	-0.128285	0.000000	0.000000	0.044594	-0.041389
8	GD16	-0.256110	0.427975	0.000000	0.000000	0.148323	-0.190131
9	GD16	-0.240689	0.022236	0.000000	0.000000	0.409959	-0.117575
10	GD16	-0.209163	0.151725	0.000000	0.000000	0.083088	-0.121431
