rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB
1	AG111	0.567268	-0.857423	5.576853	0.000000	0.000000	0.290267
2	AG111	0.600873	-0.690082	5.576853	0.000000	0.000000	0.290267
3	AG111	0.622853	-0.393489	5.576853	0.000000	0.000000	0.290267
4	AG111	0.586185	-0.620800	5.576853	0.000000	0.000000	0.290267
5	AG111	0.633953	-0.277051	5.576853	0.000000	0.000000	0.290267
6	AG111	0.620298	-0.446184	5.576853	0.000000	0.000000	0.290267
7	AG111	0.625489	-0.953818	5.576853	0.000000	0.000000	0.290267
8	AG111	0.556125	-0.221877	5.576853	0.000000	0.000000	0.290267
9	AG111	0.645921	-0.451988	5.576853	0.000000	0.000000	0.290267
10	AG111	0.661148	-0.477174	5.576853	0.000000	0.000000	0.290267
1	AG112	0.771476	0.149994	5.576853	0.000000	0.000000	0.290267
2	AG112	0.748180	0.359102	5.576853	0.000000	0.000000	0.290267
3	AG112	0.761924	0.157191	5.576853	0.000000	0.000000	0.290267
4	AG112	0.739338	0.371239	5.576853	0.000000	0.000000	0.290267
5	AG112	0.814930	-0.147141	5.576853	0.000000	0.000000	0.290267
6	AG112	0.765690	-0.027849	5.576853	0.000000	0.000000	0.290267
7	AG112	0.700773	0.223662	5.576853	0.000000	0.000000	0.290267
8	AG112	0.741594	0.271787	5.576853	0.000000	0.000000	0.290267
9	AG112	0.791638	0.233873	5.576853	0.000000	0.000000	0.290267
10	AG112	0.755512	-0.032029	5.576853	0.000000	0.000000	0.290267
1	AG139	0.580101	-0.068001	5.576853	0.000000	0.000000	0.290267
2	AG139	0.580760	-0.134136	5.576853	0.000000	0.000000	0.290267
3	AG139	0.588017	0.125035	5.576853	0.000000	0.000000	0.290267
4	AG139	0.570416	0.054829	5.576853	0.000000	0.000000	0.290267
5	AG139	0.564132	0.075657	5.576853	0.000000	0.000000	0.290267
6	AG139	0.594234	0.154463	5.576853	0.000000	0.000000	0.290267
7	AG139	0.560555	-0.245100	5.576853	0.000000	0.000000	0.290267
8	AG139	0.605715	-0.288182	5.576853	0.000000	0.000000	0.290267
9	AG139	0.554784	0.072134	5.576853	0.000000	0.000000	0.290267
10	AG139	0.547297	-0.089616	5.576853	0.000000	0.000000	0.290267
1	AG142	0.758825	-0.022402	5.576853	0.000000	0.000000	0.290267
2	AG142	0.743999	0.292720	5.576853	0.000000	0.000000	0.290267
3	AG142	0.791306	0.162830	5.576853	0.000000	0.000000	0.290267
4	AG142	0.705358	0.257061	5.576853	0.000000	0.000000	0.290267
5	AG142	0.746429	0.296503	5.576853	0.000000	0.000000	0.290267
6	AG142	0.733982	0.005035	5.576853	0.000000	0.000000	0.290267
7	AG142	0.725637	-0.001323	5.576853	0.000000	0.000000	0.290267
8	AG142	0.726026	0.188404	5.576853	0.000000	0.000000	0.290267
9	AG142	0.697160	0.394951	5.576853	0.000000	0.000000	0.290267
10	AG142	0.756062	0.361007	5.576853	0.000000	0.000000	0.290267
1	GD14	0.644290	0.080147	5.576853	0.000000	0.000000	0.290267
2	GD14	0.675311	0.046367	5.576853	0.000000	0.000000	0.290267
3	GD14	0.663589	0.084692	5.576853	0.000000	0.000000	0.290267
4	GD14	0.643273	0.220536	5.576853	0.000000	0.000000	0.290267
5	GD14	0.664376	0.169952	5.576853	0.000000	0.000000	0.290267
6	GD14	0.660523	0.157980	5.576853	0.000000	0.000000	0.290267
7	GD14	0.678611	0.027882	5.576853	0.000000	0.000000	0.290267
8	GD14	0.684297	0.291594	5.576853	0.000000	0.000000	0.290267
9	GD14	0.681524	-0.052956	5.576853	0.000000	0.000000	0.290267
10	GD14	0.707058	0.200856	5.576853	0.000000	0.000000	0.290267
1	GD15	0.625060	-0.281792	5.576853	0.000000	0.000000	0.290267
2	GD15	0.580705	-0.029164	5.576853	0.000000	0.000000	0.290267
3	GD15	0.574982	-0.016288	5.576853	0.000000	0.000000	0.290267
4	GD15	0.614628	-0.147372	5.576853	0.000000	0.000000	0.290267
5	GD15	0.582903	-0.420400	5.576853	0.000000	0.000000	0.290267
6	GD15	0.575613	-0.029022	5.576853	0.000000	0.000000	0.290267
7	GD15	0.572584	-0.225416	5.576853	0.000000	0.000000	0.290267
8	GD15	0.598783	0.206375	5.576853	0.000000	0.000000	0.290267
9	GD15	0.578999	-0.133497	5.576853	0.000000	0.000000	0.290267
10	GD15	0.583670	-0.019296	5.576853	0.000000	0.000000	0.290267
1	GD16	0.380934	-0.094302	5.576853	0.000000	0.000000	0.290267
2	GD16	0.386925	-0.478502	5.576853	0.000000	0.000000	0.290267
3	GD16	0.358446	-0.186570	5.576853	0.000000	0.000000	0.290267
4	GD16	0.368371	-0.112497	5.576853	0.000000	0.000000	0.290267
5	GD16	0.359823	-0.236699	5.576853	0.000000	0.000000	0.290267
6	GD16	0.364853	-0.343722	5.576853	0.000000	0.000000	0.290267
7	GD16	0.406028	-0.392440	5.576853	0.000000	0.000000	0.290267
8	GD16	0.344250	-0.129539	5.576853	0.000000	0.000000	0.290267
9	GD16	0.333698	-0.085003	5.576853	0.000000	0.000000	0.290267
10	GD16	0.373800	0.156838	5.576853	0.000000	0.000000	0.290267
