parameter	value	se_sa	rse_sa
rhoS_pop	0.61250455560897488	0.04616392519378813	7.53691132107421335
eta_deltaSC_pop	0.00000000000000000		
rhoC_pop	3.86903637851337479	nan	nan
eta_rhoC_pop	0.00000000000000000		
eta_deltaCB_pop	0.00000000000000000		
rhoB_pop	0.26458540884765080	nan	nan
omega_rhoS	0.11871663748960949	0.03372059869538604	28.40427374666620253
omega_deltaSC	0.25176262326983945	0.14543503496034058	57.76673005367566560
omega_rhoC	0.12343963308019333	0.13709052152064091	111.05875649482787537
omega_deltaCB	0.07582797378753280	0.04895543427115403	64.56117950391944760
b1	0.16431040428988067	0.02167025211862856	13.18860617030516380
b2	0.17813123584716034	0.02327199388188884	13.06452165517821484
b3	0.28233620201118043	0.05008031186450593	17.73782869776039561
