rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB
1	AG111	0.624777	-0.334708	3.465157	-0.099425	0.161013	0.333813
2	AG111	0.572864	-0.341445	3.465157	-0.098054	-0.010342	0.213692
3	AG111	0.569767	-0.140095	3.465157	0.010260	0.078159	0.299501
4	AG111	0.588463	0.178480	3.465157	0.000364	0.049964	0.149338
5	AG111	0.570631	-0.215516	3.465157	-0.130799	-0.021552	0.294727
6	AG111	0.608444	0.007008	3.465157	-0.082972	0.099571	0.259099
7	AG111	0.615226	0.029956	3.465157	-0.046917	0.112080	0.269614
8	AG111	0.582453	0.058209	3.465157	0.101409	0.075561	0.201083
9	AG111	0.604695	-0.298850	3.465157	-0.194084	0.039804	0.249356
10	AG111	0.612347	-0.139118	3.465157	-0.000182	0.104658	0.223874
1	AG112	0.746109	0.105635	3.465157	0.024453	-0.000188	0.316068
2	AG112	0.699300	0.002497	3.465157	0.036123	-0.062543	0.285793
3	AG112	0.812998	-0.084213	3.465157	0.086583	-0.065426	0.264411
4	AG112	0.762973	-0.105638	3.465157	-0.062705	-0.073137	0.262664
5	AG112	0.762489	-0.130031	3.465157	-0.087853	-0.139114	0.219134
6	AG112	0.767558	0.168011	3.465157	0.029625	0.031215	0.265411
7	AG112	0.696096	0.237051	3.465157	-0.011173	-0.107395	0.221102
8	AG112	0.736920	0.203744	3.465157	0.105629	0.017097	0.260494
9	AG112	0.719013	-0.228929	3.465157	-0.085154	-0.041611	0.389018
10	AG112	0.743546	-0.097690	3.465157	0.063829	-0.054716	0.264163
1	AG139	0.567033	0.310103	3.465157	-0.133445	0.085502	0.278850
2	AG139	0.580877	0.268988	3.465157	0.025707	0.017729	0.262787
3	AG139	0.575602	0.347098	3.465157	-0.074347	-0.016868	0.194905
4	AG139	0.579810	0.087543	3.465157	-0.022490	0.059364	0.227696
5	AG139	0.600066	0.028162	3.465157	-0.029612	0.004119	0.231081
6	AG139	0.565269	-0.322044	3.465157	0.246324	0.023312	0.324979
7	AG139	0.541158	-0.057257	3.465157	0.157684	0.079734	0.309869
8	AG139	0.553714	0.149260	3.465157	-0.020638	0.035797	0.307257
9	AG139	0.571376	0.024118	3.465157	0.016405	0.095542	0.271884
10	AG139	0.576365	0.183212	3.465157	0.105207	0.077903	0.237216
1	AG142	0.754323	0.287918	3.465157	-0.029829	0.088478	0.260181
2	AG142	0.754410	0.102240	3.465157	0.131119	0.054860	0.217342
3	AG142	0.760864	0.533541	3.465157	0.000863	0.080890	0.273652
4	AG142	0.731262	0.583082	3.465157	0.063204	0.069699	0.251716
5	AG142	0.721567	0.241477	3.465157	-0.027001	-0.003747	0.306184
6	AG142	0.761798	0.156230	3.465157	-0.257511	0.077678	0.317985
7	AG142	0.776266	0.525634	3.465157	0.000866	0.065581	0.291968
8	AG142	0.762534	0.337523	3.465157	-0.137302	0.035520	0.278781
9	AG142	0.787759	0.241082	3.465157	0.025126	0.029997	0.279316
10	AG142	0.743940	0.647532	3.465157	-0.071761	0.064603	0.285431
1	GD14	0.659246	0.259042	3.465157	-0.090454	-0.103648	0.302651
2	GD14	0.628338	0.023707	3.465157	0.129156	-0.065984	0.359840
3	GD14	0.638661	-0.029706	3.465157	0.044030	-0.105268	0.271897
4	GD14	0.603073	0.116398	3.465157	0.104515	-0.091466	0.286333
5	GD14	0.649199	-0.129713	3.465157	0.038531	-0.206222	0.190221
6	GD14	0.637840	-0.210867	3.465157	0.058879	-0.129254	0.260072
7	GD14	0.629871	-0.309911	3.465157	0.175281	-0.041921	0.329303
8	GD14	0.646630	0.012994	3.465157	0.059605	-0.096236	0.208028
9	GD14	0.636993	0.092250	3.465157	0.071619	-0.070457	0.281527
10	GD14	0.639397	-0.195363	3.465157	-0.121596	-0.129034	0.318768
1	GD15	0.639100	0.074948	3.465157	-0.111923	-0.040162	0.232961
2	GD15	0.605554	-0.138389	3.465157	0.130227	0.078458	0.225933
3	GD15	0.600561	-0.167762	3.465157	0.071724	0.083067	0.305045
4	GD15	0.599184	0.025848	3.465157	-0.026591	0.080525	0.293012
5	GD15	0.636446	-0.216324	3.465157	-0.056602	0.037528	0.292644
6	GD15	0.622065	-0.053227	3.465157	-0.038286	0.108548	0.361735
7	GD15	0.595768	-0.194008	3.465157	0.073143	0.118946	0.352110
8	GD15	0.585347	0.222403	3.465157	-0.072873	0.061323	0.242914
9	GD15	0.589198	-0.016579	3.465157	-0.106421	0.006472	0.271509
10	GD15	0.544313	-0.093670	3.465157	-0.056560	-0.046221	0.200544
1	GD16	0.364834	0.233326	3.465157	-0.042252	0.150952	0.250503
2	GD16	0.317579	0.261326	3.465157	0.102472	0.041507	0.228478
3	GD16	0.357381	-0.155903	3.465157	-0.086484	0.054264	0.308309
4	GD16	0.442942	-0.058692	3.465157	-0.073384	0.046968	0.149292
5	GD16	0.369851	0.209698	3.465157	0.045198	0.066904	0.208428
6	GD16	0.388796	-0.030304	3.465157	0.001541	0.162051	0.334125
7	GD16	0.359056	0.039342	3.465157	-0.058475	0.084767	0.234038
8	GD16	0.437013	-0.054456	3.465157	-0.083204	0.080838	0.285781
9	GD16	0.330298	0.202875	3.465157	0.048880	-0.016644	0.188941
10	GD16	0.392753	0.039424	3.465157	-0.082941	0.040777	0.323152
