rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB	S0	T0
1	AG111	0.654371	-0.387530	3.558333	0.000000	-0.000031	0.235599	23315.349672	25281.788652
2	AG111	0.598635	-0.320197	3.558333	0.000000	0.009458	0.235599	23186.021882	24744.989608
3	AG111	0.606418	-0.152508	3.558333	0.000000	0.036812	0.235599	24188.218294	24337.231123
4	AG111	0.628872	-0.391342	3.558333	0.000000	-0.028475	0.235599	23261.026648	25045.443740
5	AG111	0.581893	-0.355885	3.558333	0.000000	0.060005	0.235599	23920.608908	25242.501227
6	AG111	0.608706	-0.147309	3.558333	0.000000	0.018645	0.235599	24043.192078	24120.290592
7	AG111	0.662064	0.006504	3.558333	0.000000	0.138308	0.235599	22654.276519	23229.125215
8	AG111	0.596690	-0.281329	3.558333	0.000000	0.000359	0.235599	22866.770700	25803.391670
9	AG111	0.601110	-0.079424	3.558333	0.000000	0.083584	0.235599	23291.975977	25037.670119
10	AG111	0.622714	-0.123285	3.558333	0.000000	0.074105	0.235599	23595.446869	25280.408035
1	AG112	0.775328	0.082252	3.558333	0.000000	-0.033937	0.235599	23748.779085	25354.832892
2	AG112	0.747404	0.024970	3.558333	0.000000	-0.055119	0.235599	23271.034735	25185.011014
3	AG112	0.752251	-0.049377	3.558333	0.000000	-0.056804	0.235599	23728.219265	25388.855865
4	AG112	0.797653	0.011950	3.558333	0.000000	-0.018746	0.235599	24162.945437	24576.193281
5	AG112	0.754736	0.089357	3.558333	0.000000	-0.074867	0.235599	24419.455577	24406.084332
6	AG112	0.772172	0.102814	3.558333	0.000000	0.063201	0.235599	22686.923680	25045.747868
7	AG112	0.823811	0.059050	3.558333	0.000000	0.058142	0.235599	22287.899837	24397.822723
8	AG112	0.868456	0.270988	3.558333	0.000000	0.051789	0.235599	24198.436847	24629.929332
9	AG112	0.789778	0.116679	3.558333	0.000000	-0.103984	0.235599	23758.480918	24872.682268
10	AG112	0.764621	0.107773	3.558333	0.000000	-0.046233	0.235599	22667.476597	25271.886410
1	AG139	0.579392	0.193853	3.558333	0.000000	0.103618	0.235599	24342.890351	24440.197028
2	AG139	0.593696	0.027259	3.558333	0.000000	-0.057870	0.235599	23662.221059	25449.173328
3	AG139	0.616436	-0.103273	3.558333	0.000000	0.011151	0.235599	23953.846549	24191.353845
4	AG139	0.616081	-0.067615	3.558333	0.000000	0.000044	0.235599	23859.167620	24524.481979
5	AG139	0.594275	-0.002419	3.558333	0.000000	0.059845	0.235599	23748.131512	25412.612361
6	AG139	0.571356	0.205674	3.558333	0.000000	0.011270	0.235599	25293.951650	24744.567226
7	AG139	0.617283	0.078048	3.558333	0.000000	0.069321	0.235599	22629.327633	25161.807435
8	AG139	0.630295	-0.099751	3.558333	0.000000	0.026223	0.235599	23591.225518	24943.936797
9	AG139	0.607668	-0.024043	3.558333	0.000000	0.090495	0.235599	23112.093311	24899.618344
10	AG139	0.617998	-0.232353	3.558333	0.000000	-0.124571	0.235599	23694.185682	24921.121431
1	AG142	0.748685	0.222438	3.558333	0.000000	-0.024750	0.235599	23956.553658	25337.785393
2	AG142	0.739237	0.141780	3.558333	0.000000	0.008871	0.235599	24199.162753	25294.873254
3	AG142	0.784685	0.092051	3.558333	0.000000	0.034973	0.235599	22786.539937	24462.608547
4	AG142	0.762342	0.182082	3.558333	0.000000	0.063922	0.235599	23898.804557	25907.965994
5	AG142	0.795502	0.381061	3.558333	0.000000	-0.012081	0.235599	23395.182744	23962.572675
6	AG142	0.736703	0.234237	3.558333	0.000000	0.131687	0.235599	24089.520121	25655.966616
7	AG142	0.745536	0.284778	3.558333	0.000000	0.009087	0.235599	24548.107765	24091.788072
8	AG142	0.763903	0.473893	3.558333	0.000000	0.063037	0.235599	23118.941984	25218.223040
9	AG142	0.761544	0.297943	3.558333	0.000000	0.006482	0.235599	23795.215313	25072.765940
10	AG142	0.818273	0.256332	3.558333	0.000000	0.064767	0.235599	23448.840481	23863.346120
1	GD14	0.688004	-0.123554	3.558333	0.000000	-0.127341	0.235599	22333.763505	24598.832821
2	GD14	0.681172	-0.039474	3.558333	0.000000	-0.126514	0.235599	24139.075438	24361.212610
3	GD14	0.610964	0.125451	3.558333	0.000000	-0.147965	0.235599	23753.493223	24205.805954
4	GD14	0.685713	0.032764	3.558333	0.000000	-0.087743	0.235599	23931.008112	24314.719126
5	GD14	0.681749	-0.069193	3.558333	0.000000	-0.115054	0.235599	23686.468171	24394.057001
6	GD14	0.647033	0.091662	3.558333	0.000000	-0.145101	0.235599	23513.370351	24347.568154
7	GD14	0.623449	-0.074925	3.558333	0.000000	-0.180554	0.235599	23635.006898	24881.060286
8	GD14	0.612422	-0.062323	3.558333	0.000000	-0.183411	0.235599	24084.006206	24801.696926
9	GD14	0.608104	0.054733	3.558333	0.000000	-0.164332	0.235599	23834.991104	23464.740931
10	GD14	0.629901	0.031098	3.558333	0.000000	-0.120747	0.235599	23284.925728	24412.248695
1	GD15	0.633350	0.000025	3.558333	0.000000	-0.001340	0.235599	23031.056052	24290.308833
2	GD15	0.638015	-0.224168	3.558333	0.000000	-0.039539	0.235599	23656.296466	24113.394658
3	GD15	0.594478	-0.318280	3.558333	0.000000	-0.022750	0.235599	23426.936688	25087.987535
4	GD15	0.608979	-0.233018	3.558333	0.000000	0.024588	0.235599	23343.930957	25394.909384
5	GD15	0.670407	-0.004053	3.558333	0.000000	0.125081	0.235599	22753.676151	24002.757661
6	GD15	0.607981	0.304532	3.558333	0.000000	-0.065916	0.235599	23659.050098	24511.184974
7	GD15	0.590704	0.105411	3.558333	0.000000	0.058600	0.235599	24303.969624	24581.938201
8	GD15	0.614208	0.101671	3.558333	0.000000	0.096527	0.235599	23709.499941	26124.894009
9	GD15	0.606750	-0.358367	3.558333	0.000000	0.059535	0.235599	23554.942736	24972.657490
10	GD15	0.627164	0.106007	3.558333	0.000000	0.103224	0.235599	23021.062638	25115.277143
1	GD16	0.405967	0.013811	3.558333	0.000000	0.027064	0.235599	23677.765190	25116.667692
