rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB	eta_S0	eta_T0
1	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.302385	-0.405253
2	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.101139	0.014651
3	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.025428	-0.303584
4	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.086536	-0.082353
5	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.390206	-0.493556
6	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.141473	-0.314675
7	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.126465	-0.293626
8	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.115710	-0.104649
9	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.052793	-0.297906
10	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.152553	-0.060707
1	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.338981	0.404214
2	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.183996	0.663157
3	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.082166	0.346902
4	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.046578	0.090943
5	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.249770	0.113581
6	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.099582	0.168601
7	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.379736	0.272472
8	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.367327	0.302676
9	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.230396	0.311407
10	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.489297	0.433636
1	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.452130	-0.102096
2	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.018439	-0.209940
3	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.128280	-0.428730
4	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.285413	-0.059777
5	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.334076	-0.093017
6	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.445686	-0.048520
7	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.245451	-0.162990
8	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.206876	-0.322721
9	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.071848	-0.128040
10	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.660574	-0.325337
1	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.678334	0.036632
2	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.151331	0.409229
3	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.514934	0.385514
4	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.526388	0.089699
5	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.271806	0.404841
6	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.139440	-0.142915
7	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.566982	0.002092
8	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.432281	0.290505
9	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.275276	0.027650
10	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.372165	0.096105
1	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.016983	0.462098
2	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.018102	0.349389
3	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.198575	0.324535
4	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006317	0.403786
5	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.066439	0.480769
6	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.323527	0.395964
7	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.096579	0.482946
8	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.018868	0.439929
9	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.119707	0.205324
10	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.226044	0.330202
1	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.087163	-0.374843
2	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.089847	-0.277023
3	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005712	-0.354075
4	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.272288	0.069762
5	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.034871	-0.168294
6	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.129731	-0.388738
7	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.135623	-0.124100
8	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.181776	-0.251761
9	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.423840	-0.112719
10	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.136340	-0.089208
1	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.665603	-0.606856
2	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.816099	-0.281969
3	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.296636	-0.270597
4	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.311477	-0.355242
5	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.854162	-0.374101
6	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.387875	-0.727340
7	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.400341	-0.693297
8	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.114062	-0.380346
9	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.471516	-0.254778
10	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.199447	-0.537292
