rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB
1	AG111	0.588493	-0.026051	3.618011	-0.222350	-0.042308	0.205103
2	AG111	0.578546	-0.417185	3.618011	-0.029428	0.008461	0.186303
3	AG111	0.595639	-0.156497	3.618011	0.083930	-0.044615	0.174544
4	AG111	0.633893	-0.115597	3.618011	0.029570	0.058506	0.193869
5	AG111	0.573728	-0.520955	3.618011	0.020430	-0.113966	0.176480
6	AG111	0.551165	0.036366	3.618011	-0.260474	-0.036355	0.241374
7	AG111	0.604352	-0.060378	3.618011	0.063106	0.109441	0.112489
8	AG111	0.517418	-0.178099	3.618011	-0.046660	0.038487	0.219782
9	AG111	0.603031	-0.365084	3.618011	-0.158969	0.079018	0.175466
10	AG111	0.619963	-0.371648	3.618011	-0.358857	-0.138865	0.283919
1	AG112	0.761508	-0.009411	3.618011	-0.033497	-0.099237	0.247270
2	AG112	0.774606	-0.119295	3.618011	0.018857	-0.011251	0.274280
3	AG112	0.733264	0.234083	3.618011	-0.044486	-0.053798	0.322144
4	AG112	0.752643	-0.023808	3.618011	0.097880	-0.031067	0.328608
5	AG112	0.772459	0.016366	3.618011	0.068458	-0.081059	0.218550
6	AG112	0.739354	0.198808	3.618011	0.030105	-0.024892	0.270937
7	AG112	0.719563	0.551452	3.618011	-0.168788	-0.014626	0.260370
8	AG112	0.747611	-0.257575	3.618011	0.132523	-0.055843	0.255463
9	AG112	0.755421	-0.083481	3.618011	-0.084923	-0.067278	0.247148
10	AG112	0.751550	-0.153553	3.618011	0.016701	-0.092864	0.207284
1	AG139	0.558933	-0.243894	3.618011	-0.034628	-0.015711	0.311021
2	AG139	0.556582	0.118289	3.618011	0.224023	0.066890	0.217742
3	AG139	0.612814	0.012038	3.618011	-0.069657	-0.011871	0.158508
4	AG139	0.608137	0.021345	3.618011	-0.043511	0.004871	0.204704
5	AG139	0.546721	-0.122673	3.618011	-0.122716	-0.041609	0.365793
6	AG139	0.587541	0.003622	3.618011	-0.026197	-0.051368	0.212521
7	AG139	0.584764	0.363157	3.618011	-0.085472	0.070442	0.305402
8	AG139	0.566959	0.092457	3.618011	0.111221	0.012598	0.265684
9	AG139	0.611449	0.289407	3.618011	0.088391	0.032224	0.110659
10	AG139	0.584739	0.042291	3.618011	-0.056860	-0.021876	0.216291
1	AG142	0.725158	0.215214	3.618011	-0.043800	0.031446	0.327616
2	AG142	0.762529	0.331478	3.618011	0.009413	0.084219	0.249501
3	AG142	0.745178	0.548561	3.618011	-0.089652	0.005657	0.218184
4	AG142	0.717780	0.458346	3.618011	-0.062985	-0.049207	0.223642
5	AG142	0.709752	0.360672	3.618011	0.144571	0.030489	0.197268
6	AG142	0.742468	0.327033	3.618011	-0.062415	0.057824	0.336251
7	AG142	0.791106	0.601917	3.618011	-0.057948	-0.014097	0.104360
8	AG142	0.742532	0.300407	3.618011	0.233195	0.128060	0.228351
9	AG142	0.721168	0.500130	3.618011	-0.081901	0.039160	0.347484
10	AG142	0.753320	0.298375	3.618011	-0.146360	-0.037381	0.290614
1	GD14	0.660289	0.101421	3.618011	-0.013580	-0.150472	0.285938
2	GD14	0.606200	-0.300357	3.618011	0.050959	-0.175939	0.346628
3	GD14	0.621589	-0.170944	3.618011	0.107027	-0.153827	0.325404
4	GD14	0.585777	0.018582	3.618011	0.063161	-0.137114	0.276996
5	GD14	0.654472	0.025846	3.618011	0.083521	-0.046240	0.343699
6	GD14	0.639312	0.164682	3.618011	-0.158065	-0.061046	0.397010
7	GD14	0.628122	-0.189307	3.618011	-0.093923	-0.159052	0.281313
8	GD14	0.690306	-0.153778	3.618011	0.084008	0.028170	0.388902
9	GD14	0.600601	-0.183279	3.618011	0.264038	-0.041744	0.316122
10	GD14	0.604091	-0.079486	3.618011	0.039395	-0.062857	0.388894
1	GD15	0.601875	-0.023481	3.618011	-0.156734	0.023782	0.180791
2	GD15	0.593324	0.060462	3.618011	0.049546	0.099301	0.142162
3	GD15	0.564968	-0.052511	3.618011	0.165432	-0.040167	0.195594
4	GD15	0.580637	-0.096635	3.618011	0.076989	-0.008059	0.229648
5	GD15	0.597818	-0.176311	3.618011	0.119998	0.065313	0.266305
6	GD15	0.602903	-0.181300	3.618011	0.044927	0.014876	0.233831
7	GD15	0.572816	-0.424958	3.618011	0.010076	-0.083050	0.332661
8	GD15	0.626683	-0.240483	3.618011	0.105500	0.004173	0.249996
9	GD15	0.633513	-0.005435	3.618011	0.154284	0.093888	0.256410
10	GD15	0.610711	-0.133907	3.618011	-0.011943	0.066050	0.263618
1	GD16	0.387959	-0.037682	3.618011	0.175610	0.120696	0.191241
2	GD16	0.364679	-0.282536	3.618011	-0.023619	-0.013250	0.245695
3	GD16	0.359716	0.135056	3.618011	-0.072238	0.044498	0.208819
4	GD16	0.380771	0.224048	3.618011	-0.167819	0.042799	0.242833
5	GD16	0.403706	0.131320	3.618011	-0.207884	0.047579	0.242668
6	GD16	0.401109	0.086456	3.618011	0.009304	0.038303	0.209838
7	GD16	0.394077	0.127813	3.618011	-0.162575	0.033372	0.327803
8	GD16	0.411611	0.162531	3.618011	-0.067755	-0.015460	0.186415
9	GD16	0.424100	-0.009355	3.618011	-0.033887	0.067414	0.149867
10	GD16	0.424706	0.168184	3.618011	-0.173214	0.067543	0.267280
