rep	id	eta_rhoS	eta_deltaSC	eta_rhoC	eta_deltaCB	eta_rhoB
1	AG111	-0.025954	-0.382677	-0.015462	0.037584	-0.017994
2	AG111	-0.003305	-0.663783	-0.022489	0.081255	0.028653
3	AG111	-0.052417	-0.598644	0.079272	-0.077401	-0.146023
4	AG111	0.000776	-0.462086	0.077674	-0.010635	-0.158442
5	AG111	-0.008030	-0.639188	0.038899	0.014442	-0.024163
6	AG111	-0.055377	-0.097111	0.004789	-0.015711	-0.179609
7	AG111	0.016593	-0.378529	0.115281	0.081821	-0.065249
8	AG111	-0.046391	-0.364140	0.010125	0.032125	-0.079140
9	AG111	-0.026370	-0.484112	-0.023561	-0.016581	-0.130472
10	AG111	0.000844	-0.442994	0.027933	-0.010468	-0.379736
1	AG112	0.106604	-0.026593	0.036565	-0.041252	0.034807
2	AG112	0.191856	0.360780	-0.024607	0.001401	0.082865
3	AG112	0.119824	0.371561	-0.051296	0.004554	0.053246
4	AG112	0.162171	-0.011858	0.064788	-0.030353	-0.008164
5	AG112	0.136862	-0.063959	0.092671	-0.033797	0.024433
6	AG112	0.155241	0.174699	-0.035296	0.011978	0.054187
7	AG112	0.131253	-0.012298	0.077904	-0.054254	-0.028969
8	AG112	0.076415	0.025975	0.040799	-0.069475	0.243721
9	AG112	0.128628	-0.035922	0.014097	-0.074495	-0.050219
10	AG112	0.159131	0.082424	0.007696	-0.022273	0.082621
1	AG139	-0.058805	0.057032	0.064267	-0.017568	-0.154061
2	AG139	-0.040541	0.220169	-0.028293	0.019762	0.014528
3	AG139	-0.020820	0.193963	0.002019	0.010423	0.032937
4	AG139	-0.025329	-0.121200	0.036814	0.012753	0.050681
5	AG139	-0.002150	-0.175612	-0.089100	0.009361	0.080549
6	AG139	-0.034623	0.014970	0.126846	0.038693	-0.128333
7	AG139	-0.085416	0.336782	-0.006918	0.022685	-0.041002
8	AG139	-0.014814	-0.205680	0.030616	0.113202	0.161146
9	AG139	-0.015143	-0.031833	-0.089947	-0.089038	-0.091301
10	AG139	-0.014153	-0.173531	-0.068924	-0.015464	0.045997
1	AG142	0.115172	0.385239	0.039589	0.063093	0.009155
2	AG142	0.114936	0.363246	-0.029574	-0.050640	-0.033198
3	AG142	0.175231	0.236612	-0.025077	0.020226	0.032538
4	AG142	0.095794	0.453334	0.012178	0.063663	0.061332
5	AG142	0.123080	0.130968	-0.009634	-0.014470	-0.120484
6	AG142	0.117677	0.467588	0.000540	-0.028660	-0.194969
7	AG142	0.146151	0.180202	0.050514	0.025136	-0.055187
8	AG142	0.157708	0.528669	0.043069	-0.036611	-0.151365
9	AG142	0.132008	0.410058	-0.022543	-0.003653	-0.035289
10	AG142	0.106477	0.454034	0.093579	-0.010033	-0.003990
1	GD14	0.001162	0.137280	0.110173	-0.063433	0.083269
2	GD14	0.015470	-0.348459	-0.022925	-0.104710	0.160454
3	GD14	0.001195	0.153697	0.036938	-0.020900	0.049185
4	GD14	0.002533	0.363385	0.013905	-0.093328	-0.030357
5	GD14	0.045711	-0.393380	-0.073578	0.009321	0.314415
6	GD14	0.029309	-0.057999	-0.093242	-0.034094	0.140211
7	GD14	0.001840	0.046306	0.052947	0.002042	0.131859
8	GD14	-0.010275	0.039742	0.048103	-0.032814	0.131115
9	GD14	0.049532	0.082229	0.088335	-0.049308	0.015171
10	GD14	0.015440	-0.098754	-0.010436	-0.065199	0.160026
1	GD15	-0.015669	0.097103	-0.107698	0.074812	0.044017
2	GD15	-0.036660	0.176132	-0.031944	0.050522	-0.019252
3	GD15	-0.006727	-0.369194	0.075871	-0.016008	0.029075
4	GD15	-0.047678	-0.300833	0.013408	0.009609	0.099082
5	GD15	-0.029987	-0.142969	-0.075879	-0.053879	-0.028825
6	GD15	-0.035525	0.135505	-0.081773	-0.034271	-0.104521
7	GD15	-0.055963	-0.257780	0.015007	-0.068903	-0.022229
8	GD15	-0.037887	-0.153299	0.079526	0.085304	0.146263
9	GD15	-0.015701	0.014232	0.049370	0.037598	-0.157856
10	GD15	-0.002065	-0.040146	-0.088718	0.040150	-0.009466
1	GD16	-0.278681	-0.030514	0.075494	0.037260	-0.027452
2	GD16	-0.220295	0.079428	0.009716	0.057331	-0.032363
3	GD16	-0.260100	0.127980	-0.113949	-0.056766	-0.120561
4	GD16	-0.238709	-0.220465	-0.113079	0.028251	0.090856
5	GD16	-0.280027	0.232246	-0.104099	-0.014847	-0.161259
6	GD16	-0.238369	-0.199585	-0.027462	-0.063552	-0.090183
7	GD16	-0.233388	-0.261649	0.124855	-0.035571	0.039606
8	GD16	-0.228261	-0.203404	-0.035079	0.057904	0.071949
9	GD16	-0.278499	-0.148597	0.033997	-0.005382	0.020029
10	GD16	-0.246421	0.050974	0.023847	0.005541	-0.013112
