rep	id	rhoS	deltaSC	rhoC	deltaCB	rhoB
1	AG111	0.587943	0.247011	3.667758	4.617419	0.288965
2	AG111	0.610591	0.186480	3.660730	4.823538	0.335611
3	AG111	0.561479	0.199032	3.762492	4.115875	0.160935
4	AG111	0.614673	0.228155	3.760893	4.400056	0.148517
5	AG111	0.605867	0.191124	3.722118	4.511790	0.282796
6	AG111	0.558519	0.328652	3.688009	4.377776	0.127349
7	AG111	0.630489	0.248038	3.798501	4.826267	0.241710
8	AG111	0.567505	0.251632	3.693345	4.592284	0.227818
9	AG111	0.587526	0.223184	3.659658	4.373971	0.176487
10	AG111	0.614740	0.232552	3.711153	4.400792	-0.072777
1	AG112	0.720500	0.352664	3.719785	4.267379	0.341766
2	AG112	0.805752	0.519512	3.658613	4.453334	0.389823
3	AG112	0.733721	0.525143	3.631924	4.467398	0.360205
4	AG112	0.776067	0.357899	3.748008	4.314147	0.298794
5	AG112	0.750758	0.339730	3.775891	4.299313	0.331392
6	AG112	0.769137	0.431302	3.647924	4.500686	0.361145
7	AG112	0.745149	0.357742	3.761123	4.212255	0.277989
8	AG112	0.690312	0.371699	3.724018	4.148628	0.550679
9	AG112	0.742524	0.349390	3.697317	4.127854	0.256739
10	AG112	0.773027	0.393284	3.690915	4.349147	0.389579
1	AG139	0.555091	0.383424	3.747487	4.369656	0.152897
2	AG139	0.573355	0.451366	3.654927	4.535856	0.321487
3	AG139	0.593076	0.439691	3.685238	4.493693	0.339895
4	AG139	0.588568	0.320829	3.720034	4.504179	0.357639
5	AG139	0.611746	0.303839	3.594120	4.488927	0.387507
6	AG139	0.579274	0.367631	3.810066	4.622543	0.178626
7	AG139	0.528481	0.507193	3.676301	4.549138	0.265957
8	AG139	0.599082	0.294839	3.713836	4.980122	0.468105
9	AG139	0.598754	0.350821	3.593272	4.068255	0.215658
10	AG139	0.599743	0.304472	3.614295	4.378860	0.352955
1	AG142	0.729069	0.532375	3.722808	4.736723	0.316114
2	AG142	0.728832	0.520794	3.653646	4.227508	0.273761
3	AG142	0.789127	0.458849	3.658143	4.537965	0.339496
4	AG142	0.709691	0.569890	3.695398	4.739424	0.368290
5	AG142	0.736977	0.412847	3.673586	4.383215	0.186475
6	AG142	0.731573	0.578071	3.683760	4.321454	0.111990
7	AG142	0.760047	0.433682	3.733734	4.560299	0.251771
8	AG142	0.771604	0.614481	3.726288	4.287232	0.155593
9	AG142	0.745904	0.545754	3.660677	4.430887	0.271670
10	AG142	0.720373	0.570289	3.776799	4.402704	0.302969
1	GD14	0.615058	0.415461	3.793393	4.173767	0.390228
2	GD14	0.629366	0.255609	3.660295	4.004997	0.467412
3	GD14	0.615091	0.422338	3.720158	4.355119	0.356144
4	GD14	0.616429	0.520867	3.697125	4.050838	0.276601
5	GD14	0.659607	0.244381	3.609642	4.488744	0.621373
6	GD14	0.643205	0.341760	3.589978	4.298036	0.447170
7	GD14	0.615736	0.379333	3.736167	4.456191	0.438818
8	GD14	0.603621	0.376852	3.731323	4.303543	0.438074
9	GD14	0.663429	0.393208	3.771554	4.233143	0.322129
10	GD14	0.629336	0.328112	3.672784	4.166405	0.466985
1	GD15	0.598227	0.399100	3.575522	4.792558	0.350976
2	GD15	0.577236	0.431921	3.651275	4.677549	0.287706
3	GD15	0.607169	0.250364	3.759090	4.376478	0.336034
4	GD15	0.566218	0.268078	3.696628	4.490036	0.406041
5	GD15	0.583909	0.313921	3.607340	4.213835	0.278134
6	GD15	0.578371	0.414725	3.601447	4.297274	0.202438
7	GD15	0.557933	0.279871	3.698227	4.151002	0.284729
8	GD15	0.576009	0.310695	3.762746	4.843104	0.453221
9	GD15	0.598195	0.367360	3.732589	4.617484	0.149103
10	GD15	0.611831	0.347917	3.594502	4.629287	0.297493
1	GD16	0.335215	0.351284	3.758714	4.615925	0.279506
2	GD16	0.393601	0.392108	3.692936	4.709508	0.274595
3	GD16	0.353797	0.411615	3.569271	4.201690	0.186398
4	GD16	0.375187	0.290512	3.570140	4.574526	0.397815
5	GD16	0.333869	0.456850	3.579121	4.381561	0.145700
6	GD16	0.375527	0.296641	3.655758	4.173274	0.216776
7	GD16	0.380508	0.278791	3.808075	4.291693	0.346565
8	GD16	0.385635	0.295511	3.648141	4.712205	0.378907
9	GD16	0.335398	0.312159	3.717217	4.423230	0.326987
10	GD16	0.367475	0.381108	3.707067	4.471812	0.293847
