parameter	value	se_sa	rse_sa
rhoS_pop	0.61211993361387196	0.04670336085119807	7.62977290667007768
eta_deltaSC_pop	0.00000000000000000		
rhoC_pop	5.84944740403466223	nan	nan
eta_rhoC_pop	0.00000000000000000		
eta_deltaCB_pop	0.00000000000000000		
rhoB_pop	0.29253278280007550	nan	nan
omega_rhoS	0.12050631758117873	0.03376362259505594	28.01813487687993387
omega_deltaSC	0.26576100546985704	0.12912602426978084	48.58727262921440371
b1	0.16919159783602250	0.02330606538331794	13.77495436026661935
b2	0.18900367329241174	0.02451621233918564	12.97128881789300969
b3	0.31843135659428806	0.05454625479487675	17.12967446995927645
