rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB
1	AG111	0.614451	-0.297783	3.302902	-0.060201	-0.008363	0.221752
2	AG111	0.606906	-0.289855	3.302902	0.039794	0.049225	0.287069
3	AG111	0.621307	-0.484656	3.302902	0.054428	0.068412	0.241548
4	AG111	0.574416	-0.169486	3.302902	0.005737	0.000652	0.232654
5	AG111	0.599408	-0.554375	3.302902	0.033559	-0.035914	0.292083
6	AG111	0.561708	-0.285669	3.302902	0.040362	0.014309	0.254457
7	AG111	0.629143	-0.656814	3.302902	0.006008	0.066515	0.282295
8	AG111	0.584829	-0.539090	3.302902	-0.060627	0.088659	0.314557
9	AG111	0.636567	-0.241573	3.302902	-0.149654	0.031178	0.175810
10	AG111	0.636169	0.020716	3.302902	-0.111690	0.146169	0.241836
1	AG112	0.718548	0.172869	3.302902	0.029778	-0.013150	0.232443
2	AG112	0.740554	0.087063	3.302902	-0.017863	-0.045320	0.247809
3	AG112	0.725387	0.288293	3.302902	-0.033980	-0.088419	0.260307
4	AG112	0.754575	-0.185829	3.302902	0.122586	-0.002270	0.283237
5	AG112	0.735340	0.163750	3.302902	0.026469	-0.094820	0.279337
6	AG112	0.765898	-0.005760	3.302902	0.038345	-0.082477	0.148680
7	AG112	0.769705	-0.098011	3.302902	0.095557	-0.050993	0.282298
8	AG112	0.733574	0.205987	3.302902	0.030758	-0.099222	0.241383
9	AG112	0.769445	-0.076420	3.302902	0.069085	-0.073349	0.295567
10	AG112	0.782583	0.536138	3.302902	0.109546	-0.000209	0.220509
1	AG139	0.577663	0.244242	3.302902	0.040769	-0.012367	0.184054
2	AG139	0.609599	0.204467	3.302902	0.071849	0.064929	0.160621
3	AG139	0.598283	-0.011635	3.302902	-0.018135	0.043320	0.256720
4	AG139	0.545526	0.375374	3.302902	-0.122202	-0.079783	0.161291
5	AG139	0.534895	0.170001	3.302902	0.092382	0.030281	0.186257
6	AG139	0.504955	-0.009948	3.302902	0.035569	-0.015465	0.221650
7	AG139	0.601943	0.100789	3.302902	0.019354	0.025453	0.228522
8	AG139	0.572797	0.017846	3.302902	-0.082354	-0.003261	0.259895
9	AG139	0.589020	-0.013311	3.302902	-0.005367	-0.045847	0.195157
10	AG139	0.592873	0.073837	3.302902	-0.021390	-0.035334	0.262512
1	AG142	0.734003	0.267496	3.302902	0.034577	-0.037028	0.206912
2	AG142	0.788334	0.186092	3.302902	-0.098658	-0.053476	0.139161
3	AG142	0.710391	0.269172	3.302902	-0.066961	-0.100638	0.183792
4	AG142	0.726715	0.102204	3.302902	-0.105511	-0.087693	0.233049
5	AG142	0.817867	0.119379	3.302902	-0.082209	-0.000062	0.208155
6	AG142	0.747925	0.406663	3.302902	0.100640	-0.017525	0.212276
7	AG142	0.750029	0.152498	3.302902	0.131692	0.004504	0.237651
8	AG142	0.758002	0.314716	3.302902	-0.001526	0.051507	0.279360
9	AG142	0.722935	0.688464	3.302902	0.041078	0.010137	0.232405
10	AG142	0.749941	0.516219	3.302902	-0.017520	0.033799	0.223188
1	GD14	0.632463	-0.013049	3.302902	-0.084641	-0.174024	0.217984
2	GD14	0.592110	-0.073287	3.302902	0.207503	-0.109813	0.281325
3	GD14	0.587622	0.138894	3.302902	0.001050	-0.156569	0.308390
4	GD14	0.645862	-0.109858	3.302902	0.025756	-0.139861	0.310410
5	GD14	0.605651	-0.293483	3.302902	0.179981	-0.120854	0.269156
6	GD14	0.671319	0.053000	3.302902	0.043453	-0.128278	0.224336
7	GD14	0.624127	-0.080999	3.302902	0.024831	-0.156208	0.253301
8	GD14	0.648601	-0.117984	3.302902	0.061797	-0.097433	0.299798
9	GD14	0.623095	0.016637	3.302902	0.030418	-0.185311	0.256924
10	GD14	0.594962	0.186082	3.302902	0.079942	-0.118316	0.300161
1	GD15	0.577756	-0.261289	3.302902	-0.036281	0.020512	0.236106
2	GD15	0.668511	0.094285	3.302902	0.063432	0.146634	0.231027
3	GD15	0.649266	0.090506	3.302902	-0.027650	0.023364	0.266985
4	GD15	0.670911	0.050127	3.302902	-0.029106	0.063029	0.178214
5	GD15	0.638705	-0.054574	3.302902	0.054315	0.074155	0.260110
6	GD15	0.620307	0.064313	3.302902	-0.116985	0.035494	0.285352
7	GD15	0.642210	0.085035	3.302902	0.087863	0.079285	0.188130
8	GD15	0.638564	-0.307213	3.302902	0.146496	0.123107	0.276941
9	GD15	0.607597	-0.215405	3.302902	-0.036238	0.002486	0.218208
10	GD15	0.619639	-0.262384	3.302902	-0.018548	0.060155	0.312997
1	GD16	0.365972	-0.334318	3.302902	-0.014042	0.050042	0.255625
2	GD16	0.331471	0.094494	3.302902	-0.147414	-0.002923	0.160907
3	GD16	0.370953	-0.129475	3.302902	0.138485	0.112166	0.238789
4	GD16	0.414923	0.162501	3.302902	0.050136	0.116088	0.247951
5	GD16	0.402556	0.156516	3.302902	-0.002786	0.159800	0.155076
6	GD16	0.361968	-0.025994	3.302902	-0.071154	0.017246	0.165201
7	GD16	0.420256	0.232599	3.302902	0.059046	0.124734	0.196688
8	GD16	0.371044	-0.218586	3.302902	0.250965	0.044468	0.239586
9	GD16	0.376816	-0.269232	3.302902	-0.061396	0.044739	0.175569
10	GD16	0.398148	0.089218	3.302902	-0.028139	0.015083	0.165227
