rep	id	rhoS	deltaSC	rhoC	deltaCB	rhoB
1	AG111	0.567697	0.195271	7.454583	9.133025	0.216884
2	AG111	0.607239	0.191748	7.721494	9.321685	0.159003
3	AG111	0.621275	0.194886	7.433621	9.556284	0.154811
4	AG111	0.628150	0.167074	7.527561	9.257431	0.171749
5	AG111	0.586974	0.218088	7.488866	9.313327	0.203483
6	AG111	0.612984	0.211250	7.727250	9.548114	-0.007036
7	AG111	0.659513	0.180402	7.430762	9.192038	0.138833
8	AG111	0.626962	0.182316	7.539448	9.349757	0.229645
9	AG111	0.582292	0.209706	7.428892	9.402430	0.143999
10	AG111	0.574178	0.188817	7.374996	9.256617	0.155638
1	AG112	0.719859	0.238294	7.678028	8.946696	0.136946
2	AG112	0.738074	0.339700	7.359842	9.413355	0.276231
3	AG112	0.746079	0.180125	7.697795	9.250657	0.510424
4	AG112	0.707192	0.270666	7.657642	9.275884	0.352510
5	AG112	0.730822	0.298842	7.558463	9.391968	0.330720
6	AG112	0.744909	0.197257	7.487254	9.348983	0.442679
7	AG112	0.727772	0.268210	7.730462	9.216647	0.363388
8	AG112	0.768642	0.182777	7.475203	8.890212	0.358006
9	AG112	0.735656	0.213945	7.473218	9.031827	0.446976
10	AG112	0.693760	0.259460	7.580474	8.857213	0.294677
1	AG139	0.600646	0.226150	7.297048	9.375770	0.315010
2	AG139	0.569531	0.248722	7.590716	9.131853	0.230680
3	AG139	0.597848	0.220495	7.211421	9.405932	0.185655
4	AG139	0.592493	0.309890	7.565911	9.463398	0.269366
5	AG139	0.564584	0.260096	7.299547	9.449522	0.412820
6	AG139	0.563556	0.277574	7.467898	9.381051	0.114232
7	AG139	0.559262	0.242807	7.465357	8.894795	0.357196
8	AG139	0.552319	0.216850	7.378120	9.234181	0.305867
9	AG139	0.565659	0.229266	7.629109	9.282418	0.243142
10	AG139	0.559179	0.227445	7.740675	9.358768	0.208715
1	AG142	0.757129	0.262100	7.317784	9.139562	0.203014
2	AG142	0.745965	0.326951	7.644280	9.328613	0.194467
3	AG142	0.729847	0.316324	7.646605	9.109943	0.183826
4	AG142	0.735845	0.269918	7.639357	9.277621	0.250853
5	AG142	0.751485	0.330281	7.281046	9.365105	0.207743
6	AG142	0.752469	0.351365	7.431779	8.953858	0.096295
7	AG142	0.757554	0.299989	7.332425	9.100259	0.244757
8	AG142	0.744073	0.269514	7.592077	9.320446	0.344818
9	AG142	0.796797	0.238046	7.568619	9.142266	0.071378
10	AG142	0.731864	0.339629	7.408860	9.313941	0.285965
1	GD14	0.635511	0.231715	7.604914	8.938283	0.385636
2	GD14	0.589471	0.260899	7.446621	9.233268	0.558513
3	GD14	0.589848	0.278203	7.689396	9.478064	0.356939
4	GD14	0.649581	0.256933	7.584815	9.109693	0.333904
5	GD14	0.626924	0.213415	7.551324	9.016343	0.490526
6	GD14	0.634737	0.209815	7.387498	9.030633	0.442564
7	GD14	0.631131	0.254487	7.407881	9.609804	0.463747
8	GD14	0.620333	0.285153	7.434510	9.254056	0.542350
9	GD14	0.646882	0.195529	7.549556	9.166012	0.424797
10	GD14	0.674062	0.202893	7.438869	8.834463	0.537888
1	GD15	0.572113	0.255412	7.732499	9.496840	0.119348
2	GD15	0.582127	0.280004	7.440420	9.522531	0.260879
3	GD15	0.586866	0.257257	7.350591	9.205080	0.236311
4	GD15	0.576936	0.233396	7.621867	9.238205	0.170419
5	GD15	0.574992	0.190959	7.627041	9.249896	0.406903
6	GD15	0.573582	0.204460	7.377871	9.237423	0.272427
7	GD15	0.587024	0.189789	7.471087	9.057634	0.321327
8	GD15	0.570770	0.191395	7.685906	9.336360	0.266023
9	GD15	0.596028	0.233014	7.739342	9.300206	0.172652
10	GD15	0.619549	0.181188	7.491227	9.420089	0.299200
1	GD16	0.387148	0.186297	7.520203	9.098393	0.240896
2	GD16	0.360138	0.263293	7.425574	9.355896	0.181569
3	GD16	0.380322	0.216657	7.626503	9.278159	0.180915
4	GD16	0.430863	0.243150	7.477396	9.553295	0.211715
5	GD16	0.320503	0.171625	7.669840	9.489265	0.352627
6	GD16	0.338763	0.209088	7.654182	9.159081	0.269882
7	GD16	0.388986	0.220100	7.385668	9.190996	0.234305
8	GD16	0.382678	0.206644	7.546124	9.270726	0.322386
9	GD16	0.386060	0.240673	7.573337	9.082055	0.254215
10	GD16	0.385381	0.210128	7.163060	9.556103	0.323533
