parameter	value	se_sa	rse_sa
rhoS_pop	0.62867476349661400	0.04726264622019455	7.51782144989013901
eta_deltaSC_pop	0.00000000000000000		
rhoC_pop	2.31984871493537748	nan	nan
eta_rhoC_pop	0.00000000000000000		
eta_deltaCB_pop	0.00000000000000000		
rhoB_pop	-0.46174877646166618	nan	nan
omega_rhoS	0.12005620807168894	0.03458196116749632	28.80480878327129801
omega_deltaSC	0.04608666219919171	0.05132666225596116	111.36988405478702191
b1	0.16994298018085799	0.02374868336763998	13.97450094282563526
b2	0.65329383607315783	0.08747190629693874	13.38936654028729833
b3	1.21913488297710249	0.16929074064124380	13.88613704726742526
