parameter	value	se_sa	rse_sa
rhoS_pop	0.61654096680643111	0.04565974169926081	7.40579201667163733
eta_deltaSC_pop	0.00000000000000000		
rhoC_pop	4.13452693956033102	nan	nan
eta_rhoC_pop	0.00000000000000000		
eta_deltaCB_pop	0.00000000000000000		
rhoB_pop	0.02276790019843510	nan	nan
omega_rhoS	0.11703084194580989	0.03310036777483125	28.28345692852323623
omega_deltaSC	0.25387536483513767	0.12815388247553333	50.47905398728003945
omega_deltaCB	0.11902425058256645	0.03606843904817902	30.30343721690442038
b1	0.16477680489452837	0.02175094933329542	13.20024948124096298
b2	0.17603567646351054	0.02337258606699484	13.27718706602045984
b3	0.27570137960654356	0.04795518468167062	17.39388636723834480
