rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB
1	AG111	-0.032911	-0.412929	0.000000	0.000000	0.108018	0.000000
2	AG111	-0.026543	-0.479518	0.000000	0.000000	0.104909	0.000000
3	AG111	0.002791	-0.203832	0.000000	0.000000	0.013068	0.000000
4	AG111	0.001408	-0.419021	0.000000	0.000000	0.105228	0.000000
5	AG111	-0.017091	-0.374947	0.000000	0.000000	0.023709	0.000000
6	AG111	-0.038484	-0.449060	0.000000	0.000000	0.067580	0.000000
7	AG111	-0.056322	-0.116400	0.000000	0.000000	-0.036716	0.000000
8	AG111	-0.028567	-0.256336	0.000000	0.000000	0.089857	0.000000
9	AG111	-0.045398	-0.222308	0.000000	0.000000	0.092697	0.000000
10	AG111	-0.016111	-0.463955	0.000000	0.000000	0.003494	0.000000
1	AG112	0.076110	0.008665	0.000000	0.000000	-0.090702	0.000000
2	AG112	0.134565	0.052821	0.000000	0.000000	-0.025127	0.000000
3	AG112	0.127740	-0.019386	0.000000	0.000000	-0.053638	0.000000
4	AG112	0.117306	-0.120057	0.000000	0.000000	-0.078231	0.000000
5	AG112	0.141980	0.220548	0.000000	0.000000	0.032249	0.000000
6	AG112	0.186808	0.095302	0.000000	0.000000	0.028328	0.000000
7	AG112	0.154274	0.121934	0.000000	0.000000	0.018227	0.000000
8	AG112	0.145734	0.080464	0.000000	0.000000	-0.096663	0.000000
9	AG112	0.144909	0.147146	0.000000	0.000000	-0.039301	0.000000
10	AG112	0.078269	0.065229	0.000000	0.000000	-0.045634	0.000000
1	AG139	-0.032166	0.081960	0.000000	0.000000	0.042514	0.000000
2	AG139	-0.024714	0.017119	0.000000	0.000000	0.056342	0.000000
3	AG139	-0.074161	-0.100791	0.000000	0.000000	-0.083590	0.000000
4	AG139	-0.071613	0.369689	0.000000	0.000000	0.023865	0.000000
5	AG139	-0.073635	0.114299	0.000000	0.000000	0.060188	0.000000
6	AG139	-0.075053	0.218939	0.000000	0.000000	0.027824	0.000000
7	AG139	0.020052	0.032482	0.000000	0.000000	0.059014	0.000000
8	AG139	-0.025806	0.251852	0.000000	0.000000	0.042853	0.000000
9	AG139	-0.028855	0.007586	0.000000	0.000000	0.069509	0.000000
10	AG139	-0.062833	0.093440	0.000000	0.000000	0.018295	0.000000
1	AG142	0.166839	0.365016	0.000000	0.000000	0.013859	0.000000
2	AG142	0.112828	0.533404	0.000000	0.000000	0.001749	0.000000
3	AG142	0.169524	0.329555	0.000000	0.000000	0.018504	0.000000
4	AG142	0.095436	0.445203	0.000000	0.000000	0.030569	0.000000
5	AG142	0.140664	0.456240	0.000000	0.000000	0.028130	0.000000
6	AG142	0.083246	0.177851	0.000000	0.000000	-0.016996	0.000000
7	AG142	0.126387	0.535910	0.000000	0.000000	0.032772	0.000000
8	AG142	0.087121	0.219970	0.000000	0.000000	-0.099908	0.000000
9	AG142	0.081678	0.157577	0.000000	0.000000	-0.052518	0.000000
10	AG142	0.114942	0.431374	0.000000	0.000000	0.038047	0.000000
1	GD14	0.041036	0.345227	0.000000	0.000000	-0.009727	0.000000
2	GD14	0.031461	0.075651	0.000000	0.000000	-0.084914	0.000000
3	GD14	0.026502	-0.112222	0.000000	0.000000	-0.130984	0.000000
4	GD14	-0.014949	-0.329752	0.000000	0.000000	-0.203339	0.000000
5	GD14	0.066008	-0.218567	0.000000	0.000000	-0.084961	0.000000
6	GD14	-0.027438	-0.206664	0.000000	0.000000	-0.200059	0.000000
7	GD14	0.026551	-0.056642	0.000000	0.000000	-0.129212	0.000000
8	GD14	0.009162	0.033668	0.000000	0.000000	-0.167388	0.000000
9	GD14	0.047188	-0.073310	0.000000	0.000000	-0.074963	0.000000
10	GD14	0.033241	-0.218280	0.000000	0.000000	-0.163204	0.000000
1	GD15	-0.044251	-0.086512	0.000000	0.000000	0.064338	0.000000
2	GD15	0.017873	-0.094317	0.000000	0.000000	0.125541	0.000000
3	GD15	0.015429	0.062904	0.000000	0.000000	0.128802	0.000000
4	GD15	0.011698	-0.047252	0.000000	0.000000	0.070523	0.000000
5	GD15	-0.010978	-0.367735	0.000000	0.000000	-0.029446	0.000000
6	GD15	-0.046466	-0.127590	0.000000	0.000000	-0.000449	0.000000
7	GD15	0.026338	0.076568	0.000000	0.000000	0.058017	0.000000
8	GD15	0.012168	-0.130678	0.000000	0.000000	0.110622	0.000000
9	GD15	-0.032392	0.103430	0.000000	0.000000	0.083262	0.000000
10	GD15	0.018700	-0.123972	0.000000	0.000000	-0.037451	0.000000
1	GD16	-0.221996	0.251161	0.000000	0.000000	0.082576	0.000000
2	GD16	-0.207682	0.040956	0.000000	0.000000	0.135187	0.000000
3	GD16	-0.228770	-0.237601	0.000000	0.000000	-0.043666	0.000000
4	GD16	-0.228272	-0.145450	0.000000	0.000000	0.067086	0.000000
5	GD16	-0.223098	-0.031582	0.000000	0.000000	0.089985	0.000000
6	GD16	-0.284175	-0.265426	0.000000	0.000000	-0.003607	0.000000
7	GD16	-0.218808	0.016934	0.000000	0.000000	0.173922	0.000000
8	GD16	-0.213752	-0.172910	0.000000	0.000000	-0.019801	0.000000
9	GD16	-0.243714	-0.274560	0.000000	0.000000	-0.018988	0.000000
10	GD16	-0.233270	0.067122	0.000000	0.000000	0.092361	0.000000
