rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB
1	AG111	0.618721	-0.283023	3.932051	0.000000	0.114598	0.248035
2	AG111	0.610327	-0.703634	3.932051	0.000000	-0.035506	0.248035
3	AG111	0.583076	0.050618	3.932051	0.000000	0.171220	0.248035
4	AG111	0.606518	-0.744553	3.932051	0.000000	-0.028279	0.248035
5	AG111	0.598980	-0.397445	3.932051	0.000000	0.047552	0.248035
6	AG111	0.593694	-0.740083	3.932051	0.000000	-0.037582	0.248035
7	AG111	0.609503	-0.143063	3.932051	0.000000	0.106685	0.248035
8	AG111	0.603725	-0.445651	3.932051	0.000000	0.073017	0.248035
9	AG111	0.595272	0.011387	3.932051	0.000000	0.033155	0.248035
10	AG111	0.619033	-0.038043	3.932051	0.000000	0.065481	0.248035
1	AG112	0.769725	-0.216693	3.932051	0.000000	-0.093607	0.248035
2	AG112	0.753806	-0.261254	3.932051	0.000000	-0.112706	0.248035
3	AG112	0.753685	0.327598	3.932051	0.000000	-0.041584	0.248035
4	AG112	0.709667	0.061086	3.932051	0.000000	-0.117405	0.248035
5	AG112	0.753127	-0.185924	3.932051	0.000000	-0.059843	0.248035
6	AG112	0.675418	-0.409639	3.932051	0.000000	-0.174463	0.248035
7	AG112	0.703836	-0.042572	3.932051	0.000000	-0.129613	0.248035
8	AG112	0.791640	0.027130	3.932051	0.000000	-0.026352	0.248035
9	AG112	0.764906	-0.015178	3.932051	0.000000	-0.100613	0.248035
10	AG112	0.703184	0.312901	3.932051	0.000000	-0.036015	0.248035
1	AG139	0.587205	0.023623	3.932051	0.000000	0.038861	0.248035
2	AG139	0.544525	-0.035967	3.932051	0.000000	0.033153	0.248035
3	AG139	0.541835	0.036265	3.932051	0.000000	0.032337	0.248035
4	AG139	0.590477	0.076107	3.932051	0.000000	0.058276	0.248035
5	AG139	0.529242	0.062911	3.932051	0.000000	-0.083288	0.248035
6	AG139	0.558954	-0.130542	3.932051	0.000000	-0.022380	0.248035
7	AG139	0.589258	-0.049185	3.932051	0.000000	0.035594	0.248035
8	AG139	0.573623	0.213535	3.932051	0.000000	0.022786	0.248035
9	AG139	0.572223	0.193989	3.932051	0.000000	0.126615	0.248035
10	AG139	0.578943	-0.175018	3.932051	0.000000	-0.003336	0.248035
1	AG142	0.752137	0.272165	3.932051	0.000000	0.017906	0.248035
2	AG142	0.784673	0.036867	3.932051	0.000000	-0.076230	0.248035
3	AG142	0.746868	0.456059	3.932051	0.000000	0.127068	0.248035
4	AG142	0.806702	0.295699	3.932051	0.000000	0.085319	0.248035
5	AG142	0.754502	0.118658	3.932051	0.000000	-0.094017	0.248035
6	AG142	0.733669	0.294411	3.932051	0.000000	-0.006591	0.248035
7	AG142	0.728401	0.223007	3.932051	0.000000	0.011215	0.248035
8	AG142	0.793981	0.356301	3.932051	0.000000	-0.056036	0.248035
9	AG142	0.739003	0.226146	3.932051	0.000000	-0.004759	0.248035
10	AG142	0.758446	0.366084	3.932051	0.000000	0.030120	0.248035
1	GD14	0.628471	-0.020889	3.932051	0.000000	-0.111856	0.248035
2	GD14	0.625668	-0.072022	3.932051	0.000000	-0.145278	0.248035
3	GD14	0.617742	-0.101213	3.932051	0.000000	-0.111856	0.248035
4	GD14	0.667427	0.057573	3.932051	0.000000	-0.128530	0.248035
5	GD14	0.644462	0.135893	3.932051	0.000000	-0.141750	0.248035
6	GD14	0.638360	0.128525	3.932051	0.000000	-0.133413	0.248035
7	GD14	0.558168	-0.112371	3.932051	0.000000	-0.164317	0.248035
8	GD14	0.685139	0.003599	3.932051	0.000000	-0.087191	0.248035
9	GD14	0.647839	-0.119086	3.932051	0.000000	-0.111685	0.248035
10	GD14	0.642180	0.048489	3.932051	0.000000	-0.115361	0.248035
1	GD15	0.568291	0.087984	3.932051	0.000000	0.143000	0.248035
2	GD15	0.619672	-0.253631	3.932051	0.000000	0.167129	0.248035
3	GD15	0.609088	0.152787	3.932051	0.000000	0.027982	0.248035
4	GD15	0.653560	0.135813	3.932051	0.000000	-0.024551	0.248035
5	GD15	0.610974	-0.082724	3.932051	0.000000	0.078121	0.248035
6	GD15	0.619482	-0.195870	3.932051	0.000000	0.073760	0.248035
7	GD15	0.601129	-0.354831	3.932051	0.000000	0.037092	0.248035
8	GD15	0.608877	0.185209	3.932051	0.000000	0.128606	0.248035
9	GD15	0.568107	0.085529	3.932051	0.000000	0.057781	0.248035
10	GD15	0.613051	0.114121	3.932051	0.000000	0.034119	0.248035
1	GD16	0.396945	-0.059824	3.932051	0.000000	-0.028089	0.248035
2	GD16	0.333169	0.210048	3.932051	0.000000	0.034843	0.248035
3	GD16	0.376816	0.102867	3.932051	0.000000	0.043989	0.248035
4	GD16	0.405244	0.157796	3.932051	0.000000	0.125270	0.248035
5	GD16	0.373159	0.190787	3.932051	0.000000	0.096325	0.248035
6	GD16	0.419100	-0.019661	3.932051	0.000000	0.076210	0.248035
7	GD16	0.411341	0.014436	3.932051	0.000000	0.080869	0.248035
8	GD16	0.381420	0.044196	3.932051	0.000000	0.050246	0.248035
9	GD16	0.415910	-0.097034	3.932051	0.000000	0.100871	0.248035
10	GD16	0.370176	0.096751	3.932051	0.000000	0.017944	0.248035
