rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB
1	AG111	0.594626	-0.365608	5.708337	0.000000	0.000000	0.278723
2	AG111	0.613183	-0.583395	5.708337	0.000000	0.000000	0.278723
3	AG111	0.588966	-0.332941	5.708337	0.000000	0.000000	0.278723
4	AG111	0.604676	-0.304348	5.708337	0.000000	0.000000	0.278723
5	AG111	0.637699	-0.301093	5.708337	0.000000	0.000000	0.278723
6	AG111	0.588256	-0.276186	5.708337	0.000000	0.000000	0.278723
7	AG111	0.634188	-0.171254	5.708337	0.000000	0.000000	0.278723
8	AG111	0.598059	-0.573698	5.708337	0.000000	0.000000	0.278723
9	AG111	0.615191	-0.261911	5.708337	0.000000	0.000000	0.278723
10	AG111	0.660195	-0.949926	5.708337	0.000000	0.000000	0.278723
1	AG112	0.779249	0.054527	5.708337	0.000000	0.000000	0.278723
2	AG112	0.741289	0.483827	5.708337	0.000000	0.000000	0.278723
3	AG112	0.766748	0.107157	5.708337	0.000000	0.000000	0.278723
4	AG112	0.777894	0.059545	5.708337	0.000000	0.000000	0.278723
5	AG112	0.766714	0.213866	5.708337	0.000000	0.000000	0.278723
6	AG112	0.751093	0.005341	5.708337	0.000000	0.000000	0.278723
7	AG112	0.780723	-0.032107	5.708337	0.000000	0.000000	0.278723
8	AG112	0.772506	-0.107560	5.708337	0.000000	0.000000	0.278723
9	AG112	0.778548	-0.054631	5.708337	0.000000	0.000000	0.278723
10	AG112	0.830824	-0.309425	5.708337	0.000000	0.000000	0.278723
1	AG139	0.533887	0.072693	5.708337	0.000000	0.000000	0.278723
2	AG139	0.579192	0.019925	5.708337	0.000000	0.000000	0.278723
3	AG139	0.544790	-0.151217	5.708337	0.000000	0.000000	0.278723
4	AG139	0.560875	-0.047296	5.708337	0.000000	0.000000	0.278723
5	AG139	0.554116	-0.204624	5.708337	0.000000	0.000000	0.278723
6	AG139	0.578458	-0.093590	5.708337	0.000000	0.000000	0.278723
7	AG139	0.549855	0.131583	5.708337	0.000000	0.000000	0.278723
8	AG139	0.585109	0.108127	5.708337	0.000000	0.000000	0.278723
9	AG139	0.558260	0.084856	5.708337	0.000000	0.000000	0.278723
10	AG139	0.524787	0.329029	5.708337	0.000000	0.000000	0.278723
1	AG142	0.788100	0.506678	5.708337	0.000000	0.000000	0.278723
2	AG142	0.740239	0.107067	5.708337	0.000000	0.000000	0.278723
3	AG142	0.725769	0.578270	5.708337	0.000000	0.000000	0.278723
4	AG142	0.722736	0.216920	5.708337	0.000000	0.000000	0.278723
5	AG142	0.733753	0.237340	5.708337	0.000000	0.000000	0.278723
6	AG142	0.749111	0.305411	5.708337	0.000000	0.000000	0.278723
7	AG142	0.762795	0.038211	5.708337	0.000000	0.000000	0.278723
8	AG142	0.696176	0.499690	5.708337	0.000000	0.000000	0.278723
9	AG142	0.761057	0.176698	5.708337	0.000000	0.000000	0.278723
10	AG142	0.716760	0.305323	5.708337	0.000000	0.000000	0.278723
1	GD14	0.670571	0.005244	5.708337	0.000000	0.000000	0.278723
2	GD14	0.686073	0.084888	5.708337	0.000000	0.000000	0.278723
3	GD14	0.668266	0.068589	5.708337	0.000000	0.000000	0.278723
4	GD14	0.640716	0.407714	5.708337	0.000000	0.000000	0.278723
5	GD14	0.699360	0.028243	5.708337	0.000000	0.000000	0.278723
6	GD14	0.664772	0.247215	5.708337	0.000000	0.000000	0.278723
7	GD14	0.624015	0.172179	5.708337	0.000000	0.000000	0.278723
8	GD14	0.638497	0.169728	5.708337	0.000000	0.000000	0.278723
9	GD14	0.670918	0.296943	5.708337	0.000000	0.000000	0.278723
10	GD14	0.695345	0.136041	5.708337	0.000000	0.000000	0.278723
1	GD15	0.578888	-0.110761	5.708337	0.000000	0.000000	0.278723
2	GD15	0.580066	0.048430	5.708337	0.000000	0.000000	0.278723
3	GD15	0.648523	-0.223123	5.708337	0.000000	0.000000	0.278723
4	GD15	0.595115	-0.371615	5.708337	0.000000	0.000000	0.278723
5	GD15	0.550344	-0.213083	5.708337	0.000000	0.000000	0.278723
6	GD15	0.636148	-0.125152	5.708337	0.000000	0.000000	0.278723
7	GD15	0.578597	-0.181655	5.708337	0.000000	0.000000	0.278723
8	GD15	0.578574	-0.103188	5.708337	0.000000	0.000000	0.278723
9	GD15	0.633064	-0.183331	5.708337	0.000000	0.000000	0.278723
10	GD15	0.602165	0.103654	5.708337	0.000000	0.000000	0.278723
1	GD16	0.359334	-0.215645	5.708337	0.000000	0.000000	0.278723
2	GD16	0.368741	-0.251370	5.708337	0.000000	0.000000	0.278723
3	GD16	0.325058	0.293482	5.708337	0.000000	0.000000	0.278723
4	GD16	0.370153	-0.246679	5.708337	0.000000	0.000000	0.278723
5	GD16	0.357564	-0.335400	5.708337	0.000000	0.000000	0.278723
6	GD16	0.351873	0.081242	5.708337	0.000000	0.000000	0.278723
7	GD16	0.347457	-0.037630	5.708337	0.000000	0.000000	0.278723
8	GD16	0.348428	-0.188861	5.708337	0.000000	0.000000	0.278723
9	GD16	0.390804	-0.027115	5.708337	0.000000	0.000000	0.278723
10	GD16	0.423303	-0.323128	5.708337	0.000000	0.000000	0.278723
