rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB
1	AG111	0.000723	-0.475858	0.000000	0.013521	0.077042	0.015281
2	AG111	-0.046117	-0.163544	0.000000	-0.015883	0.069011	0.013527
3	AG111	-0.023801	-0.306863	0.000000	0.041599	0.011252	0.054660
4	AG111	-0.047121	-0.047325	0.000000	-0.009266	0.015517	-0.047966
5	AG111	-0.037230	-0.196117	0.000000	0.076713	0.098978	-0.077416
6	AG111	-0.013657	-0.368930	0.000000	-0.045871	0.026651	-0.043136
7	AG111	0.008442	-0.466812	0.000000	-0.022633	0.126761	-0.028427
8	AG111	-0.015541	-0.189746	0.000000	0.026312	0.029174	-0.041259
9	AG111	0.031960	-0.648160	0.000000	-0.051021	0.062739	-0.009902
10	AG111	-0.012432	-0.434986	0.000000	-0.082987	0.010939	-0.034553
1	AG112	0.125828	0.027898	0.000000	0.070406	-0.093240	0.066079
2	AG112	0.143824	-0.106956	0.000000	0.006186	-0.075675	0.026200
3	AG112	0.114803	-0.007619	0.000000	0.204866	-0.037774	0.027597
4	AG112	0.144723	0.185228	0.000000	0.048123	-0.031166	-0.007625
5	AG112	0.150303	-0.048914	0.000000	0.044293	-0.057880	0.070132
6	AG112	0.165071	0.585033	0.000000	-0.107717	0.129025	0.095007
7	AG112	0.182903	-0.245437	0.000000	-0.079994	-0.143841	0.069026
8	AG112	0.189111	-0.137769	0.000000	0.106539	-0.023930	-0.050526
9	AG112	0.190688	0.058571	0.000000	0.186586	-0.053095	-0.042326
10	AG112	0.137906	0.192304	0.000000	-0.116730	-0.078299	-0.002681
1	AG139	-0.019479	0.008972	0.000000	-0.118751	0.015099	-0.028300
2	AG139	-0.048139	0.177251	0.000000	0.037068	0.113626	0.008316
3	AG139	-0.049818	0.019859	0.000000	-0.162514	-0.082082	-0.065599
4	AG139	-0.042189	0.268314	0.000000	0.070768	0.005467	0.010993
5	AG139	-0.033454	-0.101053	0.000000	0.082479	-0.029643	0.004490
6	AG139	0.002234	0.074452	0.000000	0.093441	0.052268	-0.095092
7	AG139	-0.053499	0.348408	0.000000	-0.096428	0.019122	-0.053871
8	AG139	0.039494	-0.114705	0.000000	-0.047029	-0.018950	-0.029822
9	AG139	-0.065169	-0.031536	0.000000	0.019465	-0.070587	-0.114819
10	AG139	-0.031265	0.429288	0.000000	0.255330	0.055105	0.086603
1	AG142	0.154173	0.541431	0.000000	0.153167	0.057064	-0.032549
2	AG142	0.148028	0.265086	0.000000	0.021280	0.042565	-0.041085
3	AG142	0.157637	0.447664	0.000000	-0.065340	-0.053082	-0.062974
4	AG142	0.183564	0.465160	0.000000	-0.082169	0.076801	-0.007777
5	AG142	0.143556	0.104602	0.000000	-0.021425	0.060606	0.022465
6	AG142	0.128634	0.670482	0.000000	-0.277211	-0.040985	0.064559
7	AG142	0.139249	0.250059	0.000000	0.002831	0.062335	-0.032067
8	AG142	0.127187	0.179817	0.000000	-0.002311	0.017100	-0.030032
9	AG142	0.109105	0.411609	0.000000	-0.065351	0.010427	-0.036516
10	AG142	0.144019	0.175332	0.000000	0.165591	0.124593	-0.008602
1	GD14	-0.012074	-0.052900	0.000000	-0.008176	-0.141958	0.114809
2	GD14	0.031660	-0.138497	0.000000	0.012063	-0.195152	0.040570
3	GD14	0.031616	0.043877	0.000000	0.101098	-0.033311	0.025846
4	GD14	0.023810	-0.245222	0.000000	-0.053736	-0.139494	-0.006060
5	GD14	0.033983	-0.270414	0.000000	0.042763	-0.161209	-0.003067
6	GD14	-0.000908	-0.075599	0.000000	0.171914	-0.110344	0.059161
7	GD14	0.022791	0.310598	0.000000	0.037977	-0.118787	-0.044926
8	GD14	-0.026656	0.099980	0.000000	0.134069	-0.040107	0.056756
9	GD14	0.029100	0.189882	0.000000	0.005138	-0.078468	0.065604
10	GD14	0.035630	0.061845	0.000000	-0.024831	-0.136521	-0.038326
1	GD15	0.032372	-0.098605	0.000000	-0.054316	0.132325	0.032241
2	GD15	-0.001260	0.208286	0.000000	-0.092040	0.009404	-0.100378
3	GD15	0.045658	-0.199849	0.000000	0.297451	0.143416	-0.078006
4	GD15	-0.030817	-0.130942	0.000000	-0.022046	-0.082254	-0.045876
5	GD15	0.014117	-0.201767	0.000000	-0.091652	0.023345	0.045615
6	GD15	-0.000961	-0.016303	0.000000	0.088164	0.129873	-0.041681
7	GD15	0.027055	0.093069	0.000000	0.033517	0.047370	-0.012568
8	GD15	-0.051849	-0.029596	0.000000	-0.103858	-0.052920	0.035609
9	GD15	-0.024532	0.062776	0.000000	0.028373	-0.003482	0.011994
10	GD15	0.016463	-0.100487	0.000000	0.173404	0.090735	0.043246
1	GD16	-0.224173	0.012527	0.000000	-0.133146	0.127086	-0.002355
2	GD16	-0.270584	-0.135941	0.000000	0.071744	0.128934	-0.008005
3	GD16	-0.195174	0.129655	0.000000	-0.140098	-0.002439	-0.062537
4	GD16	-0.230668	-0.065687	0.000000	-0.062129	0.081781	0.019350
5	GD16	-0.195331	-0.115496	0.000000	0.000651	0.071998	0.011563
6	GD16	-0.231909	0.101258	0.000000	-0.067258	0.099459	0.014635
7	GD16	-0.260635	0.006852	0.000000	-0.003608	-0.032312	0.004705
8	GD16	-0.221652	-0.087593	0.000000	-0.135714	0.043990	-0.031582
9	GD16	-0.234080	-0.137906	0.000000	0.025373	0.037412	-0.040081
10	GD16	-0.249725	-0.118612	0.000000	-0.108601	0.008426	-0.040878
