rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB	eta_S0	eta_T0
1	AG111	-0.022247	-0.419379	0.000000	0.000000	-0.014748	0.000000	-0.015566	0.005826
2	AG111	-0.002821	-0.597049	0.000000	0.000000	0.071292	0.000000	0.003787	-0.006159
3	AG111	-0.025598	-0.389226	0.000000	0.000000	0.092704	0.000000	0.007934	-0.002853
4	AG111	-0.014983	-0.155855	0.000000	0.000000	0.100804	0.000000	-0.007553	0.013129
5	AG111	0.003970	-0.492655	0.000000	0.000000	0.063937	0.000000	-0.006913	0.023214
6	AG111	-0.040354	-0.318498	0.000000	0.000000	0.035187	0.000000	-0.004107	-0.053676
7	AG111	-0.054515	-0.345036	0.000000	0.000000	-0.010474	0.000000	-0.008646	-0.017369
8	AG111	-0.028690	-0.234399	0.000000	0.000000	0.040187	0.000000	0.012006	-0.005020
9	AG111	-0.018290	-0.487272	0.000000	0.000000	0.014743	0.000000	0.001534	0.005350
10	AG111	0.053627	-0.915896	0.000000	0.000000	-0.002853	0.000000	0.000909	0.025247
1	AG112	0.109832	0.516775	0.000000	0.000000	-0.007904	0.000000	0.013526	-0.005856
2	AG112	0.134382	0.228367	0.000000	0.000000	-0.034995	0.000000	0.022416	-0.006864
3	AG112	0.138492	0.212293	0.000000	0.000000	0.017728	0.000000	-0.008199	0.020408
4	AG112	0.114923	-0.591563	0.000000	0.000000	-0.174421	0.000000	-0.019240	-0.018465
5	AG112	0.125067	0.040560	0.000000	0.000000	-0.054320	0.000000	0.014623	0.033603
6	AG112	0.145475	0.244209	0.000000	0.000000	-0.006330	0.000000	0.002865	-0.011499
7	AG112	0.114406	0.164041	0.000000	0.000000	-0.104022	0.000000	-0.013731	-0.030895
8	AG112	0.148543	-0.245335	0.000000	0.000000	-0.103520	0.000000	0.016074	-0.002913
9	AG112	0.132018	0.123618	0.000000	0.000000	-0.056371	0.000000	-0.011786	0.036443
10	AG112	0.175251	0.026930	0.000000	0.000000	-0.041094	0.000000	0.004893	0.018232
1	AG139	-0.077087	0.261970	0.000000	0.000000	-0.019297	0.000000	-0.007291	-0.028947
2	AG139	-0.075619	-0.066048	0.000000	0.000000	0.001280	0.000000	0.010459	0.037373
3	AG139	-0.000396	-0.106512	0.000000	0.000000	-0.008705	0.000000	-0.005072	-0.009512
