rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB	eta_S0	eta_T0
1	AG111	-0.018985	-0.685114	0.000000	0.000000	0.028597	0.000000	0.029166	0.022120
2	AG111	-0.020799	-0.126822	0.000000	0.000000	-0.002113	0.000000	-0.030788	0.038242
3	AG111	0.007452	-0.464146	0.000000	0.000000	0.049121	0.000000	-0.020674	-0.000799
4	AG111	-0.023218	-0.271214	0.000000	0.000000	0.001131	0.000000	0.002015	0.013865
5	AG111	-0.041960	-0.473036	0.000000	0.000000	0.088520	0.000000	-0.020115	0.027661
6	AG111	0.073863	-0.565167	0.000000	0.000000	0.126034	0.000000	0.012882	0.022058
7	AG111	0.017998	-0.483944	0.000000	0.000000	0.012594	0.000000	-0.007285	-0.007655
8	AG111	-0.017575	-0.342109	0.000000	0.000000	0.091196	0.000000	-0.048305	-0.019967
9	AG111	0.011195	-0.613206	0.000000	0.000000	-0.006456	0.000000	-0.025488	0.026630
10	AG111	-0.045835	-0.330292	0.000000	0.000000	0.031789	0.000000	0.011219	0.002746
1	AG112	0.127756	-0.044638	0.000000	0.000000	-0.056711	0.000000	-0.000369	0.050887
2	AG112	0.147426	0.127319	0.000000	0.000000	0.051717	0.000000	0.019137	-0.010444
3	AG112	0.129377	0.241767	0.000000	0.000000	0.000763	0.000000	0.022617	0.032198
4	AG112	0.172926	0.083000	0.000000	0.000000	0.000675	0.000000	0.014312	0.067187
5	AG112	0.169591	0.302742	0.000000	0.000000	0.046727	0.000000	0.020034	0.026955
6	AG112	0.165522	0.405301	0.000000	0.000000	-0.072924	0.000000	-0.034596	-0.059569
7	AG112	0.148102	-0.353145	0.000000	0.000000	-0.059672	0.000000	-0.013082	0.004900
8	AG112	0.143127	-0.100672	0.000000	0.000000	-0.032492	0.000000	0.049325	0.021809
9	AG112	0.119567	0.004373	0.000000	0.000000	0.054475	0.000000	-0.018694	0.058423
10	AG112	0.158241	0.246886	0.000000	0.000000	0.003134	0.000000	-0.004839	-0.025775
1	AG139	0.008274	-0.365215	0.000000	0.000000	-0.028931	0.000000	0.001084	0.005521
2	AG139	-0.070098	0.017535	0.000000	0.000000	0.043005	0.000000	0.022068	0.015675
3	AG139	-0.036465	0.029989	0.000000	0.000000	-0.028804	0.000000	0.008410	0.004591
4	AG139	-0.037171	0.417326	0.000000	0.000000	-0.012788	0.000000	-0.008602	-0.027574
5	AG139	-0.025926	0.133651	0.000000	0.000000	0.017309	0.000000	-0.013743	0.019061
6	AG139	-0.045189	-0.055616	0.000000	0.000000	0.041072	0.000000	0.017412	0.067782
7	AG139	-0.037202	-0.070028	0.000000	0.000000	-0.016345	0.000000	-0.010703	-0.007328
8	AG139	-0.058865	0.014649	0.000000	0.000000	0.012584	0.000000	-0.011273	0.033813
9	AG139	-0.058323	0.169644	0.000000	0.000000	-0.002227	0.000000	0.008898	-0.021122
10	AG139	-0.071277	-0.044962	0.000000	0.000000	0.035146	0.000000	-0.017039	0.033657
1	AG142	0.143969	0.412468	0.000000	0.000000	0.028300	0.000000	-0.016738	0.016326
2	AG142	0.131521	0.441272	0.000000	0.000000	-0.000005	0.000000	0.013965	-0.010769
3	AG142	0.129772	0.287728	0.000000	0.000000	-0.052869	0.000000	0.016947	-0.023869
4	AG142	0.094733	0.507438	0.000000	0.000000	0.019423	0.000000	0.026607	0.046420
5	AG142	0.191882	0.338856	0.000000	0.000000	-0.067642	0.000000	0.016880	-0.014875
6	AG142	0.122161	0.151837	0.000000	0.000000	0.014248	0.000000	0.000355	0.029098
7	AG142	0.129969	0.310620	0.000000	0.000000	0.032181	0.000000	0.013669	-0.026283
8	AG142	0.088918	0.470241	0.000000	0.000000	0.122725	0.000000	0.009815	-0.003958
9	AG142	0.196719	0.292225	0.000000	0.000000	0.016427	0.000000	-0.027798	0.000139
10	AG142	0.182038	0.581701	0.000000	0.000000	0.045133	0.000000	-0.027897	-0.015356
1	GD14	0.016532	0.075333	0.000000	0.000000	-0.098981	0.000000	-0.003030	0.013358
2	GD14	0.031158	0.107900	0.000000	0.000000	-0.060193	0.000000	0.005682	0.063322
3	GD14	-0.013711	-0.040847	0.000000	0.000000	-0.199064	0.000000	-0.014860	-0.026627
4	GD14	0.031943	-0.145077	0.000000	0.000000	-0.133170	0.000000	0.002917	-0.024293
5	GD14	0.023692	-0.000122	0.000000	0.000000	-0.054499	0.000000	0.012465	-0.011698
6	GD14	0.004967	-0.015507	0.000000	0.000000	-0.169627	0.000000	0.026202	-0.040983
7	GD14	0.027051	-0.020416	0.000000	0.000000	-0.168186	0.000000	-0.033706	-0.029346
8	GD14	-0.001241	0.092637	0.000000	0.000000	-0.176450	0.000000	-0.028035	-0.001164
9	GD14	0.003454	-0.379871	0.000000	0.000000	-0.167272	0.000000	0.008982	0.001267
10	GD14	0.011207	-0.124791	0.000000	0.000000	-0.190047	0.000000	0.017432	-0.015033
1	GD15	-0.009047	-0.255480	0.000000	0.000000	-0.052754	0.000000	0.004560	-0.051959
2	GD15	-0.008758	-0.182986	0.000000	0.000000	0.048021	0.000000	-0.023916	-0.009333
3	GD15	-0.002843	-0.285884	0.000000	0.000000	-0.014307	0.000000	-0.000214	-0.013794
4	GD15	0.001268	-0.366444	0.000000	0.000000	-0.027402	0.000000	-0.027655	-0.014064
5	GD15	-0.028465	0.060699	0.000000	0.000000	0.071043	0.000000	0.002332	0.012589
6	GD15	0.003928	0.047210	0.000000	0.000000	0.067708	0.000000	0.010657	-0.029751
7	GD15	0.039507	-0.189573	0.000000	0.000000	-0.002166	0.000000	-0.004337	-0.005987
8	GD15	-0.022677	0.172301	0.000000	0.000000	0.019406	0.000000	0.000126	-0.017829
9	GD15	-0.035452	-0.113800	0.000000	0.000000	-0.012546	0.000000	0.013603	-0.035687
10	GD15	0.027380	0.328075	0.000000	0.000000	0.186073	0.000000	-0.010705	0.050763
1	GD16	-0.244582	-0.174335	0.000000	0.000000	0.020748	0.000000	-0.024418	-0.012924
2	GD16	-0.187920	-0.061972	0.000000	0.000000	0.108544	0.000000	-0.039041	0.050462
3	GD16	-0.271361	-0.052334	0.000000	0.000000	-0.000545	0.000000	0.004270	-0.001647
4	GD16	-0.261741	-0.180140	0.000000	0.000000	0.044729	0.000000	0.037533	-0.000871
5	GD16	-0.172502	-0.228521	0.000000	0.000000	-0.000475	0.000000	-0.030300	0.022772
6	GD16	-0.201743	-0.357981	0.000000	0.000000	-0.033554	0.000000	-0.001997	0.016773
7	GD16	-0.235266	-0.023035	0.000000	0.000000	-0.074843	0.000000	0.008395	-0.049339
8	GD16	-0.234419	0.041180	0.000000	0.000000	0.083025	0.000000	0.017817	-0.011168
9	GD16	-0.265854	0.084305	0.000000	0.000000	0.035337	0.000000	-0.012627	-0.014119
10	GD16	-0.266832	-0.153453	0.000000	0.000000	0.003809	0.000000	-0.006803	0.041342
