rep	id	eta_rhoS	eta_deltaSC	eta_rhoC	eta_deltaCB	eta_rhoB
1	AG111	-0.001798	-0.323618	-0.150962	-0.000538	-0.030436
2	AG111	-0.020291	-0.172349	-0.030266	-0.017144	-0.096052
3	AG111	-0.016374	-0.392161	-0.006698	0.032349	-0.023449
4	AG111	0.010296	-0.049318	-0.116608	0.049573	-0.029284
5	AG111	-0.031319	-0.368029	-0.046261	0.045185	-0.049468
6	AG111	-0.061540	0.277812	0.056900	0.039455	0.007501
7	AG111	-0.039880	-0.256492	-0.032822	0.025900	-0.014987
8	AG111	-0.027996	-0.105797	-0.030452	0.063521	0.004611
9	AG111	-0.037815	-0.473208	-0.096171	0.020556	-0.010048
10	AG111	-0.004301	-0.136122	0.013164	0.059451	0.026108
1	AG112	0.155950	-0.104188	0.031510	-0.034766	-0.035701
2	AG112	0.161842	-0.135680	-0.073364	-0.077820	-0.084425
3	AG112	0.123950	0.076584	0.060201	-0.008778	0.071042
4	AG112	0.109978	-0.254800	-0.024857	-0.104560	-0.011814
5	AG112	0.221610	-0.212122	-0.031445	0.004746	0.029907
6	AG112	0.104799	-0.252186	0.109278	-0.083812	0.015713
7	AG112	0.085269	0.204123	-0.125141	-0.155599	0.009743
8	AG112	0.132642	-0.086184	0.084233	-0.069211	-0.088052
9	AG112	0.105986	-0.173379	0.016653	-0.075281	0.025991
10	AG112	0.207151	0.404646	-0.015799	-0.043255	-0.068229
1	AG139	0.009069	0.045183	0.007351	0.081074	-0.020254
2	AG139	-0.052268	0.127907	0.065219	0.037045	0.020473
3	AG139	-0.040922	0.072847	0.051363	0.113882	0.025538
4	AG139	-0.016266	-0.115429	0.060313	0.078991	0.016263
5	AG139	-0.029183	0.155408	-0.037512	-0.051153	-0.033405
6	AG139	-0.060932	-0.014752	-0.055869	-0.071995	-0.038154
7	AG139	0.009876	0.008634	-0.107622	-0.013167	-0.027274
8	AG139	-0.057939	-0.021607	0.038543	0.030459	-0.048497
9	AG139	-0.026871	0.155534	-0.145435	-0.043159	-0.046656
10	AG139	-0.054859	0.281429	0.029752	0.064368	0.006480
1	AG142	0.158513	0.116258	-0.054678	-0.042596	-0.017383
2	AG142	0.110365	0.253041	0.180901	0.102761	0.023857
3	AG142	0.119220	0.344725	-0.010025	-0.000252	0.002488
4	AG142	0.116928	0.300892	-0.038557	-0.027868	0.019392
5	AG142	0.188161	0.235311	-0.013006	-0.035537	-0.018243
6	AG142	0.211416	0.332731	0.102324	0.057125	-0.011545
7	AG142	0.149785	0.238446	0.023170	0.044055	0.005165
8	AG142	0.072110	0.117168	0.029119	-0.052033	0.049127
9	AG142	0.108363	0.340002	-0.080024	-0.090943	-0.058805
10	AG142	0.139352	0.651373	-0.006977	0.014233	-0.025267
1	GD14	0.067395	0.142405	0.103133	0.002719	-0.019815
2	GD14	0.032598	-0.104451	-0.037037	-0.172522	0.018948
3	GD14	0.011958	-0.012275	0.118308	-0.121932	-0.006328
4	GD14	0.007638	0.464622	-0.061838	-0.109798	-0.008236
5	GD14	0.058290	-0.126082	0.090125	-0.090953	0.037331
6	GD14	0.037919	-0.273029	0.080749	-0.078092	0.071270
7	GD14	-0.011630	-0.220151	0.139102	-0.120083	0.102371
8	GD14	-0.006683	-0.142065	0.095667	-0.096560	-0.001268
9	GD14	0.000819	0.134028	-0.024797	-0.126970	-0.018761
10	GD14	0.021629	-0.125546	0.048351	-0.075317	0.037625
1	GD15	0.024175	-0.399294	-0.107672	-0.029335	0.041677
2	GD15	0.002092	-0.237673	0.060004	0.031763	-0.017230
3	GD15	0.031515	0.054050	-0.222625	0.162918	0.039752
4	GD15	0.020942	0.332275	-0.036221	0.091763	-0.047001
5	GD15	0.000993	-0.045765	0.022308	0.019527	-0.019140
6	GD15	0.023217	-0.170095	-0.079035	0.068186	0.022068
7	GD15	0.033959	-0.110304	-0.117317	-0.090504	-0.028244
8	GD15	-0.050138	0.208631	-0.023162	-0.026750	0.064881
9	GD15	-0.012277	-0.448069	0.030370	0.076520	0.031164
10	GD15	0.028435	-0.069953	-0.041785	0.095833	-0.089238
1	GD16	-0.210692	0.075975	0.093734	0.159806	-0.037110
2	GD16	-0.201487	0.006982	-0.006602	0.149278	0.029068
3	GD16	-0.257718	0.094407	-0.115323	0.109199	0.009251
4	GD16	-0.217660	-0.048105	-0.013838	0.067391	-0.018162
5	GD16	-0.193604	-0.102942	-0.148324	0.127574	0.042698
6	GD16	-0.243013	0.193029	0.093576	0.093299	-0.049999
7	GD16	-0.212152	-0.153147	0.089872	0.068307	0.012113
8	GD16	-0.241695	-0.258529	-0.019621	0.017194	-0.003296
9	GD16	-0.225336	-0.016544	-0.129434	0.030999	0.014445
10	GD16	-0.257029	-0.056324	-0.022404	0.030380	0.051292
