rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB	S0	T0
1	AG111	0.638828	-0.198975	3.064305	0.000000	-0.033079	-0.198129	24040.057638	23797.210915
2	AG111	0.605008	-0.142534	3.064305	0.000000	-0.136126	-0.198129	24128.573146	24750.956642
3	AG111	0.585207	-0.410169	3.064305	0.000000	-0.130242	-0.198129	22869.137028	25267.111568
4	AG111	0.609935	-0.360036	3.064305	0.000000	-0.136433	-0.198129	22482.363778	24318.065185
5	AG111	0.645484	-0.559463	3.064305	0.000000	-0.162989	-0.198129	23288.241555	25103.380646
6	AG111	0.619730	-0.263781	3.064305	0.000000	-0.138551	-0.198129	23546.182247	24328.187714
7	AG111	0.606668	-0.165490	3.064305	0.000000	-0.163809	-0.198129	23470.584727	24043.864324
8	AG111	0.575612	-0.143718	3.064305	0.000000	-0.220819	-0.198129	23304.662178	24606.110031
9	AG111	0.627057	-0.522582	3.064305	0.000000	-0.119162	-0.198129	24008.686205	25297.103591
10	AG111	0.573903	-0.310253	3.064305	0.000000	-0.151336	-0.198129	24357.449026	23908.445683
1	AG112	0.784109	0.214527	3.064305	0.000000	-0.213819	-0.198129	23454.532795	23782.427929
2	AG112	0.808131	-0.119070	3.064305	0.000000	-0.285098	-0.198129	23471.952837	23329.151336
3	AG112	0.772297	0.111511	3.064305	0.000000	-0.244547	-0.198129	24177.769415	25384.753959
4	AG112	0.750582	-0.183821	3.064305	0.000000	-0.321024	-0.198129	24157.336160	25249.685980
5	AG112	0.773645	0.151941	3.064305	0.000000	-0.189565	-0.198129	23610.845920	25138.851212
6	AG112	0.812767	0.072480	3.064305	0.000000	-0.195510	-0.198129	22885.700423	24207.897419
7	AG112	0.771873	-0.153929	3.064305	0.000000	-0.243637	-0.198129	23051.351642	23997.368265
8	AG112	0.774778	0.207573	3.064305	0.000000	-0.250042	-0.198129	23280.477257	24848.115524
9	AG112	0.825197	0.160586	3.064305	0.000000	-0.226097	-0.198129	22774.535384	24356.980120
