rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB	eta_S0	eta_T0
1	AG111	0.003337	-0.198975	0.000000	0.000000	-0.033079	0.000000	0.030341	-0.036063
2	AG111	-0.030483	-0.142534	0.000000	0.000000	-0.136126	0.000000	0.034016	0.003232
3	AG111	-0.050284	-0.410169	0.000000	0.000000	-0.130242	0.000000	-0.019592	0.023872
4	AG111	-0.025556	-0.360036	0.000000	0.000000	-0.136433	0.000000	-0.036649	-0.014412
5	AG111	0.009993	-0.559463	0.000000	0.000000	-0.162989	0.000000	-0.001432	0.017371
6	AG111	-0.015761	-0.263781	0.000000	0.000000	-0.138551	0.000000	0.009583	-0.013996
7	AG111	-0.028823	-0.165490	0.000000	0.000000	-0.163809	0.000000	0.006368	-0.025752
8	AG111	-0.059879	-0.143718	0.000000	0.000000	-0.220819	0.000000	-0.000727	-0.002637
9	AG111	-0.008434	-0.522582	0.000000	0.000000	-0.119162	0.000000	0.029035	0.025058
10	AG111	-0.061588	-0.310253	0.000000	0.000000	-0.151336	0.000000	0.043457	-0.031400
1	AG112	0.148618	0.214527	0.000000	0.000000	-0.213819	0.000000	0.005683	-0.036685
2	AG112	0.172640	-0.119070	0.000000	0.000000	-0.285098	0.000000	0.006426	-0.055928
3	AG112	0.136806	0.111511	0.000000	0.000000	-0.244547	0.000000	0.036053	0.028517
4	AG112	0.115091	-0.183821	0.000000	0.000000	-0.321024	0.000000	0.035208	0.023182
5	AG112	0.138154	0.151941	0.000000	0.000000	-0.189565	0.000000	0.012326	0.018783
6	AG112	0.177276	0.072480	0.000000	0.000000	-0.195510	0.000000	-0.018868	-0.018953
7	AG112	0.136382	-0.153929	0.000000	0.000000	-0.243637	0.000000	-0.011656	-0.027688
8	AG112	0.139287	0.207573	0.000000	0.000000	-0.250042	0.000000	-0.001765	0.007150
9	AG112	0.189706	0.160586	0.000000	0.000000	-0.226097	0.000000	-0.023737	-0.012813
10	AG112	0.093755	0.227867	0.000000	0.000000	-0.213729	0.000000	0.002736	-0.013824
1	AG139	-0.031858	0.477998	0.000000	0.000000	-0.173075	0.000000	0.037821	-0.010907
2	AG139	-0.047975	0.203290	0.000000	0.000000	-0.114274	0.000000	0.031297	-0.023520
3	AG139	-0.017102	0.243914	0.000000	0.000000	-0.036594	0.000000	0.016606	0.007526
4	AG139	-0.120150	0.090869	0.000000	0.000000	-0.243579	0.000000	0.016856	-0.033113
5	AG139	-0.025422	0.283636	0.000000	0.000000	-0.112050	0.000000	-0.012385	0.018236
6	AG139	-0.000961	-0.062784	0.000000	0.000000	-0.212828	0.000000	-0.068020	-0.012215
7	AG139	-0.036916	-0.109736	0.000000	0.000000	-0.128461	0.000000	0.000925	0.010690
8	AG139	-0.056546	0.051182	0.000000	0.000000	-0.114070	0.000000	0.002508	0.034711
9	AG139	-0.028638	0.321237	0.000000	0.000000	-0.099611	0.000000	-0.025702	-0.018878
10	AG139	-0.086687	0.169998	0.000000	0.000000	-0.172315	0.000000	0.004232	0.016188
1	AG142	0.119774	0.857315	0.000000	0.000000	-0.184992	0.000000	-0.004150	-0.015556
2	AG142	0.170843	0.514743	0.000000	0.000000	-0.091319	0.000000	0.016862	0.024451
3	AG142	0.137668	0.203943	0.000000	0.000000	-0.183112	0.000000	0.016215	0.029991
4	AG142	0.172301	0.512369	0.000000	0.000000	-0.144996	0.000000	0.000986	-0.032811
5	AG142	0.140779	0.482838	0.000000	0.000000	-0.229536	0.000000	0.019096	0.021484
6	AG142	0.125720	0.379217	0.000000	0.000000	-0.166377	0.000000	0.002270	0.002341
7	AG142	0.113893	0.625641	0.000000	0.000000	-0.192818	0.000000	-0.006928	-0.010279
8	AG142	0.086360	0.528811	0.000000	0.000000	-0.263306	0.000000	0.008380	0.013865
9	AG142	0.083367	0.334983	0.000000	0.000000	-0.199050	0.000000	0.029852	0.038391
10	AG142	0.121738	0.942963	0.000000	0.000000	-0.253584	0.000000	0.017849	0.044923
1	GD14	0.021255	-0.102117	0.000000	0.000000	-0.290360	0.000000	0.011254	0.008181
2	GD14	-0.023347	0.030098	0.000000	0.000000	-0.296480	0.000000	0.001375	-0.006401
3	GD14	0.012207	0.587575	0.000000	0.000000	-0.262047	0.000000	-0.031600	-0.015341
4	GD14	-0.021762	-0.288555	0.000000	0.000000	-0.374023	0.000000	-0.004178	0.000785
5	GD14	-0.010012	0.313503	0.000000	0.000000	-0.260033	0.000000	0.015363	0.010946
6	GD14	-0.020965	0.063587	0.000000	0.000000	-0.279377	0.000000	-0.006290	-0.001555
7	GD14	-0.029642	0.209518	0.000000	0.000000	-0.302657	0.000000	0.003976	-0.008846
8	GD14	0.015771	-0.056750	0.000000	0.000000	-0.342385	0.000000	0.002329	0.007704
9	GD14	0.007427	0.189577	0.000000	0.000000	-0.372957	0.000000	-0.004630	-0.011699
10	GD14	0.021793	-0.106961	0.000000	0.000000	-0.334863	0.000000	0.008140	0.001893
1	GD15	-0.025415	0.102993	0.000000	0.000000	-0.181800	0.000000	-0.001766	-0.024004
2	GD15	-0.013286	0.240662	0.000000	0.000000	-0.104424	0.000000	0.022026	0.004635
3	GD15	-0.004704	-0.183129	0.000000	0.000000	-0.182311	0.000000	0.013132	0.006976
4	GD15	-0.002655	0.297193	0.000000	0.000000	-0.044646	0.000000	-0.002431	0.053126
5	GD15	-0.048748	-0.123738	0.000000	0.000000	-0.194646	0.000000	-0.010139	-0.051492
6	GD15	0.021952	0.162971	0.000000	0.000000	-0.122138	0.000000	0.008593	-0.024389
7	GD15	-0.011470	0.142712	0.000000	0.000000	-0.127487	0.000000	-0.011281	-0.007843
8	GD15	-0.006668	-0.021664	0.000000	0.000000	-0.134641	0.000000	-0.009346	-0.000435
9	GD15	0.037903	0.225211	0.000000	0.000000	-0.166658	0.000000	0.001914	-0.050316
