parameter	value	se_sa	rse_sa
rhoS_pop	0.61308405174049674	0.04623132319598990	7.54078059358139630
eta_deltaSC_pop	0.00000000000000000		
rhoC_pop	3.72608625250000269	nan	nan
eta_rhoC_pop	0.00000000000000000		
eta_deltaCB_pop	0.00000000000000000		
rhoB_pop	0.26019241064258369	0.07184812724216008	27.61346000243454313
omega_rhoS	0.11866052488679747	0.03372515223387423	28.42154310883770307
omega_deltaSC	0.25669019701250750	0.16889244498502565	65.79621931444314953
omega_rhoC	0.12577797903612281	0.35907461828737813	285.48289695786388620
omega_deltaCB	0.07076676533971368	0.07726797404706130	109.18681061108101460
omega_rhoB	0.04745999559404672	0.07311104142736777	154.04772063767040891
b1	0.16392764807394958	0.02160860216219422	13.18179234319664062
b2	0.17833883941602191	0.02319411936107911	13.00564668752428865
b3	0.27651494738206850	0.04961676969194021	17.94361214888803957
