rep	id	rhoS	deltaSC	rhoC	deltaCB	rhoB
1	AG111	0.581153	0.195919	4.275834	4.794283	0.135946
2	AG111	0.591378	0.230486	4.198485	4.969175	0.202943
3	AG111	0.607180	0.274949	4.175716	5.229431	0.308274
4	AG111	0.595835	0.179808	4.317060	4.744644	0.166079
5	AG111	0.620942	0.247894	4.230062	5.129570	0.213197
6	AG111	0.575682	0.243685	3.990815	4.315344	0.196613
7	AG111	0.595210	0.336329	4.129137	5.026210	0.122966
8	AG111	0.578690	0.222264	4.205137	4.511964	0.357925
9	AG111	0.627643	0.258527	4.077833	5.663061	0.275749
10	AG111	0.597117	0.233682	4.128479	4.760383	0.211333
1	AG112	0.839808	0.241031	4.163536	4.611344	0.249061
2	AG112	0.721183	0.254183	4.267412	4.554178	0.235597
3	AG112	0.752609	0.249323	4.073256	4.366349	0.268650
4	AG112	0.756324	0.363871	4.110362	4.664382	0.285936
5	AG112	0.759162	0.322328	4.163036	4.494513	0.168966
6	AG112	0.723382	0.413548	4.185686	4.533136	0.163399
7	AG112	0.741919	0.540352	4.121133	4.828542	0.302801
8	AG112	0.706947	0.365164	4.062117	4.244826	0.314375
9	AG112	0.734644	0.408236	4.166806	4.601665	0.124203
10	AG112	0.707155	0.482769	4.224706	5.042343	0.317286
1	AG139	0.575384	0.274660	4.141942	4.795574	0.298118
2	AG139	0.597654	0.368019	4.090308	4.811878	0.210798
3	AG139	0.622466	0.226285	4.116359	4.724286	0.212084
4	AG139	0.521331	0.355128	4.164950	4.579475	0.075983
5	AG139	0.595641	0.353677	4.137854	4.673514	0.118812
6	AG139	0.558496	0.264641	4.255413	4.613492	0.207088
7	AG139	0.638949	0.464443	4.160956	5.220967	0.196593
8	AG139	0.589799	0.431445	4.131957	5.275029	0.161158
9	AG139	0.598705	0.266036	4.331542	5.052345	0.306799
10	AG139	0.570016	0.580254	4.067784	4.936415	0.111895
1	AG142	0.749589	0.397092	4.134950	4.769808	0.190410
2	AG142	0.750709	0.372393	4.142320	5.079761	0.214431
3	AG142	0.738925	0.519559	4.220919	4.941307	0.199725
4	AG142	0.735064	0.517636	4.134252	4.969910	0.201748
5	AG142	0.746562	0.426823	4.072530	4.559887	0.139584
6	AG142	0.741589	0.417978	4.231752	4.896597	0.156764
7	AG142	0.759822	0.528659	4.172667	4.984681	0.095574
8	AG142	0.791256	0.549875	3.997868	4.949155	0.280738
9	AG142	0.788594	0.453867	4.128699	5.093820	0.209140
10	AG142	0.733610	0.424888	4.068478	4.744890	0.245155
1	GD14	0.634645	0.328936	4.179815	4.568384	0.282957
2	GD14	0.637321	0.241066	4.302340	4.535086	0.296085
3	GD14	0.650952	0.416536	4.248455	4.663424	0.278525
4	GD14	0.583522	0.309184	4.118745	4.393199	0.367543
5	GD14	0.650767	0.355687	4.078409	4.343192	0.165602
6	GD14	0.609120	0.422857	4.191024	4.270175	0.155251
7	GD14	0.585112	0.252319	4.268150	4.468310	0.310019
8	GD14	0.646336	0.381044	4.196447	4.375746	0.198218
9	GD14	0.618405	0.284993	4.105348	4.552392	0.411691
10	GD14	0.600173	0.328106	4.199700	4.439722	0.215295
1	GD15	0.587095	0.447877	4.139813	5.123701	0.168411
2	GD15	0.594365	0.291735	4.260102	5.029355	0.143783
3	GD15	0.619316	0.409166	3.954424	5.069260	0.238611
4	GD15	0.631170	0.382286	4.096820	5.244809	0.168349
5	GD15	0.605522	0.366596	4.100941	4.856954	0.214389
6	GD15	0.613600	0.313815	4.185509	4.902040	0.109079
7	GD15	0.607266	0.319063	4.017317	4.658967	0.237191
8	GD15	0.652061	0.306331	4.196507	5.283731	0.185693
9	GD15	0.576075	0.334733	4.079960	4.954293	0.279866
10	GD15	0.668279	0.366458	4.099091	5.017232	0.137630
1	GD16	0.396082	0.246404	4.195766	4.842498	0.232233
2	GD16	0.397683	0.425202	4.112545	4.804722	0.150533
3	GD16	0.393522	0.297901	4.036009	5.048196	0.210356
4	GD16	0.362371	0.320830	4.152700	5.015328	0.200830
5	GD16	0.399145	0.351749	4.082698	4.815027	0.202422
6	GD16	0.380514	0.383674	4.106400	5.074856	0.203650
7	GD16	0.356460	0.355347	4.039016	4.837787	0.140115
8	GD16	0.367991	0.369472	4.042398	4.912962	0.146559
9	GD16	0.370369	0.327757	3.998268	5.324079	0.274032
10	GD16	0.408270	0.305180	4.270722	5.122391	0.193792
