rep	id	eta_rhoS	eta_deltaSC	eta_rhoC	eta_deltaCB	eta_rhoB
1	AG111	-0.031504	-0.549609	0.142724	-0.003561	-0.085781
2	AG111	-0.021279	-0.387116	0.065375	0.032269	-0.018784
3	AG111	-0.005476	-0.210724	0.042605	0.083318	0.086547
4	AG111	-0.016822	-0.635417	0.183950	-0.013968	-0.055648
5	AG111	0.008285	-0.314309	0.096952	0.064037	-0.008530
6	AG111	-0.036974	-0.331432	-0.142296	-0.108808	-0.025114
7	AG111	-0.017446	-0.009220	-0.003973	0.043681	-0.098761
8	AG111	-0.033967	-0.423442	0.072027	-0.064252	0.136198
9	AG111	0.014986	-0.272306	-0.055277	0.162980	0.054022
10	AG111	-0.015540	-0.373348	-0.004632	-0.010657	-0.010394
1	AG112	0.227151	-0.342381	0.030425	-0.042465	0.027334
2	AG112	0.108526	-0.289255	0.134302	-0.054940	0.013870
3	AG112	0.139952	-0.308560	-0.059855	-0.097058	0.046923
4	AG112	0.143667	0.069492	-0.022749	-0.031029	0.064209
5	AG112	0.146505	-0.051738	0.029926	-0.068128	-0.052761
6	AG112	0.110725	0.197465	0.052576	-0.059571	-0.058328
7	AG112	0.129263	0.464913	-0.011977	0.003560	0.081074
8	AG112	0.094290	0.073037	-0.070994	-0.125284	0.092648
9	AG112	0.121987	0.184538	0.033695	-0.044567	-0.097524
10	AG112	0.094498	0.352230	0.091595	0.046886	0.095559
1	AG139	-0.037273	-0.211775	0.008832	-0.003291	0.076391
2	AG139	-0.015003	0.080827	-0.042802	0.000103	-0.010929
3	AG139	0.009809	-0.405513	-0.016751	-0.018268	-0.009643
4	AG139	-0.091326	0.045169	0.031840	-0.049401	-0.145744
5	AG139	-0.017016	0.041075	0.004743	-0.029074	-0.102915
6	AG139	-0.054161	-0.248936	0.122303	-0.042000	-0.014640
7	AG139	0.026292	0.313530	0.027846	0.081698	-0.025134
8	AG139	-0.022858	0.239833	-0.001153	0.091999	-0.060569
9	AG139	-0.013952	-0.243676	0.198431	0.048868	0.085072
10	AG139	-0.042640	0.536159	-0.065326	0.025654	-0.109832
1	AG142	0.136932	0.156861	0.001839	-0.008679	-0.031317
2	AG142	0.138052	0.092641	0.009209	0.054279	-0.007296
3	AG142	0.126268	0.425672	0.087809	0.026645	-0.022002
4	AG142	0.122407	0.421964	0.001142	0.032417	-0.019979
5	AG142	0.133905	0.229062	-0.060580	-0.053687	-0.082143
6	AG142	0.128933	0.208120	0.098642	0.017556	-0.064963
7	AG142	0.147165	0.443035	0.039557	0.035385	-0.126153
8	AG142	0.178599	0.482384	-0.135243	0.028232	0.059011
9	AG142	0.175938	0.290497	-0.004411	0.057043	-0.012587
10	AG142	0.120953	0.224517	-0.064632	-0.013917	0.023428
1	GD14	0.021988	-0.031444	0.046704	-0.051825	0.061230
2	GD14	0.024665	-0.342237	0.169229	-0.059141	0.074358
3	GD14	0.038295	0.204666	0.115344	-0.031235	0.056798
4	GD14	-0.029134	-0.093372	-0.014365	-0.090927	0.145816
5	GD14	0.038110	0.046743	-0.054701	-0.102375	-0.056125
6	GD14	-0.003537	0.219726	0.057913	-0.119330	-0.066476
7	GD14	-0.027545	-0.296615	0.135040	-0.073975	0.088291
8	GD14	0.033679	0.115607	0.063336	-0.094908	-0.023509
9	GD14	0.005748	-0.174844	-0.027763	-0.055332	0.189964
10	GD14	-0.012484	-0.033971	0.066589	-0.080393	-0.006432
1	GD15	-0.025561	0.277211	0.006703	0.062892	-0.053316
2	GD15	-0.018291	-0.151462	0.126992	0.044307	-0.077944
3	GD15	0.006659	0.186813	-0.178687	0.052210	0.016884
4	GD15	0.018513	0.118862	-0.036291	0.086254	-0.053378
5	GD15	-0.007135	0.076951	-0.032169	0.009427	-0.007338
6	GD15	0.000943	-0.078504	0.052398	0.018667	-0.112648
7	GD15	-0.005391	-0.061918	-0.115793	-0.032191	0.015463
8	GD15	0.039404	-0.102642	0.063396	0.093648	-0.036034
9	GD15	-0.036582	-0.013975	-0.053150	0.029270	0.058139
10	GD15	0.055622	0.076577	-0.034019	0.041894	-0.084097
1	GD16	-0.216575	-0.320337	0.062656	0.006446	0.010506
2	GD16	-0.214974	0.225255	-0.020566	-0.001386	-0.071194
3	GD16	-0.219135	-0.130548	-0.097101	0.048046	-0.011371
4	GD16	-0.250286	-0.056397	0.019590	0.041514	-0.020897
5	GD16	-0.213512	0.035611	-0.050412	0.000757	-0.019305
6	GD16	-0.232143	0.122485	-0.026711	0.053313	-0.018077
7	GD16	-0.256196	0.045787	-0.094094	0.005472	-0.081612
8	GD16	-0.244666	0.084768	-0.090713	0.020892	-0.075168
9	GD16	-0.242288	-0.035037	-0.134842	0.101255	0.052305
10	GD16	-0.204387	-0.106407	0.137612	0.062636	-0.027936
