parameter	value	se_sa	rse_sa
rhoS_pop	0.63610876887803891	0.04857018069978175	7.63551503706657897
eta_deltaSC_pop	0.00000000000000000		
rhoC_pop	2.93312242880683538	nan	nan
eta_rhoC_pop	0.00000000000000000		
eta_deltaCB_pop	0.00000000000000000		
rhoB_pop	-0.19230361904716003	nan	nan
S0_pop	23353.00934302409586962	1335.50973446039006376	5.71879073417716732
T0_pop	24649.16560754496822483	1051.93146955902261652	4.26761492176851753
omega_rhoS	0.11827951581276451	0.03384685748827819	28.61599259660268046
omega_deltaSC	0.31457254770990634	0.14127633363251982	44.91057298579103474
omega_deltaCB	0.19962896548296855	0.05808596395275847	29.09696186233761139
omega_S0	0.01949180387155999	nan	nan
omega_T0	0.03193651961444496	0.06253249361047053	195.80246803783512632
b1	0.16503986110360869	0.02285072271312480	13.84557800783628956
b2	0.17372658005139177	0.02338677113729882	13.46182669939197041
b3	0.29255021337197157	0.05367257970873815	18.34645037175022253
