rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB
1	AG111	0.009290	-0.571184	0.000000	-0.207138	-0.057654	-0.024620
2	AG111	0.015710	-0.187383	0.000000	0.123030	0.058699	-0.235937
3	AG111	0.022629	-0.340537	0.000000	0.001172	0.052778	-0.065118
4	AG111	-0.009529	-0.111103	0.000000	-0.007382	-0.029957	-0.108465
5	AG111	-0.038886	-0.402290	0.000000	-0.056424	-0.009452	-0.103135
6	AG111	-0.024551	-0.261391	0.000000	-0.053027	0.059374	0.052613
7	AG111	-0.019214	-0.306414	0.000000	0.043985	0.040942	-0.125322
8	AG111	-0.012058	-0.573791	0.000000	-0.017665	-0.039883	-0.052362
9	AG111	0.004915	-0.521189	0.000000	0.129236	0.029010	-0.174224
10	AG111	-0.025440	-0.324514	0.000000	0.074922	0.006726	-0.027638
1	AG112	0.187153	0.023502	0.000000	0.034389	-0.084015	-0.055743
2	AG112	0.125875	0.080508	0.000000	0.055954	0.011303	-0.000302
3	AG112	0.119057	-0.153672	0.000000	0.061797	-0.002881	0.116168
4	AG112	0.129529	-0.200090	0.000000	0.270312	-0.006321	-0.117847
5	AG112	0.096913	0.707329	0.000000	0.004529	-0.081614	-0.073372
6	AG112	0.119771	0.553747	0.000000	0.099709	0.029940	-0.008479
7	AG112	0.147790	0.228237	0.000000	-0.016437	0.003076	0.086102
8	AG112	0.124698	0.187067	0.000000	-0.044578	-0.081091	-0.008330
9	AG112	0.100183	-0.163931	0.000000	0.096236	0.019107	0.143127
10	AG112	0.149408	-0.034213	0.000000	0.017277	0.021241	0.177309
1	AG139	0.016386	0.238960	0.000000	0.036393	0.040766	0.015035
2	AG139	-0.003193	-0.141214	0.000000	0.031059	0.071401	0.084686
3	AG139	-0.055659	0.217412	0.000000	0.072591	0.004381	-0.105193
4	AG139	-0.046086	-0.073130	0.000000	0.043191	0.019198	-0.031071
5	AG139	-0.035396	0.364650	0.000000	0.052158	0.068376	-0.038627
6	AG139	-0.057447	0.053796	0.000000	-0.154224	-0.052137	-0.126564
7	AG139	-0.068606	0.015497	0.000000	0.219200	0.045946	0.006638
8	AG139	-0.043869	0.077246	0.000000	0.032216	-0.005442	-0.114160
9	AG139	-0.021475	-0.236944	0.000000	0.088293	0.013586	0.052843
10	AG139	-0.011191	0.103159	0.000000	-0.077095	0.043869	-0.010830
1	AG142	0.086291	0.307088	0.000000	0.109240	0.073775	0.102998
2	AG142	0.125807	0.452822	0.000000	0.089353	-0.047897	-0.134459
3	AG142	0.130051	0.217076	0.000000	0.189223	0.004513	-0.043249
4	AG142	0.129427	0.705758	0.000000	0.037512	0.046229	0.070213
5	AG142	0.126547	0.518790	0.000000	0.023455	-0.061890	-0.091072
6	AG142	0.154968	0.368393	0.000000	-0.126557	0.041951	0.109759
7	AG142	0.138097	0.379257	0.000000	0.037839	-0.060661	-0.116613
8	AG142	0.126738	0.742107	0.000000	-0.005716	-0.018637	0.052602
9	AG142	0.144415	0.591959	0.000000	-0.005165	0.008640	0.005734
10	AG142	0.168592	0.198007	0.000000	-0.104426	-0.046081	-0.097786
1	GD14	0.024650	-0.093242	0.000000	0.079554	-0.057777	0.098138
2	GD14	-0.019814	-0.103131	0.000000	0.285172	0.008425	0.052061
3	GD14	0.001587	-0.255580	0.000000	-0.027551	-0.048657	0.247915
4	GD14	0.023655	0.018738	0.000000	-0.258900	-0.121048	0.228467
5	GD14	0.023608	-0.106782	0.000000	0.170263	-0.066536	0.155442
6	GD14	0.066813	-0.070616	0.000000	0.153003	-0.050410	0.069715
7	GD14	-0.017501	0.112395	0.000000	0.083642	-0.050595	0.080558
8	GD14	-0.005126	-0.139877	0.000000	0.087364	-0.088991	0.122529
9	GD14	0.004934	-0.022457	0.000000	0.029033	-0.151270	0.033469
10	GD14	0.043220	-0.294269	0.000000	0.056730	-0.101583	0.025356
1	GD15	0.012155	-0.048199	0.000000	-0.104095	-0.006070	-0.050601
2	GD15	0.000419	-0.107340	0.000000	0.008308	0.081516	0.060548
3	GD15	0.012305	-0.063220	0.000000	-0.101828	-0.016839	0.062093
4	GD15	0.006897	-0.111755	0.000000	-0.116465	0.004777	0.021845
5	GD15	0.056952	-0.156893	0.000000	0.168224	0.131913	0.023020
6	GD15	0.013212	0.214908	0.000000	0.002590	0.084778	-0.098071
7	GD15	-0.021623	-0.182796	0.000000	0.122179	0.040252	0.030417
8	GD15	0.004755	-0.076224	0.000000	-0.120902	-0.045295	-0.019070
9	GD15	-0.018694	-0.125402	0.000000	-0.183986	-0.039750	0.016741
10	GD15	-0.042532	-0.272626	0.000000	0.101732	0.023537	-0.017215
1	GD16	-0.215657	-0.148263	0.000000	0.128063	-0.063625	-0.097086
2	GD16	-0.212931	-0.064825	0.000000	-0.068843	0.019926	-0.110373
3	GD16	-0.192135	0.112849	0.000000	-0.071448	-0.030592	0.015935
4	GD16	-0.269219	-0.145612	0.000000	0.098182	0.002340	-0.063371
5	GD16	-0.280346	-0.041718	0.000000	-0.040259	0.072299	-0.002897
6	GD16	-0.216840	-0.129790	0.000000	-0.025691	0.103240	0.027976
7	GD16	-0.261313	-0.025517	0.000000	0.014390	-0.007212	0.034255
8	GD16	-0.242202	0.092606	0.000000	-0.124400	-0.019519	-0.069693
9	GD16	-0.237596	0.335569	0.000000	-0.046676	0.036632	-0.123767
10	GD16	-0.259384	0.033115	0.000000	-0.120489	0.010875	-0.083001
