rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB
1	AG111	0.571380	-0.017588	2.271680	0.000000	0.000000	-0.421482
2	AG111	0.576972	0.036241	2.271680	0.000000	0.000000	-0.421482
3	AG111	0.573765	0.034829	2.271680	0.000000	0.000000	-0.421482
4	AG111	0.612516	-0.011075	2.271680	0.000000	0.000000	-0.421482
5	AG111	0.569955	-0.041545	2.271680	0.000000	0.000000	-0.421482
6	AG111	0.623602	-0.085531	2.271680	0.000000	0.000000	-0.421482
7	AG111	0.542251	-0.057238	2.271680	0.000000	0.000000	-0.421482
8	AG111	0.573881	-0.036519	2.271680	0.000000	0.000000	-0.421482
9	AG111	0.582108	0.010160	2.271680	0.000000	0.000000	-0.421482
10	AG111	0.563009	0.026731	2.271680	0.000000	0.000000	-0.421482
1	AG112	0.763262	0.041572	2.271680	0.000000	0.000000	-0.421482
2	AG112	0.790655	0.013884	2.271680	0.000000	0.000000	-0.421482
3	AG112	0.699187	-0.009790	2.271680	0.000000	0.000000	-0.421482
4	AG112	0.772096	-0.094824	2.271680	0.000000	0.000000	-0.421482
5	AG112	0.734872	0.046665	2.271680	0.000000	0.000000	-0.421482
6	AG112	0.786200	0.035649	2.271680	0.000000	0.000000	-0.421482
7	AG112	0.762461	0.009996	2.271680	0.000000	0.000000	-0.421482
8	AG112	0.780929	0.034164	2.271680	0.000000	0.000000	-0.421482
9	AG112	0.718562	0.055764	2.271680	0.000000	0.000000	-0.421482
10	AG112	0.773083	0.020985	2.271680	0.000000	0.000000	-0.421482
1	AG139	0.639825	0.020045	2.271680	0.000000	0.000000	-0.421482
2	AG139	0.553146	0.040853	2.271680	0.000000	0.000000	-0.421482
3	AG139	0.582310	-0.048223	2.271680	0.000000	0.000000	-0.421482
4	AG139	0.586094	0.046092	2.271680	0.000000	0.000000	-0.421482
5	AG139	0.617863	0.007101	2.271680	0.000000	0.000000	-0.421482
6	AG139	0.607710	-0.012573	2.271680	0.000000	0.000000	-0.421482
7	AG139	0.589551	0.018906	2.271680	0.000000	0.000000	-0.421482
8	AG139	0.576093	0.045156	2.271680	0.000000	0.000000	-0.421482
9	AG139	0.580195	-0.064404	2.271680	0.000000	0.000000	-0.421482
10	AG139	0.620932	-0.007016	2.271680	0.000000	0.000000	-0.421482
1	AG142	0.758234	0.002646	2.271680	0.000000	0.000000	-0.421482
2	AG142	0.779285	-0.037635	2.271680	0.000000	0.000000	-0.421482
3	AG142	0.734601	0.007478	2.271680	0.000000	0.000000	-0.421482
4	AG142	0.743885	-0.062131	2.271680	0.000000	0.000000	-0.421482
5	AG142	0.780268	-0.011156	2.271680	0.000000	0.000000	-0.421482
6	AG142	0.791755	0.018033	2.271680	0.000000	0.000000	-0.421482
7	AG142	0.772238	-0.056572	2.271680	0.000000	0.000000	-0.421482
8	AG142	0.715945	0.035252	2.271680	0.000000	0.000000	-0.421482
9	AG142	0.763095	0.019946	2.271680	0.000000	0.000000	-0.421482
10	AG142	0.749735	-0.002330	2.271680	0.000000	0.000000	-0.421482
1	GD14	0.672419	-0.058562	2.271680	0.000000	0.000000	-0.421482
2	GD14	0.682483	-0.114047	2.271680	0.000000	0.000000	-0.421482
3	GD14	0.745301	-0.003297	2.271680	0.000000	0.000000	-0.421482
4	GD14	0.626329	-0.021102	2.271680	0.000000	0.000000	-0.421482
5	GD14	0.652750	-0.028463	2.271680	0.000000	0.000000	-0.421482
6	GD14	0.668927	-0.039566	2.271680	0.000000	0.000000	-0.421482
7	GD14	0.663909	-0.032180	2.271680	0.000000	0.000000	-0.421482
8	GD14	0.709043	-0.064869	2.271680	0.000000	0.000000	-0.421482
9	GD14	0.630650	-0.105904	2.271680	0.000000	0.000000	-0.421482
10	GD14	0.698144	-0.074206	2.271680	0.000000	0.000000	-0.421482
1	GD15	0.608835	0.033135	2.271680	0.000000	0.000000	-0.421482
2	GD15	0.626375	-0.109196	2.271680	0.000000	0.000000	-0.421482
3	GD15	0.604669	-0.014709	2.271680	0.000000	0.000000	-0.421482
4	GD15	0.624173	-0.010341	2.271680	0.000000	0.000000	-0.421482
5	GD15	0.607433	0.014922	2.271680	0.000000	0.000000	-0.421482
6	GD15	0.629355	0.025612	2.271680	0.000000	0.000000	-0.421482
7	GD15	0.592888	-0.009025	2.271680	0.000000	0.000000	-0.421482
8	GD15	0.600516	0.004686	2.271680	0.000000	0.000000	-0.421482
9	GD15	0.618528	0.068480	2.271680	0.000000	0.000000	-0.421482
10	GD15	0.600795	-0.026795	2.271680	0.000000	0.000000	-0.421482
1	GD16	0.397395	-0.055487	2.271680	0.000000	0.000000	-0.421482
2	GD16	0.428052	0.002603	2.271680	0.000000	0.000000	-0.421482
3	GD16	0.445047	-0.040852	2.271680	0.000000	0.000000	-0.421482
4	GD16	0.360110	0.065743	2.271680	0.000000	0.000000	-0.421482
5	GD16	0.410096	-0.094094	2.271680	0.000000	0.000000	-0.421482
6	GD16	0.416476	0.034423	2.271680	0.000000	0.000000	-0.421482
7	GD16	0.382510	-0.003685	2.271680	0.000000	0.000000	-0.421482
8	GD16	0.400853	-0.073737	2.271680	0.000000	0.000000	-0.421482
9	GD16	0.389217	-0.072131	2.271680	0.000000	0.000000	-0.421482
10	GD16	0.434963	0.009870	2.271680	0.000000	0.000000	-0.421482
