rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB
1	AG111	0.546401	-0.182839	3.900762	0.073849	-0.016007	0.244535
2	AG111	0.583611	-0.147377	3.900762	0.058826	0.037928	0.195695
3	AG111	0.599807	-0.427580	3.900762	0.007602	0.046520	0.215425
4	AG111	0.612160	-0.432737	3.900762	-0.207215	-0.012232	0.279314
5	AG111	0.592541	-0.471651	3.900762	0.205767	0.005817	0.235956
6	AG111	0.602013	-0.600388	3.900762	0.093777	0.011732	0.284811
7	AG111	0.603506	-0.314787	3.900762	-0.039850	0.031050	0.222751
8	AG111	0.600757	0.222350	3.900762	-0.285129	0.100383	0.252179
9	AG111	0.591409	-0.043742	3.900762	-0.129148	0.096187	0.257429
10	AG111	0.598623	-0.208790	3.900762	-0.018961	0.022906	0.172317
1	AG112	0.710643	0.140970	3.900762	0.029171	-0.067806	0.234045
2	AG112	0.756939	0.036064	3.900762	-0.008334	-0.075485	0.263153
3	AG112	0.786101	0.106866	3.900762	-0.134304	-0.013429	0.257846
4	AG112	0.756731	-0.163049	3.900762	0.190994	0.001163	0.235590
5	AG112	0.722116	0.340643	3.900762	-0.138313	-0.107746	0.245506
6	AG112	0.751032	-0.040398	3.900762	0.133505	-0.074660	0.273603
7	AG112	0.754681	0.132225	3.900762	0.082086	-0.048862	0.240434
8	AG112	0.756852	0.383317	3.900762	-0.028615	-0.035763	0.212651
9	AG112	0.762378	-0.206592	3.900762	0.049160	-0.042267	0.238612
10	AG112	0.744383	0.168171	3.900762	-0.017035	-0.045630	0.221641
1	AG139	0.618350	0.143757	3.900762	-0.063743	0.066674	0.230778
2	AG139	0.555360	0.189398	3.900762	0.080102	0.010547	0.221704
3	AG139	0.545966	-0.090731	3.900762	0.034226	-0.010153	0.182525
4	AG139	0.582563	-0.152737	3.900762	0.123290	0.064205	0.245725
5	AG139	0.587343	0.250373	3.900762	-0.298780	0.041413	0.279680
6	AG139	0.581817	0.035380	3.900762	-0.036863	-0.001319	0.237433
7	AG139	0.569724	-0.059221	3.900762	-0.145494	0.030277	0.246528
8	AG139	0.546601	-0.187791	3.900762	0.038917	-0.016959	0.218564
9	AG139	0.565082	0.219230	3.900762	-0.244868	-0.002094	0.236088
10	AG139	0.544132	0.352723	3.900762	0.325395	0.103230	0.210333
1	AG142	0.752551	0.157478	3.900762	0.055778	0.058416	0.188994
2	AG142	0.733032	0.302187	3.900762	-0.085062	-0.059691	0.268240
3	AG142	0.779489	0.040939	3.900762	0.064798	0.053258	0.256906
4	AG142	0.731318	0.131670	3.900762	-0.103610	0.031347	0.257803
5	AG142	0.802385	0.206887	3.900762	-0.003309	0.090707	0.241927
6	AG142	0.733425	0.403052	3.900762	0.059152	0.055457	0.257206
7	AG142	0.776658	0.359658	3.900762	0.120859	0.043492	0.252531
8	AG142	0.722238	0.285298	3.900762	-0.312557	0.021098	0.246754
9	AG142	0.739368	0.512073	3.900762	-0.006109	0.026206	0.263815
10	AG142	0.819880	0.274123	3.900762	0.022789	0.106701	0.282795
1	GD14	0.676911	0.091559	3.900762	0.150199	-0.017986	0.206181
2	GD14	0.571300	-0.058154	3.900762	0.149031	-0.062067	0.295424
3	GD14	0.608593	0.082959	3.900762	-0.055998	-0.166406	0.287069
4	GD14	0.611734	-0.105766	3.900762	0.147840	-0.113707	0.285500
5	GD14	0.630853	-0.147888	3.900762	0.059567	-0.130933	0.295360
6	GD14	0.623085	-0.268892	3.900762	0.020191	-0.229595	0.192843
7	GD14	0.612959	-0.356037	3.900762	0.036651	-0.143895	0.239602
8	GD14	0.657643	0.115192	3.900762	-0.037175	-0.087926	0.281319
9	GD14	0.613495	-0.119216	3.900762	0.169769	-0.082408	0.263941
10	GD14	0.642035	0.074162	3.900762	0.015663	-0.098885	0.310379
1	GD15	0.625270	-0.085652	3.900762	0.161391	0.077982	0.288903
2	GD15	0.601112	-0.192564	3.900762	0.029840	0.012820	0.266626
3	GD15	0.584041	-0.253801	3.900762	0.064818	-0.015601	0.246040
4	GD15	0.636166	0.066910	3.900762	-0.100716	0.040827	0.220700
5	GD15	0.556516	0.403526	3.900762	0.102948	0.115628	0.285510
6	GD15	0.610228	-0.034680	3.900762	-0.108449	-0.029249	0.269683
7	GD15	0.597490	0.085775	3.900762	0.085166	0.112824	0.213162
8	GD15	0.544128	0.099506	3.900762	-0.020611	-0.019965	0.205118
9	GD15	0.640971	0.086607	3.900762	-0.101283	0.010610	0.234987
10	GD15	0.576875	-0.312994	3.900762	0.032335	0.062655	0.294725
1	GD16	0.363177	0.025866	3.900762	0.048537	0.099719	0.204371
2	GD16	0.354511	-0.049753	3.900762	0.297146	0.100724	0.210476
3	GD16	0.392135	0.204845	3.900762	0.046834	0.164018	0.269768
4	GD16	0.357335	0.418230	3.900762	-0.142807	0.049394	0.238169
5	GD16	0.373332	0.323771	3.900762	0.052767	0.065936	0.238509
6	GD16	0.419181	0.140819	3.900762	0.043379	0.020246	0.243965
7	GD16	0.367407	-0.193798	3.900762	0.096026	0.042596	0.238717
8	GD16	0.371210	0.262597	3.900762	-0.119568	0.090435	0.248071
9	GD16	0.385085	-0.096664	3.900762	-0.174713	0.023851	0.189636
10	GD16	0.397529	-0.163176	3.900762	0.113468	0.142788	0.223377
