parameter	value	se_sa	rse_sa
rhoS_pop	0.63441041403165299	0.06822318791296486	10.75379382242627635
eta_deltaSC_pop	0.00000000000000000		
rhoC_pop	3.81282518625302069	nan	nan
eta_rhoC_pop	0.00000000000000000		
eta_deltaCB_pop	0.00000000000000000		
rhoB_pop	0.25549119257708852	nan	nan
S0_pop	23353.01248364001730806	3533.79525261512935685	15.13207452396445341
T0_pop	24505.88682101259473711	2172.05180318589145827	8.86338788328795957
omega_rhoS	0.11921951458859881	0.03388110375213134	28.41909218389944058
omega_deltaSC	0.26575861324193362	0.16312126131703322	61.37948242849070368
omega_deltaCB	0.08845317121841853	0.03697277941894801	41.79926950007327235
omega_S0	0.01705039833989043	0.05536957536145556	324.74065565914145282
omega_T0	0.02274342546933649	0.03832715422464244	168.51970815177551799
b1	0.16468666987225664	0.02578408132324944	15.65644708418083653
b2	0.17758517983721026	0.02369791295157886	13.34453301413011417
b3	0.27478529939249330	0.04811409673852121	17.50970552096267241
