parameter	value	se_sa	rse_sa
rhoS_pop	0.62893937641122544	0.04799320930522333	7.63081643561198852
eta_deltaSC_pop	0.00000000000000000		
rhoC_pop	2.18527376533477513	nan	nan
eta_rhoC_pop	0.00000000000000000		
eta_deltaCB_pop	0.00000000000000000		
rhoB_pop	-0.38377330944327387	nan	nan
omega_rhoS	0.12193942054542152	0.03510823022571618	28.79153441002175740
omega_deltaSC	0.05825466179317332	0.11697338298583705	200.79660474407697279
b1	0.16936040038474467	0.02393106309825570	14.13025892941341866
b2	0.61933742769614608	0.08435725473285903	13.62056464868544126
b3	1.12686393044819044	0.15820346433617313	14.03926952149852347
