rep	id	eta_rhoS	eta_deltaSC	eta_rhoC	eta_deltaCB	eta_rhoB
1	AG111	0.028991	-0.804108	-0.023632	0.010010	-0.043694
2	AG111	0.006564	-0.233581	-0.107423	0.123814	-0.079879
3	AG111	-0.028639	-0.490626	-0.121089	-0.067224	-0.024008
4	AG111	-0.003444	-0.626330	0.056900	0.080798	0.015846
5	AG111	-0.038448	-0.582079	-0.065176	-0.060353	0.105058
6	AG111	-0.021805	-0.182138	0.005050	-0.059175	-0.046010
7	AG111	-0.020588	-0.213825	-0.142473	0.163613	0.032113
8	AG111	-0.007512	-0.417288	-0.052984	0.062689	-0.045085
9	AG111	0.006806	-0.129926	0.009926	0.083354	-0.048693
10	AG111	-0.039693	-0.349514	-0.075466	0.162144	0.027410
1	AG112	0.127701	0.115653	0.039490	-0.072776	-0.047580
2	AG112	0.171573	0.142785	0.076604	-0.007901	-0.015121
3	AG112	0.066089	0.242636	0.157654	-0.044397	-0.039254
4	AG112	0.094885	0.054730	0.048471	-0.072521	0.004220
5	AG112	0.094253	-0.202727	-0.106879	-0.132195	-0.022239
6	AG112	0.165826	0.159650	-0.091163	-0.110382	0.032209
7	AG112	0.135528	-0.046812	0.123941	-0.006941	0.080020
8	AG112	0.115667	0.218643	0.039283	-0.045655	-0.054531
9	AG112	0.145214	-0.026040	-0.025580	-0.078515	-0.007056
10	AG112	0.130216	-0.109465	-0.041593	-0.137128	-0.035623
1	AG139	-0.027281	0.288669	-0.171182	-0.057713	0.023668
2	AG139	-0.018550	0.291323	-0.054152	0.082095	-0.029891
3	AG139	-0.010082	-0.182145	-0.056139	-0.088115	-0.003875
4	AG139	-0.091130	-0.026081	0.033586	-0.040573	-0.046005
5	AG139	-0.081377	0.091745	-0.095690	0.018892	0.055511
6	AG139	-0.009938	0.033078	-0.049070	0.073240	0.002413
7	AG139	-0.047452	-0.105036	-0.024274	0.055506	0.049018
8	AG139	0.001656	0.013285	-0.176535	-0.075973	-0.007591
9	AG139	0.002129	0.109311	-0.009595	0.043742	-0.026495
10	AG139	-0.037797	0.057496	-0.079772	-0.036171	-0.076028
1	AG142	0.155593	0.593482	0.051124	0.077527	0.013602
2	AG142	0.139718	0.278519	0.070554	0.093839	-0.007607
3	AG142	0.125649	0.672783	0.024960	0.008649	0.013616
4	AG142	0.098547	0.393094	-0.005735	-0.025390	0.039771
5	AG142	0.160337	0.382988	-0.004279	-0.002335	-0.054613
6	AG142	0.123208	0.593954	0.013271	0.011686	-0.042477
7	AG142	0.155464	0.550220	-0.006269	0.057495	-0.003953
8	AG142	0.098308	0.637209	0.055759	0.014497	0.024494
9	AG142	0.111625	0.141385	-0.033321	-0.038033	-0.040905
10	AG142	0.133228	0.408236	-0.093704	-0.074384	-0.023147
1	GD14	0.034179	-0.044832	0.084917	-0.064493	0.014644
2	GD14	0.026615	-0.091836	0.183745	-0.109727	-0.026694
3	GD14	0.090796	0.002047	-0.101816	-0.134138	-0.007013
4	GD14	0.003021	-0.136673	0.068432	-0.158888	0.016002
5	GD14	0.013788	0.220165	0.060010	-0.100481	0.014216
6	GD14	-0.014695	-0.187180	0.040152	-0.191540	0.012007
7	GD14	-0.009276	0.315479	-0.025549	-0.153626	-0.027378
8	GD14	0.029251	0.004499	0.076718	-0.077753	-0.037147
9	GD14	0.068106	0.006606	0.131305	-0.093367	-0.043196
10	GD14	0.001917	0.489826	0.058425	-0.026460	0.042995
1	GD15	-0.010209	0.068343	-0.065592	0.092501	0.013495
2	GD15	-0.000205	-0.140532	0.098245	0.135528	-0.012684
3	GD15	-0.060971	-0.127756	-0.056336	0.064522	0.006996
4	GD15	0.021187	-0.041647	0.005504	0.097131	0.032353
5	GD15	0.001516	-0.043943	-0.086489	-0.000329	-0.031198
6	GD15	0.012767	-0.086253	0.066839	0.046386	0.061671
7	GD15	-0.016646	-0.050649	-0.047676	0.012789	0.002862
8	GD15	-0.021049	-0.023443	-0.042901	0.088953	0.086665
9	GD15	-0.018281	0.056824	-0.115767	-0.054050	-0.043764
10	GD15	-0.007674	0.178344	0.013977	0.041808	0.012154
1	GD16	-0.226621	-0.060299	0.037586	0.062661	-0.060968
2	GD16	-0.232442	-0.057264	0.022165	0.105885	0.020958
3	GD16	-0.233797	0.014203	-0.020827	0.023122	-0.061430
4	GD16	-0.227680	0.382878	-0.216435	0.125502	0.089846
5	GD16	-0.234569	0.001794	0.071445	0.131195	-0.024123
6	GD16	-0.250931	-0.076789	-0.121472	-0.007027	0.038092
7	GD16	-0.277003	-0.260983	-0.006250	-0.044822	0.007027
8	GD16	-0.240814	0.167194	-0.099230	0.065700	0.023864
9	GD16	-0.276097	0.107836	0.156423	0.092769	0.001431
10	GD16	-0.204551	0.529795	-0.080308	0.095133	-0.053302
